mass_feature,replicate_name,adjusted_area,sample_fraction,z,sample_set,treatment,retention_time,mz
Taurine,211202_Smp_OBi1small_1,NA,Particulate,-1,Obi1_set1,Glucose + NH4,9.835652173913044,124.006841
Taurine,211202_Smp_OBi1small_3,NA,Particulate,-1,Obi1_set1,Glucose + NH4,9.835652173913044,124.006841
Taurine,211202_Smp_OBi1small_5,NA,Particulate,-1,Obi1_set1,Homarine,9.835652173913044,124.006841
Taurine,211202_Smp_OBi1small_7,NA,Particulate,-1,Obi1_set1,Homarine,9.835652173913044,124.006841
Taurine,211202_Smp_OBi1_1,NA,Particulate,-1,OBi1_set2,Glucose + NH4,9.835652173913044,124.006841
Taurine,211202_Smp_OBi1_2,NA,Particulate,-1,OBi1_set2,Glucose + NH4,9.835652173913044,124.006841
Taurine,211202_Smp_OBi1_3,NA,Particulate,-1,OBi1_set2,Glucose + NH4,9.835652173913044,124.006841
Taurine,211202_Smp_OBi1_4,NA,Particulate,-1,OBi1_set2,Homarine,9.835652173913044,124.006841
Taurine,211202_Smp_OBi1_5,NA,Particulate,-1,OBi1_set2,Homarine,9.835652173913044,124.006841
Taurine,211202_Smp_OBi1_6,NA,Particulate,-1,OBi1_set2,Homarine,9.835652173913044,124.006841
Taurine,211202_Smp_OBi1_7,NA,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,9.835652173913044,124.006841
Taurine,211202_Smp_OBi1_8,NA,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,9.835652173913044,124.006841
Taurine,211202_Smp_OBi1_9,NA,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,9.835652173913044,124.006841
Taurine,211202_Smp_RWi2_1,861225.1841814269,Particulate,-1,Rwi_set1,Glycerol + NH4,9.835652173913044,124.006841
Taurine,211202_Smp_RWi2_2,1662384.1838010035,Particulate,-1,Rwi_set1,Glycerol + NH4,9.835652173913044,124.006841
Taurine,211202_Smp_RWi2_3,215861.53108139103,Particulate,-1,Rwi_set1,Homarine,9.835652173913044,124.006841
Taurine,211202_Smp_RWi2_4,218704.73646395767,Particulate,-1,Rwi_set1,Homarine,9.835652173913044,124.006841
Taurine,211202_Smp_RWi2_5,745935.907549557,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,9.835652173913044,124.006841
Taurine,211202_Smp_RWi2_6,984961.6075290848,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,9.835652173913044,124.006841
Thiamine diphosphate,211202_Smp_OBi1_1,2207492.2259982717,Particulate,1,OBi1_set2,Glucose + NH4,12.327352941176471,425.044974
Thiamine diphosphate,211202_Smp_OBi1_2,1598186.5621170113,Particulate,1,OBi1_set2,Glucose + NH4,12.327352941176471,425.044974
Thiamine diphosphate,211202_Smp_OBi1_3,1603575.3991977058,Particulate,1,OBi1_set2,Glucose + NH4,12.327352941176471,425.044974
Thiamine diphosphate,211202_Smp_OBi1_4,1177564.669501492,Particulate,1,OBi1_set2,Homarine,12.327352941176471,425.044974
Thiamine diphosphate,211202_Smp_OBi1_5,1428537.4095386616,Particulate,1,OBi1_set2,Homarine,12.327352941176471,425.044974
Thiamine diphosphate,211202_Smp_OBi1_6,989569.6328360745,Particulate,1,OBi1_set2,Homarine,12.327352941176471,425.044974
Thiamine diphosphate,211202_Smp_OBi1_7,1710812.8568786054,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,12.327352941176471,425.044974
Thiamine diphosphate,211202_Smp_OBi1_8,1461945.9758976432,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,12.327352941176471,425.044974
Thiamine diphosphate,211202_Smp_OBi1_9,1308506.2497931146,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,12.327352941176471,425.044974
Thiamine diphosphate,211202_Smp_OBi1small_1,392334.6367091099,Particulate,1,Obi1_set1,Glucose + NH4,12.327352941176471,425.044974
Thiamine diphosphate,211202_Smp_OBi1small_3,274088.5871125055,Particulate,1,Obi1_set1,Glucose + NH4,12.327352941176471,425.044974
Thiamine diphosphate,211202_Smp_OBi1small_5,444887.52051855746,Particulate,1,Obi1_set1,Homarine,12.327352941176471,425.044974
Thiamine diphosphate,211202_Smp_OBi1small_7,402946.4579014995,Particulate,1,Obi1_set1,Homarine,12.327352941176471,425.044974
Thiamine diphosphate,211202_Smp_RWi2_1,161748.02366674508,Particulate,1,Rwi_set1,Glycerol + NH4,12.327352941176471,425.044974
Thiamine diphosphate,211202_Smp_RWi2_2,199543.9189987965,Particulate,1,Rwi_set1,Glycerol + NH4,12.327352941176471,425.044974
Thiamine diphosphate,211202_Smp_RWi2_3,315264.4013306474,Particulate,1,Rwi_set1,Homarine,12.327352941176471,425.044974
Thiamine diphosphate,211202_Smp_RWi2_4,91683.01227493784,Particulate,1,Rwi_set1,Homarine,12.327352941176471,425.044974
Thiamine diphosphate,211202_Smp_RWi2_5,243419.834799601,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,12.327352941176471,425.044974
Thiamine diphosphate,211202_Smp_RWi2_6,176142.47637973478,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,12.327352941176471,425.044974
Thymidine,211202_Smp_OBi1small_1,564964,Particulate,-1,Obi1_set1,Glucose + NH4,2.8680555555555554,241.082448
Thymidine,211202_Smp_OBi1small_3,801373,Particulate,-1,Obi1_set1,Glucose + NH4,2.8680555555555554,241.082448
Thymidine,211202_Smp_OBi1small_5,1328300,Particulate,-1,Obi1_set1,Homarine,2.8680555555555554,241.082448
Thymidine,211202_Smp_OBi1small_7,1486550,Particulate,-1,Obi1_set1,Homarine,2.8680555555555554,241.082448
Thymidine,211202_Smp_OBi1_1,9628352,Particulate,-1,OBi1_set2,Glucose + NH4,2.8680555555555554,241.082448
Thymidine,211202_Smp_OBi1_2,6562215,Particulate,-1,OBi1_set2,Glucose + NH4,2.8680555555555554,241.082448
Thymidine,211202_Smp_OBi1_3,9902097,Particulate,-1,OBi1_set2,Glucose + NH4,2.8680555555555554,241.082448
Thymidine,211202_Smp_OBi1_4,5138878,Particulate,-1,OBi1_set2,Homarine,2.8680555555555554,241.082448
Thymidine,211202_Smp_OBi1_5,2809728,Particulate,-1,OBi1_set2,Homarine,2.8680555555555554,241.082448
Thymidine,211202_Smp_OBi1_6,2074784,Particulate,-1,OBi1_set2,Homarine,2.8680555555555554,241.082448
Thymidine,211202_Smp_OBi1_7,7919300,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,2.8680555555555554,241.082448
Thymidine,211202_Smp_OBi1_8,5658023,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,2.8680555555555554,241.082448
Thymidine,211202_Smp_OBi1_9,4832730,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,2.8680555555555554,241.082448
Thymidine,211202_Smp_RWi2_1,NA,Particulate,-1,Rwi_set1,Glycerol + NH4,2.8680555555555554,241.082448
Thymidine,211202_Smp_RWi2_2,NA,Particulate,-1,Rwi_set1,Glycerol + NH4,2.8680555555555554,241.082448
Thymidine,211202_Smp_RWi2_3,NA,Particulate,-1,Rwi_set1,Homarine,2.8680555555555554,241.082448
Thymidine,211202_Smp_RWi2_4,NA,Particulate,-1,Rwi_set1,Homarine,2.8680555555555554,241.082448
Thymidine,211202_Smp_RWi2_5,NA,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,2.8680555555555554,241.082448
Thymidine,211202_Smp_RWi2_6,NA,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,2.8680555555555554,241.082448
Thymine,211202_Smp_OBi1small_1,NA,Particulate,-1,Obi1_set1,Glucose + NH4,2.852682926829268,125.035103
Thymine,211202_Smp_OBi1small_3,5886082.139060074,Particulate,-1,Obi1_set1,Glucose + NH4,2.852682926829268,125.035103
Thymine,211202_Smp_OBi1small_5,NA,Particulate,-1,Obi1_set1,Homarine,2.852682926829268,125.035103
Thymine,211202_Smp_OBi1small_7,11042386.884679051,Particulate,-1,Obi1_set1,Homarine,2.852682926829268,125.035103
Thymine,211202_Smp_OBi1_1,67040897.742783725,Particulate,-1,OBi1_set2,Glucose + NH4,2.852682926829268,125.035103
Thymine,211202_Smp_OBi1_2,43684936.88666892,Particulate,-1,OBi1_set2,Glucose + NH4,2.852682926829268,125.035103
Thymine,211202_Smp_OBi1_3,70427199.27541696,Particulate,-1,OBi1_set2,Glucose + NH4,2.852682926829268,125.035103
Thymine,211202_Smp_OBi1_4,26779356.389092233,Particulate,-1,OBi1_set2,Homarine,2.852682926829268,125.035103
Thymine,211202_Smp_OBi1_5,14395335.441575892,Particulate,-1,OBi1_set2,Homarine,2.852682926829268,125.035103
Thymine,211202_Smp_OBi1_6,14818368.767177796,Particulate,-1,OBi1_set2,Homarine,2.852682926829268,125.035103
Thymine,211202_Smp_OBi1_7,59030317.74733018,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,2.852682926829268,125.035103
Thymine,211202_Smp_OBi1_8,38670620.192639574,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,2.852682926829268,125.035103
Thymine,211202_Smp_OBi1_9,33741901.498806715,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,2.852682926829268,125.035103
Thymine,211202_Smp_RWi2_1,NA,Particulate,-1,Rwi_set1,Glycerol + NH4,2.852682926829268,125.035103
Thymine,211202_Smp_RWi2_2,NA,Particulate,-1,Rwi_set1,Glycerol + NH4,2.852682926829268,125.035103
Thymine,211202_Smp_RWi2_3,NA,Particulate,-1,Rwi_set1,Homarine,2.852682926829268,125.035103
Thymine,211202_Smp_RWi2_4,NA,Particulate,-1,Rwi_set1,Homarine,2.852682926829268,125.035103
Thymine,211202_Smp_RWi2_5,NA,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,2.852682926829268,125.035103
Thymine,211202_Smp_RWi2_6,NA,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,2.852682926829268,125.035103
UDP-N-acetylglucosamine,211202_Smp_OBi1small_1,1348698.0588380578,Particulate,-1,Obi1_set1,Glucose + NH4,12.20888888888889,606.073753
UDP-N-acetylglucosamine,211202_Smp_OBi1small_3,1116611.9128916068,Particulate,-1,Obi1_set1,Glucose + NH4,12.20888888888889,606.073753
UDP-N-acetylglucosamine,211202_Smp_OBi1small_5,1573628.6421194726,Particulate,-1,Obi1_set1,Homarine,12.20888888888889,606.073753
UDP-N-acetylglucosamine,211202_Smp_OBi1small_7,1473878.1944393388,Particulate,-1,Obi1_set1,Homarine,12.20888888888889,606.073753
UDP-N-acetylglucosamine,211202_Smp_OBi1_1,5093319.740459093,Particulate,-1,OBi1_set2,Glucose + NH4,12.20888888888889,606.073753
UDP-N-acetylglucosamine,211202_Smp_OBi1_2,4930128.4432482375,Particulate,-1,OBi1_set2,Glucose + NH4,12.20888888888889,606.073753
UDP-N-acetylglucosamine,211202_Smp_OBi1_3,4844995.444341788,Particulate,-1,OBi1_set2,Glucose + NH4,12.20888888888889,606.073753
UDP-N-acetylglucosamine,211202_Smp_OBi1_4,415501.8860678566,Particulate,-1,OBi1_set2,Homarine,12.20888888888889,606.073753
UDP-N-acetylglucosamine,211202_Smp_OBi1_5,2553070.8889711048,Particulate,-1,OBi1_set2,Homarine,12.20888888888889,606.073753
UDP-N-acetylglucosamine,211202_Smp_OBi1_6,1643769.8480756574,Particulate,-1,OBi1_set2,Homarine,12.20888888888889,606.073753
UDP-N-acetylglucosamine,211202_Smp_OBi1_7,4772280.201450041,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,12.20888888888889,606.073753
UDP-N-acetylglucosamine,211202_Smp_OBi1_8,4924073.6886897525,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,12.20888888888889,606.073753
UDP-N-acetylglucosamine,211202_Smp_OBi1_9,4183803.0023995577,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,12.20888888888889,606.073753
UDP-N-acetylglucosamine,211202_Smp_RWi2_1,684911.429399349,Particulate,-1,Rwi_set1,Glycerol + NH4,12.20888888888889,606.073753
UDP-N-acetylglucosamine,211202_Smp_RWi2_2,702044.8357252261,Particulate,-1,Rwi_set1,Glycerol + NH4,12.20888888888889,606.073753
UDP-N-acetylglucosamine,211202_Smp_RWi2_3,604898.1607252004,Particulate,-1,Rwi_set1,Homarine,12.20888888888889,606.073753
UDP-N-acetylglucosamine,211202_Smp_RWi2_4,674374.4977325771,Particulate,-1,Rwi_set1,Homarine,12.20888888888889,606.073753
UDP-N-acetylglucosamine,211202_Smp_RWi2_5,695264.9607561541,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,12.20888888888889,606.073753
UDP-N-acetylglucosamine,211202_Smp_RWi2_6,654407.8746893198,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,12.20888888888889,606.073753
UDP-glucose,211202_Smp_OBi1small_1,2577752.019171262,Particulate,-1,Obi1_set1,Glucose + NH4,13.110833333333334,565.047204
UDP-glucose,211202_Smp_OBi1small_3,2040160.566292686,Particulate,-1,Obi1_set1,Glucose + NH4,13.110833333333334,565.047204
UDP-glucose,211202_Smp_OBi1small_5,4381396.818329657,Particulate,-1,Obi1_set1,Homarine,13.110833333333334,565.047204
UDP-glucose,211202_Smp_OBi1small_7,3571437.0008383966,Particulate,-1,Obi1_set1,Homarine,13.110833333333334,565.047204
UDP-glucose,211202_Smp_OBi1_1,7490825.164524135,Particulate,-1,OBi1_set2,Glucose + NH4,13.110833333333334,565.047204
UDP-glucose,211202_Smp_OBi1_2,6561890.067444082,Particulate,-1,OBi1_set2,Glucose + NH4,13.110833333333334,565.047204
UDP-glucose,211202_Smp_OBi1_3,4803537.115240482,Particulate,-1,OBi1_set2,Glucose + NH4,13.110833333333334,565.047204
UDP-glucose,211202_Smp_OBi1_4,570110.5661775297,Particulate,-1,OBi1_set2,Homarine,13.110833333333334,565.047204
UDP-glucose,211202_Smp_OBi1_5,2431168.0813244106,Particulate,-1,OBi1_set2,Homarine,13.110833333333334,565.047204
UDP-glucose,211202_Smp_OBi1_6,1820897.7346284855,Particulate,-1,OBi1_set2,Homarine,13.110833333333334,565.047204
UDP-glucose,211202_Smp_OBi1_7,3840299.2674201974,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,13.110833333333334,565.047204
UDP-glucose,211202_Smp_OBi1_8,4751292.428897117,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,13.110833333333334,565.047204
UDP-glucose,211202_Smp_OBi1_9,2502656.9998669596,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,13.110833333333334,565.047204
UDP-glucose,211202_Smp_RWi2_1,781356.9923927153,Particulate,-1,Rwi_set1,Glycerol + NH4,13.110833333333334,565.047204
UDP-glucose,211202_Smp_RWi2_2,547778.185188907,Particulate,-1,Rwi_set1,Glycerol + NH4,13.110833333333334,565.047204
UDP-glucose,211202_Smp_RWi2_3,316702.2022993026,Particulate,-1,Rwi_set1,Homarine,13.110833333333334,565.047204
UDP-glucose,211202_Smp_RWi2_4,377728.1394096002,Particulate,-1,Rwi_set1,Homarine,13.110833333333334,565.047204
UDP-glucose,211202_Smp_RWi2_5,536215.3525672589,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,13.110833333333334,565.047204
UDP-glucose,211202_Smp_RWi2_6,685360.3497646586,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,13.110833333333334,565.047204
Uracil,211202_Smp_OBi1small_1,10702565,Particulate,-1,Obi1_set1,Glucose + NH4,3.8384615384615386,111.019453
Uracil,211202_Smp_OBi1small_3,12277617,Particulate,-1,Obi1_set1,Glucose + NH4,3.8384615384615386,111.019453
Uracil,211202_Smp_OBi1small_5,29768470,Particulate,-1,Obi1_set1,Homarine,3.8384615384615386,111.019453
Uracil,211202_Smp_OBi1small_7,32767894,Particulate,-1,Obi1_set1,Homarine,3.8384615384615386,111.019453
Uracil,211202_Smp_OBi1_1,10842190,Particulate,-1,OBi1_set2,Glucose + NH4,3.8384615384615386,111.019453
Uracil,211202_Smp_OBi1_2,32233286,Particulate,-1,OBi1_set2,Glucose + NH4,3.8384615384615386,111.019453
Uracil,211202_Smp_OBi1_3,45969464,Particulate,-1,OBi1_set2,Glucose + NH4,3.8384615384615386,111.019453
Uracil,211202_Smp_OBi1_4,24699778,Particulate,-1,OBi1_set2,Homarine,3.8384615384615386,111.019453
Uracil,211202_Smp_OBi1_5,4645917,Particulate,-1,OBi1_set2,Homarine,3.8384615384615386,111.019453
Uracil,211202_Smp_OBi1_6,31022660,Particulate,-1,OBi1_set2,Homarine,3.8384615384615386,111.019453
Uracil,211202_Smp_OBi1_7,16324533,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,3.8384615384615386,111.019453
Uracil,211202_Smp_OBi1_8,21550428,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,3.8384615384615386,111.019453
Uracil,211202_Smp_OBi1_9,13743895,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,3.8384615384615386,111.019453
Uracil,211202_Smp_RWi2_1,NA,Particulate,-1,Rwi_set1,Glycerol + NH4,3.8384615384615386,111.019453
Uracil,211202_Smp_RWi2_2,NA,Particulate,-1,Rwi_set1,Glycerol + NH4,3.8384615384615386,111.019453
Uracil,211202_Smp_RWi2_3,3930481,Particulate,-1,Rwi_set1,Homarine,3.8384615384615386,111.019453
Uracil,211202_Smp_RWi2_4,4870484,Particulate,-1,Rwi_set1,Homarine,3.8384615384615386,111.019453
Uracil,211202_Smp_RWi2_5,NA,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,3.8384615384615386,111.019453
Uracil,211202_Smp_RWi2_6,NA,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,3.8384615384615386,111.019453
Uridine,211202_Smp_OBi1small_1,10039064.44745409,Particulate,-1,Obi1_set1,Glucose + NH4,5.886666666666667,243.061713
Uridine,211202_Smp_OBi1small_3,11627091.263871351,Particulate,-1,Obi1_set1,Glucose + NH4,5.886666666666667,243.061713
Uridine,211202_Smp_OBi1small_5,21447926.119193908,Particulate,-1,Obi1_set1,Homarine,5.886666666666667,243.061713
Uridine,211202_Smp_OBi1small_7,19563600.814826563,Particulate,-1,Obi1_set1,Homarine,5.886666666666667,243.061713
Uridine,211202_Smp_OBi1_1,228153173.49842596,Particulate,-1,OBi1_set2,Glucose + NH4,5.886666666666667,243.061713
Uridine,211202_Smp_OBi1_2,117914933.37463091,Particulate,-1,OBi1_set2,Glucose + NH4,5.886666666666667,243.061713
Uridine,211202_Smp_OBi1_3,217690177.32335255,Particulate,-1,OBi1_set2,Glucose + NH4,5.886666666666667,243.061713
Uridine,211202_Smp_OBi1_4,91568977.56228408,Particulate,-1,OBi1_set2,Homarine,5.886666666666667,243.061713
Uridine,211202_Smp_OBi1_5,37743881.94388622,Particulate,-1,OBi1_set2,Homarine,5.886666666666667,243.061713
Uridine,211202_Smp_OBi1_6,19574869.073204916,Particulate,-1,OBi1_set2,Homarine,5.886666666666667,243.061713
Uridine,211202_Smp_OBi1_7,164670578.23206124,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,5.886666666666667,243.061713
Uridine,211202_Smp_OBi1_8,94132007.48588972,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,5.886666666666667,243.061713
Uridine,211202_Smp_OBi1_9,63577701.602906,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,5.886666666666667,243.061713
Uridine,211202_Smp_RWi2_1,144609.60843712254,Particulate,-1,Rwi_set1,Glycerol + NH4,5.886666666666667,243.061713
Uridine,211202_Smp_RWi2_2,NA,Particulate,-1,Rwi_set1,Glycerol + NH4,5.886666666666667,243.061713
Uridine,211202_Smp_RWi2_3,310420.11658175,Particulate,-1,Rwi_set1,Homarine,5.886666666666667,243.061713
Uridine,211202_Smp_RWi2_4,267620.27455440845,Particulate,-1,Rwi_set1,Homarine,5.886666666666667,243.061713
Uridine,211202_Smp_RWi2_5,78505.35394422809,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,5.886666666666667,243.061713
Uridine,211202_Smp_RWi2_6,52573.15911773964,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,5.886666666666667,243.061713
cis-Aconitic acid,211202_Smp_OBi1small_1,NA,Particulate,-1,Obi1_set1,Glucose + NH4,14.534615384615384,173.008615
cis-Aconitic acid,211202_Smp_OBi1small_3,NA,Particulate,-1,Obi1_set1,Glucose + NH4,14.534615384615384,173.008615
cis-Aconitic acid,211202_Smp_OBi1small_5,416791.6701812141,Particulate,-1,Obi1_set1,Homarine,14.534615384615384,173.008615
cis-Aconitic acid,211202_Smp_OBi1small_7,696035.9733587297,Particulate,-1,Obi1_set1,Homarine,14.534615384615384,173.008615
cis-Aconitic acid,211202_Smp_OBi1_1,2096345.5924181603,Particulate,-1,OBi1_set2,Glucose + NH4,14.534615384615384,173.008615
cis-Aconitic acid,211202_Smp_OBi1_2,1863759.5914058,Particulate,-1,OBi1_set2,Glucose + NH4,14.534615384615384,173.008615
cis-Aconitic acid,211202_Smp_OBi1_3,1503772.8181697852,Particulate,-1,OBi1_set2,Glucose + NH4,14.534615384615384,173.008615
cis-Aconitic acid,211202_Smp_OBi1_4,714060.681636713,Particulate,-1,OBi1_set2,Homarine,14.534615384615384,173.008615
cis-Aconitic acid,211202_Smp_OBi1_5,901919.5983806864,Particulate,-1,OBi1_set2,Homarine,14.534615384615384,173.008615
cis-Aconitic acid,211202_Smp_OBi1_6,718333.8381139268,Particulate,-1,OBi1_set2,Homarine,14.534615384615384,173.008615
cis-Aconitic acid,211202_Smp_OBi1_7,1282761.6878915897,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,14.534615384615384,173.008615
cis-Aconitic acid,211202_Smp_OBi1_8,1264152.9014987936,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,14.534615384615384,173.008615
cis-Aconitic acid,211202_Smp_OBi1_9,1183878.0729727005,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,14.534615384615384,173.008615
cis-Aconitic acid,211202_Smp_RWi2_1,NA,Particulate,-1,Rwi_set1,Glycerol + NH4,14.534615384615384,173.008615
cis-Aconitic acid,211202_Smp_RWi2_2,NA,Particulate,-1,Rwi_set1,Glycerol + NH4,14.534615384615384,173.008615
cis-Aconitic acid,211202_Smp_RWi2_3,NA,Particulate,-1,Rwi_set1,Homarine,14.534615384615384,173.008615
cis-Aconitic acid,211202_Smp_RWi2_4,NA,Particulate,-1,Rwi_set1,Homarine,14.534615384615384,173.008615
cis-Aconitic acid,211202_Smp_RWi2_5,NA,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,14.534615384615384,173.008615
cis-Aconitic acid,211202_Smp_RWi2_6,NA,Particulate,-1,Rwi_set1,Glycerol + NH4 + Homarine,14.534615384615384,173.008615
n-methyl glutamic acid,211202_Smp_OBi1_1,6267657.979608772,Particulate,1,OBi1_set2,Glucose + NH4,9.873529411764704,162.0759
n-methyl glutamic acid,211202_Smp_OBi1_2,5637639.832432984,Particulate,1,OBi1_set2,Glucose + NH4,9.873529411764704,162.0759
n-methyl glutamic acid,211202_Smp_OBi1_3,5542865.727514871,Particulate,1,OBi1_set2,Glucose + NH4,9.873529411764704,162.0759
n-methyl glutamic acid,211202_Smp_OBi1_4,851616446.5331256,Particulate,1,OBi1_set2,Homarine,9.873529411764704,162.0759
n-methyl glutamic acid,211202_Smp_OBi1_5,1045678251.700594,Particulate,1,OBi1_set2,Homarine,9.873529411764704,162.0759
n-methyl glutamic acid,211202_Smp_OBi1_6,1034354844.7880738,Particulate,1,OBi1_set2,Homarine,9.873529411764704,162.0759
n-methyl glutamic acid,211202_Smp_OBi1_7,32866515.325709697,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.873529411764704,162.0759
n-methyl glutamic acid,211202_Smp_OBi1_8,32342989.61375998,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.873529411764704,162.0759
n-methyl glutamic acid,211202_Smp_OBi1_9,39728662.43253489,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.873529411764704,162.0759
n-methyl glutamine,211202_Smp_OBi1_1,123390493.25658303,Particulate,1,OBi1_set2,Glucose + NH4,9.320555555555556,161.0921
n-methyl glutamine,211202_Smp_OBi1_2,111552859.49522756,Particulate,1,OBi1_set2,Glucose + NH4,9.320555555555556,161.0921
n-methyl glutamine,211202_Smp_OBi1_3,114341625.13888612,Particulate,1,OBi1_set2,Glucose + NH4,9.320555555555556,161.0921
n-methyl glutamine,211202_Smp_OBi1_4,3676271178.616875,Particulate,1,OBi1_set2,Homarine,9.320555555555556,161.0921
n-methyl glutamine,211202_Smp_OBi1_5,3699602637.5381694,Particulate,1,OBi1_set2,Homarine,9.320555555555556,161.0921
n-methyl glutamine,211202_Smp_OBi1_6,3055626489.486416,Particulate,1,OBi1_set2,Homarine,9.320555555555556,161.0921
n-methyl glutamine,211202_Smp_OBi1_7,407271256.00585866,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.320555555555556,161.0921
n-methyl glutamine,211202_Smp_OBi1_8,408942982.9387465,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.320555555555556,161.0921
n-methyl glutamine,211202_Smp_OBi1_9,506209318.73702925,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.320555555555556,161.0921
unknown_C6H9NO3_1_neg,211202_Smp_OBi1_1,NA,Particulate,-1,OBi1_set2,Glucose + NH4,9.86111111111111,142.0504
unknown_C6H9NO3_1_neg,211202_Smp_OBi1_2,NA,Particulate,-1,OBi1_set2,Glucose + NH4,9.86111111111111,142.0504
unknown_C6H9NO3_1_neg,211202_Smp_OBi1_3,NA,Particulate,-1,OBi1_set2,Glucose + NH4,9.86111111111111,142.0504
unknown_C6H9NO3_1_neg,211202_Smp_OBi1_4,308915346.2951357,Particulate,-1,OBi1_set2,Homarine,9.86111111111111,142.0504
unknown_C6H9NO3_1_neg,211202_Smp_OBi1_5,258454588.54881188,Particulate,-1,OBi1_set2,Homarine,9.86111111111111,142.0504
unknown_C6H9NO3_1_neg,211202_Smp_OBi1_6,255638073.1971946,Particulate,-1,OBi1_set2,Homarine,9.86111111111111,142.0504
unknown_C6H9NO3_1_neg,211202_Smp_OBi1_7,NA,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,9.86111111111111,142.0504
unknown_C6H9NO3_1_neg,211202_Smp_OBi1_8,4227917.236567069,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,9.86111111111111,142.0504
unknown_C6H9NO3_1_neg,211202_Smp_OBi1_9,4607902.61153941,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,9.86111111111111,142.0504
unknown_C6H9NO4_neg,211202_Smp_OBi1_1,6563245,Particulate,-1,OBi1_set2,Glucose + NH4,3.582222222222222,158.0453
unknown_C6H9NO4_neg,211202_Smp_OBi1_2,7242454,Particulate,-1,OBi1_set2,Glucose + NH4,3.582222222222222,158.0453
unknown_C6H9NO4_neg,211202_Smp_OBi1_3,6261573,Particulate,-1,OBi1_set2,Glucose + NH4,3.582222222222222,158.0453
unknown_C6H9NO4_neg,211202_Smp_OBi1_4,71352080,Particulate,-1,OBi1_set2,Homarine,3.582222222222222,158.0453
unknown_C6H9NO4_neg,211202_Smp_OBi1_5,61558092,Particulate,-1,OBi1_set2,Homarine,3.582222222222222,158.0453
unknown_C6H9NO4_neg,211202_Smp_OBi1_6,148335376,Particulate,-1,OBi1_set2,Homarine,3.582222222222222,158.0453
unknown_C6H9NO4_neg,211202_Smp_OBi1_7,5623021,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,3.582222222222222,158.0453
unknown_C6H9NO4_neg,211202_Smp_OBi1_8,4483763,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,3.582222222222222,158.0453
