...1,replicate_name,precursor_ion_name,retention_time,area,background,height,mass_error_ppm,flags,QC_area
3331,220302_Smp_SWBlk_3,Trehalose,11.7,5181145,6157902,265805,2.9,"sn_flag, blank_flag",NA
3332,220302_Smp_OBi1_1,Trehalose,11.62,22433298,5685961,1156001,3.5,blank_flag,NA
3333,220302_Smp_OBi1_2,Trehalose,11.46,7002092,6221648,380708,3.3,"sn_flag, blank_flag",NA
3334,220302_Smp_OBi1_3,Trehalose,11.61,11525759,5034645,599819,3,"sn_flag, blank_flag",NA
3335,220302_Smp_OBi1_4,Trehalose,11.62,16159488,0,624052,3.4,blank_flag,NA
3336,220302_Smp_OBi1_5,Trehalose,11.55,14531537,1114105,684965,3,blank_flag,NA
3337,220302_Smp_OBi1_6,Trehalose,11.55,16163016,0,647073,3.1,blank_flag,NA
3338,220302_Smp_OBi1_7,Trehalose,11.75,13854880,0,590021,3.2,blank_flag,NA
3339,220302_Smp_OBi1_8,Trehalose,11.54,10139767,4057888,429275,2.9,"sn_flag, blank_flag",NA
3340,220302_Smp_OBi1_9,Trehalose,11.55,17448014,0,692446,3.6,blank_flag,NA
3341,220302_Smp_OBi1small_1,Trehalose,11.56,11423161,0,359035,3.8,blank_flag,NA
3342,220302_Smp_OBi1small_2,Trehalose,11.54,14011130,510157,487129,3.1,blank_flag,NA
3343,220302_Smp_OBi1small_3,Trehalose,11.58,11725897,0,404739,2.6,blank_flag,NA
3344,220302_Smp_OBi1small_4,Trehalose,11.59,4722289,9214938,318899,3.2,"sn_flag, blank_flag",NA
3345,220302_Smp_RWi2_1,Trehalose,11.58,19474104,4038063,1206517,3.2,blank_flag,NA
3346,220302_Smp_RWi2_2,Trehalose,11.49,14313405,1213629,536258,3.4,blank_flag,NA
3347,220302_Smp_RWi2_3,Trehalose,11.5,15012037,3090421,611954,3,blank_flag,NA
3348,220302_Smp_RWi2_4,Trehalose,11.54,17125834,6849450,947598,2.9,"sn_flag, blank_flag",NA
3349,220302_Smp_RWi2_5,Trehalose,11.49,12174069,0,410754,2.9,blank_flag,NA
3350,220302_Smp_RWi2_6,Trehalose,11.58,9658748,1985809,438125,1.7,blank_flag,NA
3351,220302_Std_4uMStdsMix1InH2O_1,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3352,220302_Std_4uMStdsMix1InH2O_2,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3353,220302_Std_4uMStdsMix1InMatrix_1,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3354,220302_Std_4uMStdsMix1InMatrix_2,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3355,220302_Std_4uMStdsMix2InH2O_1,UDP-N-acetylglucosamine,12.34,104516680,0,8731712,1.4,NA,104516680
3356,220302_Std_4uMStdsMix2InH2O_2,UDP-N-acetylglucosamine,11.93,239093264,0,16596233,1.9,NA,239093264
3357,220302_Std_4uMStdsMix2InMatrix_1,UDP-N-acetylglucosamine,12.32,95978384,0,8179129,1.7,NA,95978384
3358,220302_Std_4uMStdsMix2InMatrix_2,UDP-N-acetylglucosamine,11.95,227011104,0,18270632,2.1,NA,227011104
3359,220302_Std_H2OinMatrix_1,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3360,220302_Std_H2OinMatrix_2,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3361,220302_Poo_TruePooBacteria_Full1,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3362,220302_Poo_TruePooBacteria_Full2,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3363,220302_Poo_TruePooBacteria_Full3,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3364,220302_Poo_TruePooBacteria_Half1,UDP-N-acetylglucosamine,12.41,42681,0,41152,1.3,NA,42681
3365,220302_Poo_TruePooBacteria_Half2,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3366,220302_Poo_TruePooBacteria_Half3,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3367,220302_Smp_MQBlk1_A,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3368,220302_Smp_MQBlk1_B,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3369,220302_Smp_MQBlk1_C,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3370,220302_Smp_MQBlk2_A,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3371,220302_Smp_MQBlk2_B,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3372,220302_Smp_MQBlk2_C,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3373,220302_Smp_MQBlk3_A,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3374,220302_Smp_MQBlk3_B,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3375,220302_Smp_MQBlk3_C,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3376,220302_Smp_SupernatBlk_1,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3377,220302_Smp_SupernatBlk_2,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3378,220302_Smp_SupernatBlk_3,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3379,220302_Smp_SWBlk_1,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3380,220302_Smp_SWBlk_2,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3381,220302_Smp_SWBlk_3,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3382,220302_Smp_OBi1_1,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3383,220302_Smp_OBi1_2,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3384,220302_Smp_OBi1_3,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3385,220302_Smp_OBi1_4,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3386,220302_Smp_OBi1_5,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3387,220302_Smp_OBi1_6,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3388,220302_Smp_OBi1_7,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3389,220302_Smp_OBi1_8,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3390,220302_Smp_OBi1_9,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3391,220302_Smp_OBi1small_1,UDP-N-acetylglucosamine,12.19,58890,0,61808,0.2,NA,58890
3392,220302_Smp_OBi1small_2,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3393,220302_Smp_OBi1small_3,UDP-N-acetylglucosamine,13.17,90154,0,87964,9.1,"ppm_flag,",NA
3394,220302_Smp_OBi1small_4,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3395,220302_Smp_RWi2_1,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3396,220302_Smp_RWi2_2,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3397,220302_Smp_RWi2_3,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3398,220302_Smp_RWi2_4,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3399,220302_Smp_RWi2_5,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3400,220302_Smp_RWi2_6,UDP-N-acetylglucosamine,NA,NA,NA,NA,NA,NA,NA
3401,220302_Std_4uMStdsMix1InH2O_1,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3402,220302_Std_4uMStdsMix1InH2O_2,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3403,220302_Std_4uMStdsMix1InMatrix_1,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3404,220302_Std_4uMStdsMix1InMatrix_2,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3405,220302_Std_4uMStdsMix2InH2O_1,UDP-glucose,13.26,103681824,0,9441445,1.5,NA,103681824
3406,220302_Std_4uMStdsMix2InH2O_2,UDP-glucose,12.96,191859584,816860,14484799,2,NA,191859584
3407,220302_Std_4uMStdsMix2InMatrix_1,UDP-glucose,13.29,92543568,0,8852387,1.7,NA,92543568
3408,220302_Std_4uMStdsMix2InMatrix_2,UDP-glucose,12.93,184050880,0,17502770,2.3,NA,184050880
3409,220302_Std_H2OinMatrix_1,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3410,220302_Std_H2OinMatrix_2,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3411,220302_Poo_TruePooBacteria_Full1,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3412,220302_Poo_TruePooBacteria_Full2,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3413,220302_Poo_TruePooBacteria_Full3,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3414,220302_Poo_TruePooBacteria_Half1,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3415,220302_Poo_TruePooBacteria_Half2,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3416,220302_Poo_TruePooBacteria_Half3,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3417,220302_Smp_MQBlk1_A,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3418,220302_Smp_MQBlk1_B,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3419,220302_Smp_MQBlk1_C,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3420,220302_Smp_MQBlk2_A,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3421,220302_Smp_MQBlk2_B,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3422,220302_Smp_MQBlk2_C,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3423,220302_Smp_MQBlk3_A,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3424,220302_Smp_MQBlk3_B,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3425,220302_Smp_MQBlk3_C,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3426,220302_Smp_SupernatBlk_1,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3427,220302_Smp_SupernatBlk_2,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3428,220302_Smp_SupernatBlk_3,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3429,220302_Smp_SWBlk_1,UDP-glucose,13.13,52834,0,48409,-10.4,"ppm_flag,",NA
3430,220302_Smp_SWBlk_2,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3431,220302_Smp_SWBlk_3,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3432,220302_Smp_OBi1_1,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3433,220302_Smp_OBi1_2,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3434,220302_Smp_OBi1_3,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3435,220302_Smp_OBi1_4,UDP-glucose,13.26,17152,0,15501,-11.7,"ppm_flag, areamin_flag,",NA
3436,220302_Smp_OBi1_5,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3437,220302_Smp_OBi1_6,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3438,220302_Smp_OBi1_7,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3439,220302_Smp_OBi1_8,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3440,220302_Smp_OBi1_9,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3441,220302_Smp_OBi1small_1,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3442,220302_Smp_OBi1small_2,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3443,220302_Smp_OBi1small_3,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3444,220302_Smp_OBi1small_4,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3445,220302_Smp_RWi2_1,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3446,220302_Smp_RWi2_2,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3447,220302_Smp_RWi2_3,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3448,220302_Smp_RWi2_4,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3449,220302_Smp_RWi2_5,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3450,220302_Smp_RWi2_6,UDP-glucose,NA,NA,NA,NA,NA,NA,NA
3451,220302_Std_4uMStdsMix1InH2O_1,Uracil,NA,NA,NA,NA,NA,NA,NA
3452,220302_Std_4uMStdsMix1InH2O_2,Uracil,NA,NA,NA,NA,NA,NA,NA
3453,220302_Std_4uMStdsMix1InMatrix_1,Uracil,NA,NA,NA,NA,NA,NA,NA
3454,220302_Std_4uMStdsMix1InMatrix_2,Uracil,NA,NA,NA,NA,NA,NA,NA
3455,220302_Std_4uMStdsMix2InH2O_1,Uracil,3.85,231546304,0,13520039,-3.1,NA,231546304
3456,220302_Std_4uMStdsMix2InH2O_2,Uracil,3.8,327273568,0,17001670,-3.4,NA,327273568
3457,220302_Std_4uMStdsMix2InMatrix_1,Uracil,3.85,245380656,1589672,15535614,-3,NA,245380656
3458,220302_Std_4uMStdsMix2InMatrix_2,Uracil,3.85,198916000,0,11430785,-3.1,NA,198916000
3459,220302_Std_H2OinMatrix_1,Uracil,4.03,686335,0,241287,-1.4,blank_flag,NA
3460,220302_Std_H2OinMatrix_2,Uracil,3.79,0,0,0,NA,"areamin_flag, blank_flag",NA
3461,220302_Poo_TruePooBacteria_Full1,Uracil,3.77,6158922,0,280852,-2.8,blank_flag,NA
3462,220302_Poo_TruePooBacteria_Full2,Uracil,4,4809723,0,270225,-2.8,blank_flag,NA
3463,220302_Poo_TruePooBacteria_Full3,Uracil,3.93,307028,0,165216,-2,blank_flag,NA
3464,220302_Poo_TruePooBacteria_Half1,Uracil,3.93,4769507,0,248686,-2.8,blank_flag,NA
3465,220302_Poo_TruePooBacteria_Half2,Uracil,4,754791,0,167874,-2.1,blank_flag,NA
3466,220302_Poo_TruePooBacteria_Half3,Uracil,3.9,707810,0,454236,-1.9,blank_flag,NA
3467,220302_Smp_MQBlk1_A,Uracil,3.85,1358923,1728153,179065,-3.3,"sn_flag, blank_flag",NA
3468,220302_Smp_MQBlk1_B,Uracil,3.85,1792048,3381089,272547,-3.4,"sn_flag, blank_flag",NA
3469,220302_Smp_MQBlk1_C,Uracil,3.87,4941583,0,257282,-2.7,blank_flag,NA
3470,220302_Smp_MQBlk2_A,Uracil,3.83,7933044,0,482929,-2.5,blank_flag,NA
3471,220302_Smp_MQBlk2_B,Uracil,3.75,4646417,0,346111,-3.2,blank_flag,NA
3472,220302_Smp_MQBlk2_C,Uracil,3.76,6397264,0,362502,-3.3,blank_flag,NA
3473,220302_Smp_MQBlk3_A,Uracil,4.19,1949938,0,430583,-2.2,blank_flag,NA
3474,220302_Smp_MQBlk3_B,Uracil,3.88,3593151,0,394536,-1.8,blank_flag,NA
3475,220302_Smp_MQBlk3_C,Uracil,3.76,3015410,0,418800,-1.8,blank_flag,NA
3476,220302_Smp_SupernatBlk_1,Uracil,3.91,8271111,0,440486,-3,blank_flag,NA
3477,220302_Smp_SupernatBlk_2,Uracil,3.96,5016465,0,423433,-2.7,blank_flag,NA
3478,220302_Smp_SupernatBlk_3,Uracil,3.81,4027603,0,291139,-2.3,blank_flag,NA
3479,220302_Smp_SWBlk_1,Uracil,3.77,2058171,2054418,140217,-2.2,"sn_flag, blank_flag",NA
3480,220302_Smp_SWBlk_2,Uracil,3.77,5346818,0,348935,-2.5,blank_flag,NA
3481,220302_Smp_SWBlk_3,Uracil,3.88,4746888,0,305627,-3,blank_flag,NA
3482,220302_Smp_OBi1_1,Uracil,4.07,3682151,0,277772,-2.1,blank_flag,NA
3483,220302_Smp_OBi1_2,Uracil,3.8,6546053,0,557656,-2.4,blank_flag,NA
3484,220302_Smp_OBi1_3,Uracil,3.93,3559215,0,469248,-2.1,blank_flag,NA
3485,220302_Smp_OBi1_4,Uracil,3.66,3972202,0,260692,-2.2,blank_flag,NA
3486,220302_Smp_OBi1_5,Uracil,3.86,7084621,0,290099,-2,blank_flag,NA
3487,220302_Smp_OBi1_6,Uracil,3.88,4036908,0,259179,-2.1,blank_flag,NA
3488,220302_Smp_OBi1_7,Uracil,3.82,1348445,0,312210,-2,blank_flag,NA
3489,220302_Smp_OBi1_8,Uracil,3.73,9104795,0,571166,-3.6,blank_flag,NA
3490,220302_Smp_OBi1_9,Uracil,3.61,6020396,0,287986,-2.3,blank_flag,NA
3491,220302_Smp_OBi1small_1,Uracil,3.86,7743818,0,337176,-2.3,blank_flag,NA
3492,220302_Smp_OBi1small_2,Uracil,3.77,8365585,0,474203,-2.7,blank_flag,NA
3493,220302_Smp_OBi1small_3,Uracil,3.82,7893441,0,310779,-2.9,blank_flag,NA
3494,220302_Smp_OBi1small_4,Uracil,4.01,963311,0,312646,-0.5,blank_flag,NA
3495,220302_Smp_RWi2_1,Uracil,3.82,4504514,0,371897,-2.6,blank_flag,NA
3496,220302_Smp_RWi2_2,Uracil,3.56,3563007,200175,307202,-2.4,blank_flag,NA
3497,220302_Smp_RWi2_3,Uracil,3.8,4597223,0,414380,-2.8,blank_flag,NA
3498,220302_Smp_RWi2_4,Uracil,3.79,7634355,0,350509,-2.3,blank_flag,NA
3499,220302_Smp_RWi2_5,Uracil,3.86,5828426,0,393362,-3,blank_flag,NA
3500,220302_Smp_RWi2_6,Uracil,3.78,3967193,0,297230,-2.8,blank_flag,NA
3501,220302_Std_4uMStdsMix1InH2O_1,Uridine,NA,NA,NA,NA,NA,NA,NA
3502,220302_Std_4uMStdsMix1InH2O_2,Uridine,NA,NA,NA,NA,NA,NA,NA
3503,220302_Std_4uMStdsMix1InMatrix_1,Uridine,NA,NA,NA,NA,NA,NA,NA
3504,220302_Std_4uMStdsMix1InMatrix_2,Uridine,NA,NA,NA,NA,NA,NA,NA
3505,220302_Std_4uMStdsMix2InH2O_1,Uridine,5.68,166687328,0,6765253,1.3,NA,166687328
3506,220302_Std_4uMStdsMix2InH2O_2,Uridine,5.75,200426592,0,7373448,2.5,NA,200426592
3507,220302_Std_4uMStdsMix2InMatrix_1,Uridine,5.74,243928064,0,10317987,1.5,NA,243928064
3508,220302_Std_4uMStdsMix2InMatrix_2,Uridine,5.8,424797312,0,16262613,2.5,NA,424797312
3509,220302_Std_H2OinMatrix_1,Uridine,NA,NA,NA,NA,NA,NA,NA
3510,220302_Std_H2OinMatrix_2,Uridine,NA,NA,NA,NA,NA,NA,NA
3511,220302_Poo_TruePooBacteria_Full1,Uridine,NA,NA,NA,NA,NA,NA,NA
3512,220302_Poo_TruePooBacteria_Full2,Uridine,NA,NA,NA,NA,NA,NA,NA
3513,220302_Poo_TruePooBacteria_Full3,Uridine,NA,NA,NA,NA,NA,NA,NA
3514,220302_Poo_TruePooBacteria_Half1,Uridine,NA,NA,NA,NA,NA,NA,NA
3515,220302_Poo_TruePooBacteria_Half2,Uridine,5.6,79683,0,42907,-4.8,NA,79683
3516,220302_Poo_TruePooBacteria_Half3,Uridine,NA,NA,NA,NA,NA,NA,NA
3517,220302_Smp_MQBlk1_A,Uridine,NA,NA,NA,NA,NA,NA,NA
3518,220302_Smp_MQBlk1_B,Uridine,NA,NA,NA,NA,NA,NA,NA
3519,220302_Smp_MQBlk1_C,Uridine,NA,NA,NA,NA,NA,NA,NA
3520,220302_Smp_MQBlk2_A,Uridine,NA,NA,NA,NA,NA,NA,NA
3521,220302_Smp_MQBlk2_B,Uridine,NA,NA,NA,NA,NA,NA,NA
3522,220302_Smp_MQBlk2_C,Uridine,NA,NA,NA,NA,NA,NA,NA
3523,220302_Smp_MQBlk3_A,Uridine,NA,NA,NA,NA,NA,NA,NA
3524,220302_Smp_MQBlk3_B,Uridine,NA,NA,NA,NA,NA,NA,NA
3525,220302_Smp_MQBlk3_C,Uridine,NA,NA,NA,NA,NA,NA,NA
3526,220302_Smp_SupernatBlk_1,Uridine,NA,NA,NA,NA,NA,NA,NA
3527,220302_Smp_SupernatBlk_2,Uridine,NA,NA,NA,NA,NA,NA,NA
3528,220302_Smp_SupernatBlk_3,Uridine,NA,NA,NA,NA,NA,NA,NA
3529,220302_Smp_SWBlk_1,Uridine,NA,NA,NA,NA,NA,NA,NA
3530,220302_Smp_SWBlk_2,Uridine,NA,NA,NA,NA,NA,NA,NA
3531,220302_Smp_SWBlk_3,Uridine,NA,NA,NA,NA,NA,NA,NA
3532,220302_Smp_OBi1_1,Uridine,NA,NA,NA,NA,NA,NA,NA
3533,220302_Smp_OBi1_2,Uridine,NA,NA,NA,NA,NA,NA,NA
3534,220302_Smp_OBi1_3,Uridine,NA,NA,NA,NA,NA,NA,NA
3535,220302_Smp_OBi1_4,Uridine,NA,NA,NA,NA,NA,NA,NA
3536,220302_Smp_OBi1_5,Uridine,NA,NA,NA,NA,NA,NA,NA
3537,220302_Smp_OBi1_6,Uridine,NA,NA,NA,NA,NA,NA,NA
3538,220302_Smp_OBi1_7,Uridine,NA,NA,NA,NA,NA,NA,NA
3539,220302_Smp_OBi1_8,Uridine,NA,NA,NA,NA,NA,NA,NA
3540,220302_Smp_OBi1_9,Uridine,NA,NA,NA,NA,NA,NA,NA
3541,220302_Smp_OBi1small_1,Uridine,NA,NA,NA,NA,NA,NA,NA
3542,220302_Smp_OBi1small_2,Uridine,NA,NA,NA,NA,NA,NA,NA
3543,220302_Smp_OBi1small_3,Uridine,NA,NA,NA,NA,NA,NA,NA
3544,220302_Smp_OBi1small_4,Uridine,5.3,128680,0,124602,3.8,NA,128680
3545,220302_Smp_RWi2_1,Uridine,NA,NA,NA,NA,NA,NA,NA
3546,220302_Smp_RWi2_2,Uridine,NA,NA,NA,NA,NA,NA,NA
3547,220302_Smp_RWi2_3,Uridine,NA,NA,NA,NA,NA,NA,NA
3548,220302_Smp_RWi2_4,Uridine,NA,NA,NA,NA,NA,NA,NA
3549,220302_Smp_RWi2_5,Uridine,5.76,122769,0,86221,7.3,"ppm_flag,",NA
3550,220302_Smp_RWi2_6,Uridine,NA,NA,NA,NA,NA,NA,NA
3551,220302_Std_4uMStdsMix1InH2O_1,Allantoin,9.79,65715976,0,4081054,-1.6,NA,65715976
3552,220302_Std_4uMStdsMix1InH2O_2,Allantoin,9.59,47613720,0,2721716,-0.7,NA,47613720
3553,220302_Std_4uMStdsMix1InMatrix_1,Allantoin,9.81,65007212,0,4072745,-1.4,NA,65007212
3554,220302_Std_4uMStdsMix1InMatrix_2,Allantoin,9.67,49585948,0,3269449,-0.5,NA,49585948
3555,220302_Std_4uMStdsMix2InH2O_1,Allantoin,NA,NA,NA,NA,NA,NA,NA
3556,220302_Std_4uMStdsMix2InH2O_2,Allantoin,NA,NA,NA,NA,NA,NA,NA
3557,220302_Std_4uMStdsMix2InMatrix_1,Allantoin,NA,NA,NA,NA,NA,NA,NA
3558,220302_Std_4uMStdsMix2InMatrix_2,Allantoin,NA,NA,NA,NA,NA,NA,NA
3559,220302_Std_H2OinMatrix_1,Allantoin,NA,NA,NA,NA,NA,NA,NA
3560,220302_Std_H2OinMatrix_2,Allantoin,NA,NA,NA,NA,NA,NA,NA
3561,220302_Poo_TruePooBacteria_Full1,Allantoin,10.21,142730,0,107337,0.6,NA,142730
3562,220302_Poo_TruePooBacteria_Full2,Allantoin,NA,NA,NA,NA,NA,NA,NA
3563,220302_Poo_TruePooBacteria_Full3,Allantoin,8.73,134700,0,117063,0.5,NA,134700
3564,220302_Poo_TruePooBacteria_Half1,Allantoin,NA,NA,NA,NA,NA,NA,NA
3565,220302_Poo_TruePooBacteria_Half2,Allantoin,NA,NA,NA,NA,NA,NA,NA
3566,220302_Poo_TruePooBacteria_Half3,Allantoin,NA,NA,NA,NA,NA,NA,NA
3567,220302_Smp_MQBlk1_A,Allantoin,NA,NA,NA,NA,NA,NA,NA
3568,220302_Smp_MQBlk1_B,Allantoin,NA,NA,NA,NA,NA,NA,NA
3569,220302_Smp_MQBlk1_C,Allantoin,NA,NA,NA,NA,NA,NA,NA
3570,220302_Smp_MQBlk2_A,Allantoin,NA,NA,NA,NA,NA,NA,NA
3571,220302_Smp_MQBlk2_B,Allantoin,NA,NA,NA,NA,NA,NA,NA
3572,220302_Smp_MQBlk2_C,Allantoin,NA,NA,NA,NA,NA,NA,NA
3573,220302_Smp_MQBlk3_A,Allantoin,NA,NA,NA,NA,NA,NA,NA
3574,220302_Smp_MQBlk3_B,Allantoin,NA,NA,NA,NA,NA,NA,NA
3575,220302_Smp_MQBlk3_C,Allantoin,NA,NA,NA,NA,NA,NA,NA
3576,220302_Smp_SupernatBlk_1,Allantoin,NA,NA,NA,NA,NA,NA,NA
3577,220302_Smp_SupernatBlk_2,Allantoin,NA,NA,NA,NA,NA,NA,NA
3578,220302_Smp_SupernatBlk_3,Allantoin,NA,NA,NA,NA,NA,NA,NA
3579,220302_Smp_SWBlk_1,Allantoin,NA,NA,NA,NA,NA,NA,NA
3580,220302_Smp_SWBlk_2,Allantoin,NA,NA,NA,NA,NA,NA,NA
3581,220302_Smp_SWBlk_3,Allantoin,9.41,41127,0,37135,1.4,NA,41127
3582,220302_Smp_OBi1_1,Allantoin,NA,NA,NA,NA,NA,NA,NA
3583,220302_Smp_OBi1_2,Allantoin,NA,NA,NA,NA,NA,NA,NA
3584,220302_Smp_OBi1_3,Allantoin,NA,NA,NA,NA,NA,NA,NA
3585,220302_Smp_OBi1_4,Allantoin,8.65,75897,0,80801,-0.1,NA,75897
3586,220302_Smp_OBi1_5,Allantoin,NA,NA,NA,NA,NA,NA,NA
3587,220302_Smp_OBi1_6,Allantoin,NA,NA,NA,NA,NA,NA,NA
3588,220302_Smp_OBi1_7,Allantoin,NA,NA,NA,NA,NA,NA,NA
3589,220302_Smp_OBi1_8,Allantoin,NA,NA,NA,NA,NA,NA,NA
3590,220302_Smp_OBi1_9,Allantoin,NA,NA,NA,NA,NA,NA,NA
3591,220302_Smp_OBi1small_1,Allantoin,NA,NA,NA,NA,NA,NA,NA
3592,220302_Smp_OBi1small_2,Allantoin,NA,NA,NA,NA,NA,NA,NA
3593,220302_Smp_OBi1small_3,Allantoin,NA,NA,NA,NA,NA,NA,NA
3594,220302_Smp_OBi1small_4,Allantoin,NA,NA,NA,NA,NA,NA,NA
3595,220302_Smp_RWi2_1,Allantoin,NA,NA,NA,NA,NA,NA,NA
3596,220302_Smp_RWi2_2,Allantoin,NA,NA,NA,NA,NA,NA,NA
3597,220302_Smp_RWi2_3,Allantoin,NA,NA,NA,NA,NA,NA,NA
3598,220302_Smp_RWi2_4,Allantoin,NA,NA,NA,NA,NA,NA,NA
3599,220302_Smp_RWi2_5,Allantoin,NA,NA,NA,NA,NA,NA,NA
3600,220302_Smp_RWi2_6,Allantoin,NA,NA,NA,NA,NA,NA,NA
3601,220302_Std_4uMStdsMix1InH2O_1,"3-Sulfolactate, 13C3",NA,NA,NA,NA,NA,NA,NA
3602,220302_Std_4uMStdsMix1InH2O_2,"3-Sulfolactate, 13C3",NA,NA,NA,NA,NA,NA,NA
3603,220302_Std_4uMStdsMix1InMatrix_1,"3-Sulfolactate, 13C3",NA,NA,NA,NA,NA,NA,NA
3604,220302_Std_4uMStdsMix1InMatrix_2,"3-Sulfolactate, 13C3",NA,NA,NA,NA,NA,NA,NA
3605,220302_Std_4uMStdsMix2InH2O_1,"3-Sulfolactate, 13C3",NA,NA,NA,NA,NA,NA,NA
