assembly,core.catab.path
GCF_018219415.1,No
GCF_018219435.1,No
GCF_018219455.1,No
GCF_018219815.1,No
GCF_018224015.1,No
GCF_018282095.1,No
GCF_018326105.1,Yes
GCF_018333155.1,Yes
GCF_018340035.1,No
GCF_018416035.1,No
GCF_018440415.1,No
GCF_018440435.1,No
GCF_018440485.1,No
GCF_018440505.1,No
GCF_018440525.1,No
GCF_018440535.1,No
GCF_018440545.1,No
GCF_018440585.1,No
GCF_018448495.1,Yes
GCF_018448785.1,No
GCF_018457175.1,No
GCF_018457365.1,Yes
GCF_018457385.1,Yes
GCF_018457405.1,Yes
GCF_018457415.1,No
GCF_018457425.1,Yes
GCF_018457465.1,No
GCF_018457485.1,No
GCF_018457505.1,Yes
GCF_018457525.1,Yes
GCF_018457545.1,No
GCF_018457565.1,No
GCF_018457585.1,Yes
GCF_018457595.1,No
GCF_018457625.1,Yes
GCF_018457635.1,No
GCF_018457665.1,Yes
GCF_018457685.1,No
GCF_018457705.1,No
GCF_018457725.1,Yes
GCF_018457745.1,Yes
GCF_018457755.1,Yes
GCF_018457785.1,Yes
GCF_018457805.1,Yes
GCF_018457825.1,Yes
GCF_018457845.1,Yes
GCF_018457855.1,No
GCF_018457885.1,Yes
GCF_018457905.1,Yes
GCF_018457925.1,Yes
GCF_018457935.1,No
GCF_018457965.1,Yes
GCF_018457985.1,No
GCF_018458005.1,Yes
GCF_018458025.1,No
GCF_018458035.1,No
GCF_018458065.1,Yes
GCF_018458085.1,Yes
GCF_018458105.1,No
GCF_018458125.1,No
GCF_018458145.1,No
GCF_018458165.1,No
GCF_018458185.1,Yes
GCF_018458205.1,No
GCF_018458215.1,Yes
GCF_018458225.1,No
GCF_018458265.1,No
GCF_018458285.1,Yes
GCF_018458305.1,No
GCF_018458325.1,No
GCF_018458345.1,Yes
GCF_018458355.1,No
GCF_018458385.1,Yes
GCF_018458405.1,Yes
GCF_018458425.1,Yes
GCF_018458445.1,No
GCF_018458465.1,Yes
GCF_018458485.1,Yes
GCF_018458505.1,Yes
GCF_018458525.1,Yes
GCF_018458545.1,Yes
GCF_018458565.1,No
GCF_018458585.1,No
GCF_018458595.1,No
GCF_018458625.1,No
GCF_018458635.1,No
GCF_018458665.1,No
GCF_018458675.1,No
GCF_018458705.1,No
GCF_018555685.1,Yes
GCF_018599245.1,Yes
GCF_018607375.1,No
GCF_018619345.1,No
GCF_018668795.1,Yes
GCF_018678055.1,No
GCF_018704125.1,No
GCF_018729395.1,No
GCF_018779775.1,Yes
GCF_018779785.1,Yes
GCF_018779825.1,Yes
GCF_018779845.1,Yes
GCF_018779865.1,Yes
GCF_018779875.1,Yes
GCF_018779895.1,Yes
GCF_018779915.1,Yes
GCF_018831165.1,Yes
GCF_018860305.1,Yes
GCF_018860315.1,Yes
GCF_018860405.1,No
GCF_018860525.1,Yes
GCF_018860885.1,Yes
GCF_018860975.1,Yes
GCF_018862045.1,Yes
GCF_018919485.1,Yes
GCF_018972145.1,No
GCF_019038355.1,No
GCF_019091085.1,Yes
GCF_019104745.1,No
GCF_019137595.1,No
GCF_019137605.1,No
GCF_019137625.1,No
GCF_019137645.1,No
GCF_019137655.1,No
GCF_019137695.1,No
GCF_019137705.1,No
GCF_019137735.1,No
GCF_019139795.1,Yes
GCF_019192725.1,No
GCF_019209835.1,Yes
GCF_019219145.1,No
GCF_019219205.1,Yes
GCF_019297855.1,No
GCF_019350925.1,Yes
GCF_019355435.1,No
GCF_019392245.1,No
GCF_019392295.1,No
GCF_019457885.1,No
GCF_019599045.1,Yes
GCF_019599505.1,No
GCF_019685535.1,No
GCF_019691255.1,Yes
GCF_019748455.1,No
GCF_019779965.1,No
GCF_019793245.1,No
GCF_019795155.1,Yes
GCF_019800625.1,Yes
GCF_019800715.1,No
GCF_019801065.1,Yes
GCF_019801145.1,Yes
GCF_019801155.1,Yes
GCF_019801245.1,Yes
GCF_019801275.1,Yes
GCF_019801465.1,Yes
GCF_019801785.1,Yes
GCF_019801945.1,Yes
GCF_019802175.1,No
GCF_019846195.1,Yes
GCF_019846235.1,Yes
GCF_019846405.1,No
GCF_019846825.1,Yes
GCF_019904195.1,Yes
GCF_019955775.1,No
GCF_019955795.1,No
GCF_019956305.1,No
GCF_019956575.1,No
GCF_019966515.1,Yes
GCF_019977755.1,Yes
GCF_019977775.1,Yes
GCF_019977795.1,Yes
GCF_019977815.1,Yes
GCF_019977835.1,Yes
GCF_020055675.1,No
GCF_020141465.1,Yes
GCF_020151015.1,No
GCF_020164735.1,No
GCF_020164965.1,No
GCF_020165015.1,No
GCF_020165035.1,No
GCF_020165055.1,No
GCF_020165095.1,No
GCF_020165105.1,No
GCF_020165135.1,No
GCF_020165155.1,No
GCF_020165175.1,No
GCF_020165255.1,No
GCF_020165275.1,No
GCF_020165285.1,No
GCF_020165615.1,No
GCF_020171225.1,Yes
GCF_020171305.1,Yes
GCF_020171505.1,Yes
GCF_020177575.1,No
GCF_020223605.1,Yes
GCF_020223655.1,No
GCF_020223695.1,No
GCF_020223715.1,Yes
GCF_020223735.1,Yes
GCF_020223755.1,Yes
GCF_020223855.1,No
GCF_020223915.1,Yes
GCF_020223935.1,No
GCF_020223945.1,No
GCF_020223975.1,Yes
GCF_020295325.1,Yes
GCF_020422905.1,Yes
GCF_020514995.1,Yes
GCF_020520285.1,No
GCF_020524465.1,Yes
GCF_020524825.1,Yes
GCF_020532775.1,No
GCF_020535545.1,Yes
GCF_020539555.1,No
GCF_020539585.1,No
GCF_020622265.1,Yes
GCF_020627745.1,No
GCF_020686745.1,No
GCF_020740875.1,No
GCF_020740925.1,No
GCF_020740955.1,No
GCF_020782055.1,No
GCF_020806125.1,No
GCF_020806135.1,Yes
GCF_020806165.1,No
GCF_020806175.1,No
GCF_020806205.1,No
GCF_020806225.1,No
GCF_020806245.1,No
GCF_020806255.1,No
GCF_020806295.1,No
GCF_020806305.1,No
GCF_020806315.1,No
GCF_020806365.1,No
GCF_020806385.1,Yes
GCF_020859525.1,No
GCF_020892135.1,No
GCF_020911845.1,Yes
GCF_020966405.1,No
GCF_021021495.1,No
GCF_021236585.1,Yes
GCF_021236625.1,Yes
GCF_021236645.1,Yes
GCF_021236655.1,Yes
GCF_021236685.1,Yes
GCF_021236705.1,Yes
GCF_021236725.1,Yes
GCF_021236745.1,Yes
GCF_021237025.1,Yes
GCF_021237045.1,No
GCF_021246005.1,No
GCF_021282365.1,No
GCF_021282425.1,No
GCF_021282505.1,No
GCF_021282585.1,No
GCF_021282605.1,No
GCF_021282685.1,No
GCF_021282705.1,Yes
GCF_021282805.1,Yes
GCF_021282925.1,No
GCF_021282945.1,Yes
GCF_021282955.1,No
GCF_021283035.1,No
GCF_021283195.1,Yes
GCF_021283425.1,No
GCF_021283435.1,No
GCF_021283485.1,No
GCF_021283515.1,No
GCF_021284645.1,No
GCF_021284705.1,No
GCF_021284725.1,No
GCF_021322875.1,No
GCF_021397475.1,No
GCF_021397735.1,No
GCF_021398215.1,No
GCF_021404545.1,Yes
GCF_021440175.1,No
GCF_021440305.1,Yes
GCF_021441435.1,Yes
GCF_021460775.1,Yes
GCF_021504545.1,Yes
GCF_021504615.1,Yes
GCF_021504635.1,Yes
GCF_021513135.1,No
GCF_021556615.1,No
GCF_021568915.1,Yes
GCF_021601765.1,No
GCF_021602445.1,No
GCF_021602585.1,No
GCF_021602605.1,No
GCF_021654205.1,Yes
GCF_021654215.1,No
GCF_021725735.1,No
GCF_021727995.1,Yes
GCF_021728015.1,No
GCF_021728075.1,No
GCF_021728155.1,Yes
GCF_021728175.1,No
GCF_021728355.1,No
GCF_021728395.1,No
GCF_021735945.1,Yes
GCF_021736025.1,Yes
GCF_021890375.1,No
GCF_022097175.1,Yes
GCF_022129225.1,No
GCF_022129265.1,No
GCF_022129275.1,No
GCF_022129285.1,No
GCF_022129405.1,No
GCF_022132145.1,Yes
GCF_022179845.1,Yes
GCF_022179885.1,Yes
GCF_022288885.1,No
GCF_022288955.1,No
GCF_022288995.1,No
GCF_022289055.1,No
GCF_022289565.1,Yes
GCF_022289615.1,Yes
GCF_022289695.1,No
GCF_022289715.1,No
GCF_022289755.1,Yes
GCF_022289815.1,Yes
GCF_022289855.1,No
GCF_022290765.1,No
GCF_022321465.1,No
GCF_022343085.1,No
GCF_022343105.1,Yes
GCF_022343125.1,Yes
GCF_022343145.1,Yes
GCF_022343165.1,No
GCF_022347625.1,No
GCF_022347645.1,No
GCF_022347725.1,Yes
GCF_022347985.1,Yes
GCF_022348185.1,No
GCF_022348205.1,Yes
GCF_022371215.1,No
GCF_022395435.1,No
GCF_022395475.1,Yes
GCF_022397515.1,No
GCF_022397535.1,No
GCF_022397555.1,Yes
GCF_022397595.1,No
GCF_022397655.1,No
GCF_022397675.1,No
GCF_022397715.1,No
GCF_022397755.1,No
GCF_022397775.1,No
GCF_022397795.1,No
GCF_022397815.1,No
GCF_022397835.1,No
GCF_022397855.1,No
GCF_022397875.1,Yes
GCF_022397895.1,No
GCF_022397915.1,No
GCF_022397925.1,No
GCF_022397955.1,No
GCF_022397975.1,No
GCF_022398015.1,No
GCF_022398055.1,No
GCF_022398095.1,No
GCF_022398115.1,No
GCF_022398135.1,No
GCF_022398155.1,No
GCF_022398175.1,No
GCF_022398185.1,No
GCF_022398215.1,No
GCF_022398225.1,No
GCF_022398255.1,No
GCF_022398275.1,Yes
GCF_022398375.1,Yes
GCF_022426925.1,No
GCF_022432925.1,No
GCF_022453845.1,No
GCF_022496645.1,Yes
GCF_022496665.1,Yes
GCF_022565775.1,Yes
GCF_022603315.1,No
GCF_022603375.1,No
GCF_022603415.1,No
GCF_022627985.1,No
GCF_022627995.1,No
GCF_022678625.1,Yes
GCF_022760795.1,No
GCF_022763195.1,Yes
GCF_022763405.1,No
GCF_022808245.1,No
GCF_022814865.1,Yes
GCF_022825805.1,Yes
GCF_022968875.1,Yes
GCF_022969075.1,No
GCF_022976575.1,No
GCF_023015645.1,No
GCF_023015695.1,Yes
GCF_023015725.1,No
GCF_023016045.1,No
GCF_023016155.1,Yes
GCF_023016805.1,Yes
GCF_023094145.1,No
GCF_023156385.1,Yes
GCF_023161645.1,No
GCF_023161685.1,No
GCF_023161695.1,No
GCF_023161725.1,No
GCF_023161755.1,No
GCF_023161825.1,Yes
GCF_023169605.1,Yes
GCF_023195695.1,Yes
GCF_023206015.1,No
GCF_023206775.1,Yes
GCF_023218105.1,Yes
GCF_023273765.1,No
GCF_023277445.1,No
GCF_023311875.1,Yes
GCF_023311915.1,Yes
GCF_023314135.1,Yes
GCF_023502395.1,Yes
GCF_023554995.1,No
GCF_023555005.1,No
GCF_023555055.1,Yes
GCF_023558335.1,Yes
GCF_023558355.1,Yes
GCF_023572415.1,No
GCF_023614155.1,No
GCF_023631325.1,No
GCF_023631425.1,No
GCF_023634655.1,Yes
GCF_023650915.1,No
GCF_023702215.1,No
GCF_023716525.1,Yes
GCF_023716545.1,No
GCF_023716605.1,No
GCF_023716625.1,No
GCF_023716645.1,No
GCF_023716705.1,No
GCF_023716845.1,No
GCF_023721055.1,No
GCF_023746535.1,No
GCF_023746615.1,Yes
GCF_023896995.1,No
GCF_023954895.1,Yes
GCF_024124525.1,Yes
GCF_024124585.1,No
GCF_024124625.1,No
GCF_024125675.1,No
GCF_024126715.1,No
GCF_024127415.1,No
GCF_024127895.1,No
GCF_024127915.1,No
GCF_024127975.1,No
GCF_024128115.1,No
GCF_024128135.1,No
GCF_024128175.1,No
GCF_024128195.1,No
GCF_024128315.1,No
GCF_024159025.1,Yes
GCF_024170285.1,No
GCF_024181785.1,No
GCF_024181795.1,No
GCF_024181835.1,No
GCF_024181865.1,Yes
GCF_024181905.1,No
GCF_024181935.1,No
GCF_024189295.1,No
GCF_024267655.1,No
GCF_024305165.1,No
GCF_024305425.1,No
GCF_024331145.1,Yes
GCF_024346675.1,No
GCF_024346715.1,No
GCF_024347015.1,Yes
GCF_024347295.1,No
GCF_024347335.1,No
GCF_024347355.1,No
GCF_024347375.1,No
GCF_024347395.1,Yes
GCF_024347415.1,No
GCF_024347455.1,No
GCF_024347475.1,No
GCF_024347495.1,Yes
GCF_024347555.1,No
GCF_024347655.1,No
GCF_024357955.1,No
GCF_024362845.1,No
GCF_024384505.1,No
GCF_024384515.1,No
GCF_024384585.1,No
GCF_024384605.1,No
GCF_024435075.2,Yes
GCF_024442155.1,No
GCF_024442175.1,No
GCF_024442195.1,No
GCF_024442215.1,No
GCF_024442235.1,No
GCF_024449095.1,No
GCF_024508015.1,Yes
GCF_024509055.1,Yes
GCF_024518815.1,No
GCF_024519675.1,No
GCF_024520415.1,Yes
GCF_024520535.1,Yes
GCF_024520555.1,Yes
GCF_024520575.1,Yes
GCF_024520595.1,Yes
GCF_024520615.1,Yes
GCF_024520625.1,Yes
GCF_024520645.1,Yes
GCF_024520695.1,No
GCF_024530995.1,No
GCF_024531115.1,No
GCF_024531135.1,No
GCF_024531155.1,No
GCF_024531195.1,Yes
GCF_024531205.1,Yes
GCF_024531215.1,No
GCF_024531295.1,No
GCF_024531375.1,No
GCF_024581015.1,Yes
GCF_024628725.1,Yes
GCF_024662275.1,No
GCF_024662295.1,No
GCF_024662315.1,No
GCF_024662335.1,No
GCF_024662355.1,No
GCF_024686145.1,No
GCF_024704725.1,No
GCF_024723515.1,No
GCF_024723575.1,No
GCF_024723595.1,No
GCF_024723605.1,No
GCF_024723635.1,No
GCF_024723675.1,No
GCF_024743515.1,No
GCF_024743565.1,No
GCF_024743595.1,No
GCF_024743655.1,Yes
GCF_024743675.1,No
GCF_024743715.1,No
GCF_024743735.1,No
GCF_024743745.1,Yes
GCF_024743795.1,Yes
GCF_024743805.1,No
GCF_024743835.1,No
GCF_024743855.1,No
GCF_024743875.1,No
GCF_024743895.1,No
GCF_024743915.1,No
GCF_024743935.1,No
GCF_024743955.1,Yes
GCF_024743975.1,Yes
GCF_024743995.1,No
GCF_024744015.1,No
GCF_024744025.1,Yes
GCF_024744055.1,No
GCF_024744075.1,No
GCF_024744095.1,No
GCF_024744105.1,No
GCF_024744135.1,No
GCF_024744155.1,No
GCF_024744215.1,No
GCF_024744235.1,Yes
GCF_024744255.1,No
GCF_024744275.1,No
GCF_024744285.1,Yes
GCF_024744305.1,No
GCF_024744335.1,No
GCF_024744355.1,No
GCF_024744395.1,Yes
GCF_024744415.1,No
GCF_024744435.1,No
GCF_024744455.1,Yes
GCF_024744475.1,Yes
GCF_024744495.1,Yes
GCF_024744515.1,No
GCF_024744545.1,Yes
GCF_024744575.1,Yes
GCF_024744595.1,Yes
GCF_024744615.1,No
GCF_024744635.1,Yes
GCF_024744645.1,Yes
GCF_024744655.1,Yes
GCF_024744695.1,No
GCF_024744715.1,No
GCF_024744735.1,No
GCF_024744755.1,No
GCF_024744775.1,No
GCF_024744795.1,No
GCF_024744815.1,Yes
GCF_024744835.1,Yes
GCF_024744845.1,No
GCF_024744855.1,Yes
GCF_024744895.1,No
GCF_024744915.1,No
GCF_024744935.1,Yes
GCF_024744965.1,No
GCF_024745675.1,No
GCF_024745815.1,No
GCF_024745855.1,Yes
GCF_024746015.1,Yes
GCF_024746045.1,No
GCF_024746095.1,Yes
GCF_024746155.1,No
GCF_024746195.1,No
GCF_024746235.1,No
GCF_024746245.1,No
GCF_024746275.1,No
GCF_024746315.1,No
GCF_024746375.1,No
GCF_024746395.1,Yes
GCF_024746585.1,No
GCF_024746615.1,No
GCF_024746635.1,No
GCF_024746715.1,No
GCF_024746755.1,Yes
GCF_024746905.1,Yes
GCF_024746935.1,No
GCF_024746995.1,Yes
GCF_024747005.1,Yes
GCF_024747015.1,No
GCF_024747025.1,Yes
GCF_024747075.1,No
GCF_024747095.1,No
GCF_024747155.1,Yes
GCF_024747175.1,No
GCF_024747195.1,Yes
GCF_024747235.1,No
GCF_024747245.1,Yes
GCF_024747295.1,No
GCF_024747315.1,No
GCF_024747325.1,Yes
GCF_024747355.1,No
GCF_024747375.1,No
GCF_024747395.1,Yes
GCF_024747415.1,No
GCF_024747445.1,Yes
GCF_024747455.1,Yes
GCF_024747495.1,No
GCF_024747505.1,No
GCF_024747535.1,Yes
GCF_024747555.1,Yes
GCF_024747575.1,No
GCF_024747595.1,Yes
GCF_024747615.1,Yes
GCF_024747635.1,No
GCF_024747645.1,Yes
GCF_024747675.1,No
GCF_024747695.1,No
GCF_024747715.1,No
GCF_024747735.1,Yes
GCF_024747745.1,Yes
GCF_024747815.1,Yes
GCF_024747835.1,No
GCF_024747845.1,No
GCF_024747875.1,No
GCF_024747885.1,No
GCF_024747905.1,No
GCF_024747935.1,No
GCF_024747945.1,No
GCF_024747975.1,Yes
GCF_024747995.1,No
GCF_024748015.1,No
GCF_024748035.1,No
GCF_024748045.1,No
GCF_024748065.1,Yes
GCF_024748095.1,Yes
GCF_024748115.1,No
GCF_024748135.1,No
GCF_024748155.1,No
GCF_024748195.1,No
GCF_024748225.1,No
GCF_024748235.1,No
GCF_024748275.1,No
GCF_024748295.1,No
GCF_024748315.1,No
GCF_024748335.1,No
GCF_024748355.1,No
GCF_024748375.1,Yes
GCF_024748395.1,No
GCF_024748435.1,No
GCF_024748455.1,No
GCF_024748475.1,No
GCF_024748495.1,No
GCF_024748515.1,No
GCF_024748775.1,No
GCF_024748945.1,No
GCF_024748965.1,No
GCF_024762065.1,No
GCF_024807695.1,Yes
GCF_024810175.1,No
GCF_024834045.1,No
GCF_024895295.1,No
GCF_024971855.1,Yes
GCF_024971935.1,No
GCF_025000125.1,Yes
GCF_025137635.1,Yes
GCF_025137775.1,Yes
GCF_025137935.1,Yes
GCF_025138055.1,Yes
GCF_025138255.1,Yes
GCF_025138375.1,Yes
GCF_025138535.1,Yes
GCF_025138695.1,Yes
GCF_025138865.1,Yes
GCF_025139025.1,No
GCF_025139165.1,Yes
GCF_025139345.1,Yes
GCF_025139485.1,Yes
GCF_025139665.1,Yes
GCF_025139835.1,Yes
GCF_025139955.1,Yes
GCF_025140155.1,Yes
GCF_025140295.1,Yes
GCF_025141175.1,Yes
GCF_025141525.1,Yes
GCF_025141855.1,Yes
GCF_025142455.1,Yes
GCF_025142595.1,Yes
GCF_025142675.1,Yes
GCF_025142695.1,Yes
GCF_025142715.1,Yes
GCF_025142735.1,Yes
GCF_025142755.1,Yes
GCF_025142775.1,Yes
GCF_025142795.1,No
GCF_025142815.1,Yes
GCF_025142835.1,Yes
GCF_025142855.1,Yes
GCF_025143105.1,Yes
GCF_025143215.1,Yes
GCF_025143325.1,Yes
GCF_025143405.1,Yes
GCF_025143505.1,Yes
GCF_025143665.1,Yes
GCF_025143985.1,No
GCF_025144335.1,No
GCF_025152225.1,No
GCF_025195005.1,No
GCF_025200695.1,No
GCF_025210255.1,Yes
GCF_025466065.1,No
GCF_025466085.1,Yes
GCF_025599415.1,No
GCF_025642195.1,Yes
GCF_025673445.1,No
GCF_025698965.1,No
GCF_025751435.1,Yes
GCF_025751515.1,Yes
GCF_025751555.1,No
GCF_025751575.1,No
GCF_025771295.1,No
GCF_025771745.1,No
GCF_025772425.1,No
GCF_025772765.1,No
GCF_025772785.1,No
GCF_025772985.1,No
GCF_025847205.1,Yes
GCF_025857195.1,Yes
GCF_025917725.1,No
GCF_025961475.1,Yes
GCF_025985505.1,No
GCF_026013545.1,Yes
GCF_026105005.1,No
GCF_026126045.1,No
GCF_026191655.1,No
GCF_026191675.1,No
GCF_026241005.1,Yes
GCF_026241035.1,Yes
GCF_026241055.1,Yes
GCF_026241065.1,Yes
GCF_026241105.1,No
GCF_026241515.1,No
GCF_026241525.1,No
GCF_026241575.1,No
GCF_026241895.1,Yes
GCF_026309355.1,Yes
GCF_026310445.1,No
GCF_026428315.1,No
GCF_026537465.1,No
GCF_026537485.1,No
GCF_026537675.1,No
GCF_026537745.1,No
GCF_026537805.1,No
GCF_026537815.1,No
GCF_026537985.1,No
GCF_026543605.1,No
GCF_026586645.1,Yes
GCF_026586725.1,Yes
GCF_026586755.1,No
GCF_026639315.1,No
GCF_026651645.1,No
GCF_026743115.1,No
GCF_026797995.1,Yes
GCF_026798015.1,Yes
GCF_026798035.1,No
GCF_026798045.1,Yes
GCF_026798095.1,No
GCF_026798135.1,Yes
GCF_026798155.1,Yes
GCF_026847595.1,No
GCF_026847605.1,No
GCF_026891095.1,Yes
GCF_026898155.1,No
GCF_026898475.1,No
GCF_026933185.1,No
GCF_026966905.1,Yes
GCF_026967435.1,Yes
GCF_027019125.1,No
GCF_027214025.1,Yes
GCF_027214205.1,Yes
GCF_027277545.1,No
GCF_027277705.1,No
GCF_027277785.1,No
GCF_027326525.1,Yes
GCF_027563465.1,No
GCF_027568395.1,No
GCF_027586975.1,No
GCF_027586995.1,Yes
GCF_027587015.1,No
GCF_027587055.1,No
GCF_027587075.1,No
GCF_027587095.1,No
GCF_027587135.1,No
GCF_027587155.1,No
GCF_027587375.1,No
GCF_027591785.1,Yes
GCF_027591895.1,No
GCF_027591915.1,No
GCF_027595085.1,Yes
GCF_027853795.1,No
GCF_027886605.1,No
GCF_027886645.1,No
GCF_027886665.1,No
GCF_027889715.1,Yes
GCF_027891095.1,No
GCF_027924725.1,No
GCF_027924785.1,Yes
GCF_027924845.1,Yes
GCF_027947445.1,Yes
GCF_027988105.1,Yes
GCF_028023675.1,Yes
GCF_028066395.1,Yes
GCF_028069665.1,No
GCF_028294495.1,Yes
GCF_028309885.1,No
GCF_028368855.1,Yes
GCF_028446565.1,No
GCF_028446605.1,No
GCF_028446645.1,No
GCF_028446665.1,No
GCF_028446685.1,No
GCF_028446705.1,No
GCF_028446725.1,No
GCF_028446745.1,No
GCF_028446755.1,No
GCF_028446765.1,No
GCF_028446805.1,No
GCF_028446825.1,No
GCF_028446845.1,No
GCF_028446865.1,No
GCF_028446885.1,No
GCF_028446905.1,No
GCF_028446925.1,No
GCF_028446945.1,No
GCF_028446965.1,No
GCF_028446985.1,No
GCF_028447005.1,No
GCF_028447025.1,No
GCF_028447045.1,No
GCF_028447065.1,No
GCF_028447085.1,No
GCF_028447095.1,No
GCF_028447125.1,No
GCF_028447135.1,No
GCF_028447165.1,No
GCF_028447185.1,No
GCF_028447205.1,No
GCF_028447225.1,No
GCF_028447235.1,No
GCF_028447245.1,No
GCF_028471945.1,Yes
GCF_028551295.1,No
GCF_028551315.1,No
GCF_028615055.1,No
GCF_028615335.1,No
GCF_028615475.1,No
GCF_028615655.1,No
GCF_028615695.1,No
GCF_028615705.1,No
GCF_028615735.1,No
GCF_028615955.1,No
GCF_028615975.1,No
GCF_028616015.1,No
GCF_028616055.1,No
GCF_028616115.1,No
GCF_028616195.1,No
GCF_028616275.1,Yes
GCF_028617135.1,No
GCF_028617305.1,No
GCF_028617395.1,No
GCF_028617405.1,No
GCF_028617415.1,No
GCF_028617455.1,No
GCF_028617475.1,No
GCF_028617815.1,No
GCF_028617875.1,No
GCF_028618235.1,No
GCF_028682095.1,Yes
GCF_028682155.1,Yes
GCF_028682175.1,Yes
GCF_028682195.1,Yes
GCF_028682215.1,Yes
GCF_028682255.1,Yes
GCF_028682275.1,Yes
GCF_028682295.1,No
GCF_028682315.1,Yes
GCF_028682335.1,Yes
GCF_028682345.1,Yes
GCF_028682375.1,Yes
GCF_028682425.1,Yes
GCF_028682505.1,No
GCF_028682535.1,No
GCF_028682545.1,Yes
GCF_028682615.1,No
GCF_028682635.1,Yes
GCF_028682675.1,No
GCF_028682745.1,Yes
GCF_028682795.1,Yes
GCF_028682805.1,No
GCF_028683095.1,Yes
GCF_028683135.1,Yes
GCF_028743655.1,Yes
GCF_028743695.1,No
GCF_028767125.1,No
GCF_028807315.1,Yes
GCF_028807495.1,No
GCF_028823535.1,Yes
GCF_028823765.1,No
GCF_028882285.1,No
GCF_028885545.1,No
GCF_028885585.1,No
GCF_028885605.1,Yes
GCF_028888725.1,No
GCF_028888745.1,No
GCF_028888755.1,No
GCF_028888765.1,No
GCF_028888775.1,No
GCF_028888845.1,No
GCF_028888855.1,No
GCF_028888865.1,No
GCF_028888905.1,No
GCF_028888915.1,No
GCF_028888945.1,No
GCF_028888955.1,No
GCF_028888965.1,No
GCF_028888975.1,No
GCF_028889025.1,No
GCF_028889045.1,No
GCF_028889065.1,No
GCF_028889075.1,No
GCF_028889085.1,No
GCF_028889105.1,No
GCF_028889145.1,No
GCF_028889165.1,No
GCF_028889175.1,No
GCF_028889185.1,No
GCF_028889215.1,No
GCF_028889235.1,No
GCF_028889265.1,No
GCF_028889285.1,No
GCF_028889295.1,No
GCF_028889305.1,No
GCF_028889345.1,No
GCF_028889365.1,No
GCF_028889385.1,No
GCF_028889405.1,No
GCF_028889425.1,No
GCF_028889445.1,No
GCF_028889455.1,No
GCF_028889465.1,No
GCF_028889495.1,No
GCF_028889525.1,No
GCF_028889545.1,No
GCF_028889555.1,No
GCF_028889565.1,No
GCF_028889605.1,No
GCF_028889625.1,No
GCF_028889645.1,No
GCF_028889665.1,No
GCF_028889675.1,No
GCF_028889705.1,No
GCF_028889715.1,No
GCF_028889745.1,No
GCF_028889765.1,No
GCF_028889775.1,No
GCF_028889805.1,No
GCF_028889815.1,No
GCF_028889845.1,No
GCF_028889865.1,No
GCF_028889885.1,No
GCF_028889905.1,No
GCF_028889915.1,No
GCF_028889945.1,No
GCF_028889965.1,No
GCF_028889975.1,No
GCF_028889995.1,No
GCF_028890025.1,No
GCF_028890035.1,No
GCF_028890065.1,No
GCF_028890075.1,No
GCF_028890105.1,No
GCF_028890145.1,No
GCF_028890165.1,No
GCF_028890175.1,No
GCF_028890205.1,No
GCF_028895345.1,No
GCF_028898625.1,No
GCF_028898645.1,No
GCF_028898665.1,No
GCF_028898685.1,Yes
GCF_028898705.1,No
GCF_028898725.1,Yes
GCF_028898745.1,Yes
GCF_028898825.1,Yes
GCF_028994495.1,No
GCF_029016285.1,Yes
GCF_029081005.1,Yes
GCF_029201625.1,No
GCF_029201645.1,No
GCF_029203225.1,No
GCF_029207565.1,No
GCF_029237275.1,No
GCF_029254145.1,No
GCF_029257255.1,No
GCF_029257285.1,No
GCF_029267015.1,No
GCF_029267095.1,No
GCF_029269255.1,Yes
GCF_029269915.1,No
GCF_029277445.1,No
GCF_029284755.1,Yes
GCF_029284775.1,Yes
GCF_029284795.1,Yes
GCF_029284815.1,Yes
GCF_029284825.1,Yes
GCF_029284915.1,Yes
GCF_029284935.1,Yes
GCF_029284945.1,Yes
GCF_029284975.1,Yes
GCF_029284995.1,Yes
GCF_029285015.1,Yes
GCF_029285035.1,Yes
GCF_029285045.1,Yes
GCF_029285075.1,Yes
GCF_029285085.1,Yes
GCF_029285115.1,Yes
GCF_029285135.1,Yes
GCF_029285175.1,Yes
GCF_029285205.1,Yes
GCF_029285275.1,Yes
GCF_029285315.1,Yes
GCF_029285375.1,Yes
GCF_029285395.1,Yes
GCF_029285405.1,Yes
GCF_029285475.1,Yes
GCF_029285675.1,Yes
GCF_029335415.1,No
GCF_029335435.1,No
GCF_029335535.1,Yes
GCF_029350995.1,No
GCF_029428955.1,No
GCF_029590515.1,Yes
GCF_029624655.1,No
GCF_029836165.1,Yes
GCF_029836875.1,Yes
GCF_029840765.1,Yes
GCF_029840855.1,Yes
GCF_029840925.1,Yes
GCF_029841705.1,Yes
GCF_029842685.1,Yes
GCF_029843415.1,Yes
GCF_029844065.1,Yes
GCF_029844385.1,Yes
GCF_029845165.1,No
GCF_029846385.1,No
GCF_029846405.1,No
GCF_029853695.1,No
GCF_029854195.1,No
GCF_029871195.1,Yes
GCF_029871205.1,Yes
GCF_029871235.1,Yes
GCF_029871275.1,Yes
GCF_029873115.1,Yes
GCF_029873135.1,Yes
GCF_029873155.1,Yes
GCF_029873175.1,Yes
GCF_029876545.1,No
GCF_029890485.1,No
GCF_029890505.1,No
GCF_029890605.1,No
GCF_029890615.1,No
