Protein	ncbi.taxid	Organism	Start	Stop	Strand	Nucleotide.Accession	Assembly	gene.length	protein.length	cluster.representative	query	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	protein.function	distance.to.min
WP_107189627.1	659	Photobacterium phosphoreum	187610	187999	-	NZ_PYMN01000006.1	GCF_003025695.1	390	130	WP_087821368.1	OBi1_02314	65.546	119	41	0	5	123	10	128	1.72e-51	169	RidA	4209
WP_107189626.1	659	Photobacterium phosphoreum	186092	187561	-	NZ_PYMN01000006.1	GCF_003025695.1	1470	490	WP_045031466.1	OBi1_02319	63.299	485	178	0	1	485	1	485	0	645	aminoaldehyde dehydrogenase	2691
WP_107189625.1	659	Photobacterium phosphoreum	185088	186080	-	NZ_PYMN01000006.1	GCF_003025695.1	993	331	WP_107273735.1	OBi1_02318	59.877	324	130	0	1	324	1	324	6.07e-150	434	aminohydrolase	1687
WP_107189622.1	659	Photobacterium phosphoreum	180904	181644	-	NZ_PYMN01000006.1	GCF_003025695.1	741	247	WP_052672703.1	OBi1_02315	27.481	262	155	8	1	250	2	240	1.27e-13	79.3	dehydrogenase	2497
WP_107189623.1	659	Photobacterium phosphoreum	181641	183338	-	NZ_PYMN01000006.1	GCF_003025695.1	1698	566	WP_045031460.1	OBi1_02316	45.471	563	295	3	11	573	5	555	1.63e-172	511	hydroxylase	1760
WP_107189624.1	659	Photobacterium phosphoreum	183401	184957	-	NZ_PYMN01000006.1	GCF_003025695.1	1557	519	WP_045031462.1	OBi1_02317	49.038	520	258	3	6	522	3	518	4.59e-172	506	permease	0
WP_107189627.1	659	Photobacterium phosphoreum	26863	27252	+	NZ_PYMO01000002.1	GCF_003025655.1	390	130	WP_087821368.1	OBi1_02314	65.546	119	41	0	5	123	10	128	1.72e-51	169	RidA	1919
WP_107189626.1	659	Photobacterium phosphoreum	27301	28770	+	NZ_PYMO01000002.1	GCF_003025655.1	1470	490	WP_045031466.1	OBi1_02319	63.299	485	178	0	1	485	1	485	0	645	aminoaldehyde dehydrogenase	1481
WP_107189625.1	659	Photobacterium phosphoreum	28782	29774	+	NZ_PYMO01000002.1	GCF_003025655.1	993	331	WP_107273735.1	OBi1_02318	59.877	324	130	0	1	324	1	324	6.07e-150	434	aminohydrolase	0
WP_107189622.1	659	Photobacterium phosphoreum	33218	33958	+	NZ_PYMO01000002.1	GCF_003025655.1	741	247	WP_052672703.1	OBi1_02315	27.481	262	155	8	1	250	2	240	1.27e-13	79.3	dehydrogenase	4436
WP_107189623.1	659	Photobacterium phosphoreum	31524	33221	+	NZ_PYMO01000002.1	GCF_003025655.1	1698	566	WP_045031460.1	OBi1_02316	45.471	563	295	3	11	573	5	555	1.63e-172	511	hydroxylase	2742
WP_107189624.1	659	Photobacterium phosphoreum	29905	31461	+	NZ_PYMO01000002.1	GCF_003025655.1	1557	519	WP_045031462.1	OBi1_02317	49.038	520	258	3	6	522	3	518	4.59e-172	506	permease	1123
WP_107189627.1	659	Photobacterium phosphoreum	324534	324923	-	NZ_PYMP01000002.1	GCF_003025715.1	390	130	WP_087821368.1	OBi1_02314	65.546	119	41	0	5	123	10	128	1.72e-51	169	RidA	2522
WP_107189626.1	659	Photobacterium phosphoreum	323016	324485	-	NZ_PYMP01000002.1	GCF_003025715.1	1470	490	WP_045031466.1	OBi1_02319	63.299	485	178	0	1	485	1	485	0	645	aminoaldehyde dehydrogenase	1004
WP_107189625.1	659	Photobacterium phosphoreum	322012	323004	-	NZ_PYMP01000002.1	GCF_003025715.1	993	331	WP_107273735.1	OBi1_02318	59.877	324	130	0	1	324	1	324	6.07e-150	434	aminohydrolase	0
WP_107189622.1	659	Photobacterium phosphoreum	317828	318568	-	NZ_PYMP01000002.1	GCF_003025715.1	741	247	WP_052672703.1	OBi1_02315	27.481	262	155	8	1	250	2	240	1.27e-13	79.3	dehydrogenase	4184
WP_107189623.1	659	Photobacterium phosphoreum	318565	320262	-	NZ_PYMP01000002.1	GCF_003025715.1	1698	566	WP_045031460.1	OBi1_02316	45.471	563	295	3	11	573	5	555	1.63e-172	511	hydroxylase	3447
WP_107189624.1	659	Photobacterium phosphoreum	320325	321881	-	NZ_PYMP01000002.1	GCF_003025715.1	1557	519	WP_045031462.1	OBi1_02317	49.038	520	258	3	6	522	3	518	4.59e-172	506	permease	1687
WP_107198929.1	659	Photobacterium phosphoreum	102022	102411	+	NZ_PYMQ01000006.1	GCF_003025755.1	390	130	WP_087821368.1	OBi1_02314	65.546	119	41	0	5	123	10	128	1.72e-51	169	RidA	1919
WP_107198930.1	659	Photobacterium phosphoreum	102460	103929	+	NZ_PYMQ01000006.1	GCF_003025755.1	1470	490	WP_045031466.1	OBi1_02319	63.299	485	178	0	1	485	1	485	0	645	aminoaldehyde dehydrogenase	1481
WP_045031464.1	659	Photobacterium phosphoreum	103941	104933	+	NZ_PYMQ01000006.1	GCF_003025755.1	993	331	WP_107273735.1	OBi1_02318	59.877	324	130	0	1	324	1	324	6.07e-150	434	aminohydrolase	0
WP_052672703.1	659	Photobacterium phosphoreum	108393	109133	+	NZ_PYMQ01000006.1	GCF_003025755.1	741	247	WP_052672703.1	OBi1_02315	27.481	262	155	8	1	250	2	240	1.27e-13	79.3	dehydrogenase	4452
WP_107198931.1	659	Photobacterium phosphoreum	106699	108396	+	NZ_PYMQ01000006.1	GCF_003025755.1	1698	566	WP_045031460.1	OBi1_02316	45.471	563	295	3	11	573	5	555	1.63e-172	511	hydroxylase	2758
WP_045031462.1	659	Photobacterium phosphoreum	105064	106620	+	NZ_PYMQ01000006.1	GCF_003025755.1	1557	519	WP_045031462.1	OBi1_02317	49.038	520	258	3	6	522	3	518	4.59e-172	506	permease	1123
WP_045031468.1	659	Photobacterium phosphoreum	12412	12801	-	NZ_PYMR01000024.1	GCF_003026535.1	390	130	WP_087821368.1	OBi1_02314	65.546	119	41	0	5	123	10	128	1.72e-51	169	RidA	4207
WP_107228798.1	659	Photobacterium phosphoreum	10894	12363	-	NZ_PYMR01000024.1	GCF_003026535.1	1470	490	WP_045031466.1	OBi1_02319	63.299	485	178	0	1	485	1	485	0	645	aminoaldehyde dehydrogenase	2689
WP_065193839.1	659	Photobacterium phosphoreum	9890	10882	-	NZ_PYMR01000024.1	GCF_003026535.1	993	331	WP_107273735.1	OBi1_02318	59.877	324	130	0	1	324	1	324	6.07e-150	434	aminohydrolase	1685
WP_082960726.1	659	Photobacterium phosphoreum	5692	6432	-	NZ_PYMR01000024.1	GCF_003026535.1	741	247	WP_052672703.1	OBi1_02315	27.481	262	155	8	1	250	2	240	1.27e-13	79.3	dehydrogenase	2513
WP_107295278.1	659	Photobacterium phosphoreum	6429	8126	-	NZ_PYMR01000024.1	GCF_003026535.1	1698	566	WP_045031460.1	OBi1_02316	45.471	563	295	3	11	573	5	555	1.63e-172	511	hydroxylase	1776
WP_045031462.1	659	Photobacterium phosphoreum	8205	9761	-	NZ_PYMR01000024.1	GCF_003026535.1	1557	519	WP_045031462.1	OBi1_02317	49.038	520	258	3	6	522	3	518	4.59e-172	506	permease	0
WP_045031468.1	659	Photobacterium phosphoreum	42909	43298	+	NZ_PYMS01000002.1	GCF_003025775.1	390	130	WP_087821368.1	OBi1_02314	65.546	119	41	0	5	123	10	128	1.72e-51	169	RidA	1919
WP_107228798.1	659	Photobacterium phosphoreum	43347	44816	+	NZ_PYMS01000002.1	GCF_003025775.1	1470	490	WP_045031466.1	OBi1_02319	63.299	485	178	0	1	485	1	485	0	645	aminoaldehyde dehydrogenase	1481
WP_107303269.1	659	Photobacterium phosphoreum	44828	45820	+	NZ_PYMS01000002.1	GCF_003025775.1	993	331	WP_107273735.1	OBi1_02318	59.877	324	130	0	1	324	1	324	6.07e-150	434	aminohydrolase	0
WP_052672703.1	659	Photobacterium phosphoreum	49278	50018	+	NZ_PYMS01000002.1	GCF_003025775.1	741	247	WP_052672703.1	OBi1_02315	27.481	262	155	8	1	250	2	240	1.27e-13	79.3	dehydrogenase	4450
WP_107303271.1	659	Photobacterium phosphoreum	47584	49281	+	NZ_PYMS01000002.1	GCF_003025775.1	1698	566	WP_045031460.1	OBi1_02316	45.471	563	295	3	11	573	5	555	1.63e-172	511	hydroxylase	2756
WP_107303270.1	659	Photobacterium phosphoreum	45949	47505	+	NZ_PYMS01000002.1	GCF_003025775.1	1557	519	WP_045031462.1	OBi1_02317	49.038	520	258	3	6	522	3	518	4.59e-172	506	permease	1121
WP_045031468.1	659	Photobacterium phosphoreum	131507	131896	+	NZ_PYMT01000005.1	GCF_003025735.1	390	130	WP_087821368.1	OBi1_02314	65.546	119	41	0	5	123	10	128	1.72e-51	169	RidA	1919
WP_045031466.1	659	Photobacterium phosphoreum	131945	133414	+	NZ_PYMT01000005.1	GCF_003025735.1	1470	490	WP_045031466.1	OBi1_02319	63.299	485	178	0	1	485	1	485	0	645	aminoaldehyde dehydrogenase	1481
WP_065193839.1	659	Photobacterium phosphoreum	133426	134418	+	NZ_PYMT01000005.1	GCF_003025735.1	993	331	WP_107273735.1	OBi1_02318	59.877	324	130	0	1	324	1	324	6.07e-150	434	aminohydrolase	0
WP_052672703.1	659	Photobacterium phosphoreum	137876	138616	+	NZ_PYMT01000005.1	GCF_003025735.1	741	247	WP_052672703.1	OBi1_02315	27.481	262	155	8	1	250	2	240	1.27e-13	79.3	dehydrogenase	4450
WP_045031460.1	659	Photobacterium phosphoreum	136182	137879	+	NZ_PYMT01000005.1	GCF_003025735.1	1698	566	WP_045031460.1	OBi1_02316	45.471	563	295	3	11	573	5	555	1.63e-172	511	hydroxylase	2756
WP_045031462.1	659	Photobacterium phosphoreum	134547	136103	+	NZ_PYMT01000005.1	GCF_003025735.1	1557	519	WP_045031462.1	OBi1_02317	49.038	520	258	3	6	522	3	518	4.59e-172	506	permease	1121
WP_107273737.1	659	Photobacterium phosphoreum	14329	14721	-	NZ_PYMU01000018.1	GCF_003028875.1	393	131	WP_087821368.1	OBi1_02314	65.546	119	41	0	5	123	10	128	1.72e-51	169	RidA	3404
WP_107273736.1	659	Photobacterium phosphoreum	12806	14275	-	NZ_PYMU01000018.1	GCF_003028875.1	1470	490	WP_045031466.1	OBi1_02319	63.299	485	178	0	1	485	1	485	0	645	aminoaldehyde dehydrogenase	1881
WP_107273735.1	659	Photobacterium phosphoreum	11793	12794	-	NZ_PYMU01000018.1	GCF_003028875.1	1002	334	WP_107273735.1	OBi1_02318	59.877	324	130	0	1	324	1	324	6.07e-150	434	aminohydrolase	868
WP_107273732.1	659	Photobacterium phosphoreum	8428	9168	-	NZ_PYMU01000018.1	GCF_003028875.1	741	247	WP_052672703.1	OBi1_02315	27.481	262	155	8	1	250	2	240	1.27e-13	79.3	dehydrogenase	2497
WP_107273733.1	659	Photobacterium phosphoreum	9165	10862	-	NZ_PYMU01000018.1	GCF_003028875.1	1698	566	WP_045031460.1	OBi1_02316	45.471	563	295	3	11	573	5	555	1.63e-172	511	hydroxylase	1760
WP_107273734.1	659	Photobacterium phosphoreum	10925	11737	-	NZ_PYMU01000018.1	GCF_003028875.1	813	271	WP_107273734.1	OBi1_02317	43.373	166	89	3	4	166	2	165	9.22e-31	131	permease	0
WP_045031468.1	659	Photobacterium phosphoreum	52871	53260	-	NZ_PYMV01000021.1	GCF_003026545.1	390	130	WP_087821368.1	OBi1_02314	65.546	119	41	0	5	123	10	128	1.72e-51	169	RidA	2522
WP_107198112.1	659	Photobacterium phosphoreum	51353	52822	-	NZ_PYMV01000021.1	GCF_003026545.1	1470	490	WP_045031466.1	OBi1_02319	63.299	485	178	0	1	485	1	485	0	645	aminoaldehyde dehydrogenase	1004
WP_107198111.1	659	Photobacterium phosphoreum	50349	51341	-	NZ_PYMV01000021.1	GCF_003026545.1	993	331	WP_107273735.1	OBi1_02318	59.877	324	130	0	1	324	1	324	6.07e-150	434	aminohydrolase	0
WP_107198108.1	659	Photobacterium phosphoreum	46149	46889	-	NZ_PYMV01000021.1	GCF_003026545.1	741	247	WP_052672703.1	OBi1_02315	27.481	262	155	8	1	250	2	240	1.27e-13	79.3	dehydrogenase	4200
WP_107198109.1	659	Photobacterium phosphoreum	46886	48583	-	NZ_PYMV01000021.1	GCF_003026545.1	1698	566	WP_045031460.1	OBi1_02316	45.471	563	295	3	11	573	5	555	1.63e-172	511	hydroxylase	3463
WP_107228799.1	659	Photobacterium phosphoreum	13057	13446	-	NZ_PYMW01000010.1	GCF_003026575.1	390	130	WP_087821368.1	OBi1_02314	65.546	119	41	0	5	123	10	128	1.72e-51	169	RidA	2521
WP_107228798.1	659	Photobacterium phosphoreum	11540	13009	-	NZ_PYMW01000010.1	GCF_003026575.1	1470	490	WP_045031466.1	OBi1_02319	63.299	485	178	0	1	485	1	485	0	645	aminoaldehyde dehydrogenase	1004
WP_045031464.1	659	Photobacterium phosphoreum	10536	11528	-	NZ_PYMW01000010.1	GCF_003026575.1	993	331	WP_107273735.1	OBi1_02318	59.877	324	130	0	1	324	1	324	6.07e-150	434	aminohydrolase	0
WP_052672703.1	659	Photobacterium phosphoreum	6336	7076	-	NZ_PYMW01000010.1	GCF_003026575.1	741	247	WP_052672703.1	OBi1_02315	27.481	262	155	8	1	250	2	240	1.27e-13	79.3	dehydrogenase	4200
WP_107228796.1	659	Photobacterium phosphoreum	7073	8770	-	NZ_PYMW01000010.1	GCF_003026575.1	1698	566	WP_045031460.1	OBi1_02316	45.471	563	295	3	11	573	5	555	1.63e-172	511	hydroxylase	3463
WP_045031468.1	659	Photobacterium phosphoreum	13842	14231	-	NZ_PYMX01000042.1	GCF_003025795.1	390	130	WP_087821368.1	OBi1_02314	65.546	119	41	0	5	123	10	128	1.72e-51	169	RidA	2522
WP_107198112.1	659	Photobacterium phosphoreum	12324	13793	-	NZ_PYMX01000042.1	GCF_003025795.1	1470	490	WP_045031466.1	OBi1_02319	63.299	485	178	0	1	485	1	485	0	645	aminoaldehyde dehydrogenase	1004
WP_107198111.1	659	Photobacterium phosphoreum	11320	12312	-	NZ_PYMX01000042.1	GCF_003025795.1	993	331	WP_107273735.1	OBi1_02318	59.877	324	130	0	1	324	1	324	6.07e-150	434	aminohydrolase	0
WP_107198108.1	659	Photobacterium phosphoreum	7120	7860	-	NZ_PYMX01000042.1	GCF_003025795.1	741	247	WP_052672703.1	OBi1_02315	27.481	262	155	8	1	250	2	240	1.27e-13	79.3	dehydrogenase	4200
WP_107198109.1	659	Photobacterium phosphoreum	7857	9554	-	NZ_PYMX01000042.1	GCF_003025795.1	1698	566	WP_045031460.1	OBi1_02316	45.471	563	295	3	11	573	5	555	1.63e-172	511	hydroxylase	3463
WP_045031468.1	659	Photobacterium phosphoreum	186941	187330	-	NZ_PYMY01000003.1	GCF_003025815.1	390	130	WP_087821368.1	OBi1_02314	65.546	119	41	0	5	123	10	128	1.72e-51	169	RidA	4207
WP_107304694.1	659	Photobacterium phosphoreum	185423	186892	-	NZ_PYMY01000003.1	GCF_003025815.1	1470	490	WP_045031466.1	OBi1_02319	63.299	485	178	0	1	485	1	485	0	645	aminoaldehyde dehydrogenase	2689
WP_065193839.1	659	Photobacterium phosphoreum	184419	185411	-	NZ_PYMY01000003.1	GCF_003025815.1	993	331	WP_107273735.1	OBi1_02318	59.877	324	130	0	1	324	1	324	6.07e-150	434	aminohydrolase	1685
WP_052672703.1	659	Photobacterium phosphoreum	180221	180961	-	NZ_PYMY01000003.1	GCF_003025815.1	741	247	WP_052672703.1	OBi1_02315	27.481	262	155	8	1	250	2	240	1.27e-13	79.3	dehydrogenase	2513
WP_107304693.1	659	Photobacterium phosphoreum	180958	182655	-	NZ_PYMY01000003.1	GCF_003025815.1	1698	566	WP_045031460.1	OBi1_02316	45.471	563	295	3	11	573	5	555	1.63e-172	511	hydroxylase	1776
WP_045031462.1	659	Photobacterium phosphoreum	182734	184290	-	NZ_PYMY01000003.1	GCF_003025815.1	1557	519	WP_045031462.1	OBi1_02317	49.038	520	258	3	6	522	3	518	4.59e-172	506	permease	0
WP_045031468.1	659	Photobacterium phosphoreum	177304	177693	-	NZ_PYMZ01000003.1	GCF_003025855.1	390	130	WP_087821368.1	OBi1_02314	65.546	119	41	0	5	123	10	128	1.72e-51	169	RidA	2522
WP_065195188.1	659	Photobacterium phosphoreum	175786	177255	-	NZ_PYMZ01000003.1	GCF_003025855.1	1470	490	WP_045031466.1	OBi1_02319	63.299	485	178	0	1	485	1	485	0	645	aminoaldehyde dehydrogenase	1004
WP_065195189.1	659	Photobacterium phosphoreum	174782	175774	-	NZ_PYMZ01000003.1	GCF_003025855.1	993	331	WP_107273735.1	OBi1_02318	59.877	324	130	0	1	324	1	324	6.07e-150	434	aminohydrolase	0
WP_082954256.1	659	Photobacterium phosphoreum	170598	171338	-	NZ_PYMZ01000003.1	GCF_003025855.1	741	247	WP_052672703.1	OBi1_02315	27.481	262	155	8	1	250	2	240	1.27e-13	79.3	dehydrogenase	4184
WP_065193837.1	659	Photobacterium phosphoreum	171335	173032	-	NZ_PYMZ01000003.1	GCF_003025855.1	1698	566	WP_045031460.1	OBi1_02316	45.471	563	295	3	11	573	5	555	1.63e-172	511	hydroxylase	3447
WP_045031462.1	659	Photobacterium phosphoreum	173095	174651	-	NZ_PYMZ01000003.1	GCF_003025855.1	1557	519	WP_045031462.1	OBi1_02317	49.038	520	258	3	6	522	3	518	4.59e-172	506	permease	1687
WP_107189627.1	659	Photobacterium phosphoreum	28326	28715	+	NZ_PYNA01000039.1	GCF_003025875.1	390	130	WP_087821368.1	OBi1_02314	65.546	119	41	0	5	123	10	128	1.72e-51	169	RidA	1919
WP_107212440.1	659	Photobacterium phosphoreum	28764	30233	+	NZ_PYNA01000039.1	GCF_003025875.1	1470	490	WP_045031466.1	OBi1_02319	63.299	485	178	0	1	485	1	485	0	645	aminoaldehyde dehydrogenase	1481
WP_065193839.1	659	Photobacterium phosphoreum	30245	31237	+	NZ_PYNA01000039.1	GCF_003025875.1	993	331	WP_107273735.1	OBi1_02318	59.877	324	130	0	1	324	1	324	6.07e-150	434	aminohydrolase	0
WP_107198108.1	659	Photobacterium phosphoreum	34697	35437	+	NZ_PYNA01000039.1	GCF_003025875.1	741	247	WP_052672703.1	OBi1_02315	27.481	262	155	8	1	250	2	240	1.27e-13	79.3	dehydrogenase	4452
WP_107212442.1	659	Photobacterium phosphoreum	33003	34700	+	NZ_PYNA01000039.1	GCF_003025875.1	1698	566	WP_045031460.1	OBi1_02316	45.471	563	295	3	11	573	5	555	1.63e-172	511	hydroxylase	2758
WP_107212441.1	659	Photobacterium phosphoreum	31368	32924	+	NZ_PYNA01000039.1	GCF_003025875.1	1557	519	WP_045031462.1	OBi1_02317	49.038	520	258	3	6	522	3	518	4.59e-172	506	permease	1123
WP_107189627.1	659	Photobacterium phosphoreum	141304	141693	+	NZ_PYNB01000005.1	GCF_003026595.1	390	130	WP_087821368.1	OBi1_02314	65.546	119	41	0	5	123	10	128	1.72e-51	169	RidA	1919
WP_107212440.1	659	Photobacterium phosphoreum	141742	143211	+	NZ_PYNB01000005.1	GCF_003026595.1	1470	490	WP_045031466.1	OBi1_02319	63.299	485	178	0	1	485	1	485	0	645	aminoaldehyde dehydrogenase	1481
WP_065193839.1	659	Photobacterium phosphoreum	143223	144215	+	NZ_PYNB01000005.1	GCF_003026595.1	993	331	WP_107273735.1	OBi1_02318	59.877	324	130	0	1	324	1	324	6.07e-150	434	aminohydrolase	0
WP_107198108.1	659	Photobacterium phosphoreum	147675	148415	+	NZ_PYNB01000005.1	GCF_003026595.1	741	247	WP_052672703.1	OBi1_02315	27.481	262	155	8	1	250	2	240	1.27e-13	79.3	dehydrogenase	4452
WP_107264907.1	659	Photobacterium phosphoreum	145981	147678	+	NZ_PYNB01000005.1	GCF_003026595.1	1698	566	WP_045031460.1	OBi1_02316	45.471	563	295	3	11	573	5	555	1.63e-172	511	hydroxylase	2758
WP_107264906.1	659	Photobacterium phosphoreum	144346	145902	+	NZ_PYNB01000005.1	GCF_003026595.1	1557	519	WP_045031462.1	OBi1_02317	49.038	520	258	3	6	522	3	518	4.59e-172	506	permease	1123
WP_107238769.1	659	Photobacterium phosphoreum	191433	191822	+	NZ_PYNC01000001.1	GCF_003025835.1	390	130	WP_087821368.1	OBi1_02314	65.546	119	41	0	5	123	10	128	1.72e-51	169	RidA	1919
WP_107212440.1	659	Photobacterium phosphoreum	191871	193340	+	NZ_PYNC01000001.1	GCF_003025835.1	1470	490	WP_045031466.1	OBi1_02319	63.299	485	178	0	1	485	1	485	0	645	aminoaldehyde dehydrogenase	1481
WP_065193839.1	659	Photobacterium phosphoreum	193352	194344	+	NZ_PYNC01000001.1	GCF_003025835.1	993	331	WP_107273735.1	OBi1_02318	59.877	324	130	0	1	324	1	324	6.07e-150	434	aminohydrolase	0
WP_107198108.1	659	Photobacterium phosphoreum	197804	198544	+	NZ_PYNC01000001.1	GCF_003025835.1	741	247	WP_052672703.1	OBi1_02315	27.481	262	155	8	1	250	2	240	1.27e-13	79.3	dehydrogenase	4452
WP_107238770.1	659	Photobacterium phosphoreum	196110	197807	+	NZ_PYNC01000001.1	GCF_003025835.1	1698	566	WP_045031460.1	OBi1_02316	45.471	563	295	3	11	573	5	555	1.63e-172	511	hydroxylase	2758
WP_045031462.1	659	Photobacterium phosphoreum	194475	196031	+	NZ_PYNC01000001.1	GCF_003025835.1	1557	519	WP_045031462.1	OBi1_02317	49.038	520	258	3	6	522	3	518	4.59e-172	506	permease	1123
WP_045031468.1	659	Photobacterium phosphoreum	59291	59680	-	NZ_PYND01000002.1	GCF_003026615.1	390	130	WP_087821368.1	OBi1_02314	65.546	119	41	0	5	123	10	128	1.72e-51	169	RidA	2522
WP_045031466.1	659	Photobacterium phosphoreum	57773	59242	-	NZ_PYND01000002.1	GCF_003026615.1	1470	490	WP_045031466.1	OBi1_02319	63.299	485	178	0	1	485	1	485	0	645	aminoaldehyde dehydrogenase	1004
WP_065193839.1	659	Photobacterium phosphoreum	56769	57761	-	NZ_PYND01000002.1	GCF_003026615.1	993	331	WP_107273735.1	OBi1_02318	59.877	324	130	0	1	324	1	324	6.07e-150	434	aminohydrolase	0
WP_082954256.1	659	Photobacterium phosphoreum	52586	53326	-	NZ_PYND01000002.1	GCF_003026615.1	741	247	WP_052672703.1	OBi1_02315	27.481	262	155	8	1	250	2	240	1.27e-13	79.3	dehydrogenase	4183
WP_065193837.1	659	Photobacterium phosphoreum	53323	55020	-	NZ_PYND01000002.1	GCF_003026615.1	1698	566	WP_045031460.1	OBi1_02316	45.471	563	295	3	11	573	5	555	1.63e-172	511	hydroxylase	3446
WP_107209786.1	318456	Photobacterium kishitanii	201010	202482	-	NZ_PYNE01000004.1	GCF_003026635.1	1473	491	WP_036792098.1	OBi1_02319	63.214	473	174	0	16	488	17	489	0	618	aminoaldehyde dehydrogenase	2748
WP_045045072.1	318456	Photobacterium kishitanii	200011	201000	-	NZ_PYNE01000004.1	GCF_003026635.1	990	330	WP_036792095.1	OBi1_02318	62.382	319	120	0	6	324	7	325	4.73e-150	434	aminohydrolase	1749
WP_107209784.1	318456	Photobacterium kishitanii	195727	196449	-	NZ_PYNE01000004.1	GCF_003026635.1	723	241	WP_036792084.1	OBi1_02315	24.521	261	164	5	1	250	1	239	1.88e-15	84.3	dehydrogenase	2535
WP_107209785.1	318456	Photobacterium kishitanii	196446	198152	-	NZ_PYNE01000004.1	GCF_003026635.1	1707	569	WP_036792086.1	OBi1_02316	44.84	562	298	3	12	573	6	555	8.24e-170	504	hydroxylase	1816
WP_036792094.1	318456	Photobacterium kishitanii	198262	199818	-	NZ_PYNE01000004.1	GCF_003026635.1	1557	519	WP_036792094.1	OBi1_02317	48.56	521	262	3	4	522	2	518	2.75e-172	506	permease	0
WP_107225822.1	318456	Photobacterium kishitanii	16860	18332	-	NZ_PYNG01000039.1	GCF_003025935.1	1473	491	WP_036792098.1	OBi1_02319	63.214	473	174	0	16	488	17	489	0	618	aminoaldehyde dehydrogenase	2747
WP_058119716.1	318456	Photobacterium kishitanii	15861	16850	-	NZ_PYNG01000039.1	GCF_003025935.1	990	330	WP_036792095.1	OBi1_02318	62.382	319	120	0	6	324	7	325	4.73e-150	434	aminohydrolase	1748
WP_107225819.1	318456	Photobacterium kishitanii	11581	12303	-	NZ_PYNG01000039.1	GCF_003025935.1	723	241	WP_036792084.1	OBi1_02315	24.521	261	164	5	1	250	1	239	1.88e-15	84.3	dehydrogenase	2532
WP_107225820.1	318456	Photobacterium kishitanii	12300	14006	-	NZ_PYNG01000039.1	GCF_003025935.1	1707	569	WP_036792086.1	OBi1_02316	44.84	562	298	3	12	573	6	555	8.24e-170	504	hydroxylase	1813
WP_107225821.1	318456	Photobacterium kishitanii	14113	15669	-	NZ_PYNG01000039.1	GCF_003025935.1	1557	519	WP_036792094.1	OBi1_02317	48.56	521	262	3	4	522	2	518	2.75e-172	506	permease	0
WP_107251427.1	318456	Photobacterium kishitanii	148817	150289	-	NZ_PYNH01000004.1	GCF_003026655.1	1473	491	WP_036792098.1	OBi1_02319	63.214	473	174	0	16	488	17	489	0	618	aminoaldehyde dehydrogenase	2747
WP_045042169.1	318456	Photobacterium kishitanii	147818	148807	-	NZ_PYNH01000004.1	GCF_003026655.1	990	330	WP_036792095.1	OBi1_02318	62.382	319	120	0	6	324	7	325	4.73e-150	434	aminohydrolase	1748
WP_065191624.1	318456	Photobacterium kishitanii	143535	144257	-	NZ_PYNH01000004.1	GCF_003026655.1	723	241	WP_036792084.1	OBi1_02315	24.521	261	164	5	1	250	1	239	1.88e-15	84.3	dehydrogenase	2535
WP_107251426.1	318456	Photobacterium kishitanii	144254	145960	-	NZ_PYNH01000004.1	GCF_003026655.1	1707	569	WP_036792086.1	OBi1_02316	44.84	562	298	3	12	573	6	555	8.24e-170	504	hydroxylase	1816
WP_065191623.1	318456	Photobacterium kishitanii	146070	147626	-	NZ_PYNH01000004.1	GCF_003026655.1	1557	519	WP_036792094.1	OBi1_02317	48.56	521	262	3	4	522	2	518	2.75e-172	506	permease	0
WP_045045071.1	318456	Photobacterium kishitanii	23508	24980	+	NZ_PYNI01000018.1	GCF_003025895.1	1473	491	WP_036792098.1	OBi1_02319	63.214	473	174	0	16	488	17	489	0	618	aminoaldehyde dehydrogenase	2664
WP_045045072.1	318456	Photobacterium kishitanii	24990	25979	+	NZ_PYNI01000018.1	GCF_003025895.1	990	330	WP_036792095.1	OBi1_02318	62.382	319	120	0	6	324	7	325	4.73e-150	434	aminohydrolase	1182
WP_045042172.1	318456	Photobacterium kishitanii	29541	30263	+	NZ_PYNI01000018.1	GCF_003025895.1	723	241	WP_036792084.1	OBi1_02315	24.521	261	164	5	1	250	1	239	1.88e-15	84.3	dehydrogenase	3369
WP_107194871.1	318456	Photobacterium kishitanii	27838	29544	+	NZ_PYNI01000018.1	GCF_003025895.1	1707	569	WP_036792086.1	OBi1_02316	44.84	562	298	3	12	573	6	555	8.24e-170	504	hydroxylase	1666
WP_045045073.1	318456	Photobacterium kishitanii	26172	27728	+	NZ_PYNI01000018.1	GCF_003025895.1	1557	519	WP_036792094.1	OBi1_02317	48.56	521	262	3	4	522	2	518	2.75e-172	506	permease	0
WP_065173580.1	318456	Photobacterium kishitanii	17357	18829	+	NZ_PYNJ01000015.1	GCF_003026675.1	1473	491	WP_036792098.1	OBi1_02319	63.214	473	174	0	16	488	17	489	0	618	aminoaldehyde dehydrogenase	2663
WP_058119716.1	318456	Photobacterium kishitanii	18839	19828	+	NZ_PYNJ01000015.1	GCF_003026675.1	990	330	WP_036792095.1	OBi1_02318	62.382	319	120	0	6	324	7	325	4.73e-150	434	aminohydrolase	1181
