Protein	ncbi.taxid	Organism	Start	Stop	Strand	Nucleotide.Accession	Assembly	gene.length	protein.length	cluster.representative	query	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	protein.function	distance.to.min	superkingdom	phylum	class	order	family	genus	species
WP_017111918.1	662	Vibrio lentus	355122	356717	+	NZ_MCZI01000034.1	GCF_002876025.1	1596	532	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1227	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730413.1	662	Vibrio lentus	336050	337510	-	NZ_MCZJ01000046.1	GCF_002875965.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1206	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_029222845.1	662	Vibrio lentus	334844	335839	-	NZ_MCZJ01000046.1	GCF_002875965.1	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017111918.1	662	Vibrio lentus	333017	334612	-	NZ_MCZJ01000046.1	GCF_002875965.1	1596	532	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1827	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_102435009.1	136468	Vibrio lentus	179853	180251	-	NZ_MCZK01000102.1	GCF_002875945.1	399	133	WP_150896303.1	OBi1_02314	70	120	36	0	3	122	8	127	6.24e-55	177	RidA	2865	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio lentus
WP_004730413.1	662	Vibrio lentus	178193	179653	-	NZ_MCZK01000102.1	GCF_002875945.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1205	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_029222845.1	662	Vibrio lentus	176988	177983	-	NZ_MCZK01000102.1	GCF_002875945.1	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_102435008.1	136468	Vibrio lentus	175161	176756	-	NZ_MCZK01000102.1	GCF_002875945.1	1596	532	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1827	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio lentus
WP_029405889.1	662	Vibrio splendidus	101116	102576	+	NZ_MCZM01000070.1	GCF_002876825.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1694	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_102561406.1	29497	Vibrio splendidus	102810	103805	+	NZ_MCZM01000070.1	GCF_002876825.1	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio splendidus
WP_004730416.1	662	Vibrio splendidus	104037	105632	+	NZ_MCZM01000070.1	GCF_002876825.1	1596	532	WP_261839877.1	OBi1_02317	49.143	525	258	4	3	522	10	530	1.62e-178	523	permease	1227	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730413.1	662	Vibrio lentus	975429	976889	-	NZ_MCZQ02000002.1	GCF_002875865.2	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	3033	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_029222845.1	662	Vibrio lentus	974223	975218	-	NZ_MCZQ02000002.1	GCF_002875865.2	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	1827	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_065105497.1	662	Vibrio lentus	969588	970325	-	NZ_MCZQ02000002.1	GCF_002875865.2	738	246	WP_065105497.1	OBi1_02315	29.502	261	157	7	1	255	1	240	7.35e-16	85.5	dehydrogenase	2808	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017111918.1	662	Vibrio lentus	972396	973991	-	NZ_MCZQ02000002.1	GCF_002875865.2	1596	532	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_029405889.1	662	Vibrio lentus	11446	12906	-	NZ_MCZR01000023.1	GCF_002875805.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	3080	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730415.1	662	Vibrio lentus	10193	11188	-	NZ_MCZR01000023.1	GCF_002875805.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	1827	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_065105497.1	662	Vibrio lentus	5557	6294	-	NZ_MCZR01000023.1	GCF_002875805.1	738	246	WP_065105497.1	OBi1_02315	29.502	261	157	7	1	255	1	240	7.35e-16	85.5	dehydrogenase	2809	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_065105495.1	136468	Vibrio lentus	8366	9961	-	NZ_MCZR01000023.1	GCF_002875805.1	1596	532	WP_261839877.1	OBi1_02317	49.143	525	258	4	3	522	10	530	1.62e-178	523	permease	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio lentus
WP_198593395.1	29497	Vibrio splendidus	1926	3386	+	NZ_MCZS01000014.1	GCF_002876745.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1694	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio splendidus
WP_004730415.1	662	Vibrio splendidus	3620	4615	+	NZ_MCZS01000014.1	GCF_002876745.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017089921.1	662	Vibrio splendidus	4846	6441	+	NZ_MCZS01000014.1	GCF_002876745.1	1596	532	WP_261839877.1	OBi1_02317	49.143	525	258	4	3	522	10	530	1.62e-178	523	permease	1226	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730413.1	662	Vibrio lentus	360258	361718	-	NZ_MCZT01000040.1	GCF_002875845.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	3033	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_029222845.1	662	Vibrio lentus	359052	360047	-	NZ_MCZT01000040.1	GCF_002875845.1	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	1827	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_065105497.1	662	Vibrio lentus	354416	355153	-	NZ_MCZT01000040.1	GCF_002875845.1	738	246	WP_065105497.1	OBi1_02315	29.502	261	157	7	1	255	1	240	7.35e-16	85.5	dehydrogenase	2809	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017111918.1	662	Vibrio lentus	357225	358820	-	NZ_MCZT01000040.1	GCF_002875845.1	1596	532	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730413.1	662	Vibrio lentus	54065	55525	+	NZ_MCZU01000018.1	GCF_002875785.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1671	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_065105494.1	136468	Vibrio lentus	55736	56731	+	NZ_MCZU01000018.1	GCF_002875785.1	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio lentus
WP_065105497.1	662	Vibrio lentus	60630	61367	+	NZ_MCZU01000018.1	GCF_002875785.1	738	246	WP_065105497.1	OBi1_02315	29.502	261	157	7	1	255	1	240	7.35e-16	85.5	dehydrogenase	4894	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_065105495.1	136468	Vibrio lentus	56963	58558	+	NZ_MCZU01000018.1	GCF_002875785.1	1596	532	WP_261839877.1	OBi1_02317	49.143	525	258	4	3	522	10	530	1.62e-178	523	permease	1227	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio lentus
WP_004730413.1	662	Vibrio lentus	352505	353965	-	NZ_MCZV01000001.1	GCF_002875825.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1206	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_029222845.1	662	Vibrio lentus	351299	352294	-	NZ_MCZV01000001.1	GCF_002875825.1	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017111918.1	662	Vibrio lentus	349472	351067	-	NZ_MCZV01000001.1	GCF_002875825.1	1596	532	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1827	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_016793644.1	47951	Vibrio cyclitrophicus	283725	285185	+	NZ_MCZW01000003.1	GCF_002875755.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1671	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cyclitrophicus
WP_016766778.1	47951	Vibrio cyclitrophicus	285396	286391	+	NZ_MCZW01000003.1	GCF_002875755.1	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cyclitrophicus
WP_016786459.1	662	Vibrio cyclitrophicus	286620	288227	+	NZ_MCZW01000003.1	GCF_002875755.1	1608	536	WP_261839877.1	OBi1_02317	49.143	525	258	4	3	522	10	530	1.62e-178	523	permease	1224	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730413.1	662	Vibrio splendidus	53530	54990	+	NZ_MCZX01000227.1	GCF_002876785.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1694	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730415.1	662	Vibrio splendidus	55224	56219	+	NZ_MCZX01000227.1	GCF_002876785.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730416.1	662	Vibrio splendidus	56451	58046	+	NZ_MCZX01000227.1	GCF_002876785.1	1596	532	WP_261839877.1	OBi1_02317	49.143	525	258	4	3	522	10	530	1.62e-178	523	permease	1227	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730413.1	662	Vibrio lentus	65380	66840	-	NZ_MCZY01000010.1	GCF_002875745.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	3033	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_029222845.1	662	Vibrio lentus	64174	65169	-	NZ_MCZY01000010.1	GCF_002875745.1	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	1827	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_065105497.1	662	Vibrio lentus	59538	60275	-	NZ_MCZY01000010.1	GCF_002875745.1	738	246	WP_065105497.1	OBi1_02315	29.502	261	157	7	1	255	1	240	7.35e-16	85.5	dehydrogenase	2809	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017111918.1	662	Vibrio lentus	62347	63942	-	NZ_MCZY01000010.1	GCF_002875745.1	1596	532	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730413.1	662	Vibrio lentus	349841	351301	+	NZ_MDAA01000045.1	GCF_002875715.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1671	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_029222845.1	662	Vibrio lentus	351512	352507	+	NZ_MDAA01000045.1	GCF_002875715.1	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017111918.1	662	Vibrio lentus	352739	354334	+	NZ_MDAA01000045.1	GCF_002875715.1	1596	532	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1227	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730413.1	662	Vibrio lentus	335849	337309	+	NZ_MDAC01000037.1	GCF_002876795.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1671	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_104211155.1	136468	Vibrio lentus	337520	338515	+	NZ_MDAC01000037.1	GCF_002876795.1	996	332	WP_122035874.1	OBi1_02318	63.58	324	118	0	1	324	1	324	4.54e-155	447	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio lentus
WP_065105497.1	662	Vibrio lentus	342414	343151	+	NZ_MDAC01000037.1	GCF_002876795.1	738	246	WP_065105497.1	OBi1_02315	29.502	261	157	7	1	255	1	240	7.35e-16	85.5	dehydrogenase	4894	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017111918.1	662	Vibrio lentus	338747	340342	+	NZ_MDAC01000037.1	GCF_002876795.1	1596	532	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1227	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017008219.1	188144	Enterovibrio norvegicus	72598	73032	+	NZ_MDAD01000076.1	GCF_002875635.1	435	145	WP_074927548.1	OBi1_02314	67.227	119	39	0	5	123	22	140	1.06e-51	170	RidA	2061	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
WP_017008218.1	188144	Enterovibrio norvegicus	73094	74542	+	NZ_MDAD01000076.1	GCF_002875635.1	1449	483	WP_017008218.1	OBi1_02319	63.711	485	169	1	1	485	1	478	0	636	aminoaldehyde dehydrogenase	1565	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
WP_017008217.1	188144	Enterovibrio norvegicus	74659	75648	+	NZ_MDAD01000076.1	GCF_002875635.1	990	330	WP_017008217.1	OBi1_02318	64.596	322	114	0	1	322	1	322	3.39e-156	450	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
WP_229491832.1	188144	Enterovibrio norvegicus	79153	79872	+	NZ_MDAD01000076.1	GCF_002875635.1	720	240	WP_229491832.1	OBi1_02315	27.734	256	164	5	1	255	2	237	6.23e-19	93.6	dehydrogenase	4494	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
WP_102310198.1	188144	Enterovibrio norvegicus	77423	79156	+	NZ_MDAD01000076.1	GCF_002875635.1	1734	578	WP_017008214.1	OBi1_02316	45.961	557	289	5	19	573	13	559	6.36e-178	525	hydroxylase	2764	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
WP_026024412.1	188144	Enterovibrio norvegicus	75740	77305	+	NZ_MDAD01000076.1	GCF_002875635.1	1566	522	WP_167482786.1	OBi1_02317	50.403	496	241	3	28	521	29	521	6.34e-174	511	permease	1081	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
WP_004730413.1	662	Vibrio lentus	349841	351301	+	NZ_MDAE01000002.1	GCF_002875625.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1671	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_029222845.1	662	Vibrio lentus	351512	352507	+	NZ_MDAE01000002.1	GCF_002875625.1	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017111918.1	662	Vibrio lentus	352739	354334	+	NZ_MDAE01000002.1	GCF_002875625.1	1596	532	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1227	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_198597596.1	188144	Enterovibrio norvegicus	84186	84596	+	NZ_MDAG01000057.1	GCF_002876705.1	411	137	WP_074927548.1	OBi1_02314	67.227	119	39	0	5	123	22	140	1.06e-51	170	RidA	2037	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
WP_102319077.1	188144	Enterovibrio norvegicus	84658	86106	+	NZ_MDAG01000057.1	GCF_002876705.1	1449	483	WP_017008218.1	OBi1_02319	63.711	485	169	1	1	485	1	478	0	636	aminoaldehyde dehydrogenase	1565	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
WP_102396562.1	188144	Enterovibrio norvegicus	86223	87212	+	NZ_MDAG01000057.1	GCF_002876705.1	990	330	WP_017008217.1	OBi1_02318	64.596	322	114	0	1	322	1	322	3.39e-156	450	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
WP_102319074.1	188144	Enterovibrio norvegicus	88988	90721	+	NZ_MDAG01000057.1	GCF_002876705.1	1734	578	WP_017008214.1	OBi1_02316	45.961	557	289	5	19	573	13	559	6.36e-178	525	hydroxylase	2765	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
WP_198597597.1	188144	Enterovibrio norvegicus	87304	88869	+	NZ_MDAG01000057.1	GCF_002876705.1	1566	522	WP_167482786.1	OBi1_02317	50.403	496	241	3	28	521	29	521	6.34e-174	511	permease	1081	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
WP_004730413.1	662	Vibrio lentus	11672	13132	-	NZ_MDAH01000001.1	GCF_002875665.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	3033	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_065105494.1	136468	Vibrio lentus	10466	11461	-	NZ_MDAH01000001.1	GCF_002875665.1	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	1827	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio lentus
WP_065105497.1	662	Vibrio lentus	5830	6567	-	NZ_MDAH01000001.1	GCF_002875665.1	738	246	WP_065105497.1	OBi1_02315	29.502	261	157	7	1	255	1	240	7.35e-16	85.5	dehydrogenase	2809	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_065105495.1	136468	Vibrio lentus	8639	10234	-	NZ_MDAH01000001.1	GCF_002875665.1	1596	532	WP_261839877.1	OBi1_02317	49.143	525	258	4	3	522	10	530	1.62e-178	523	permease	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio lentus
WP_102391785.1	188144	Enterovibrio norvegicus	82186	82596	+	NZ_MDAL01000040.1	GCF_002875545.1	411	137	WP_074927548.1	OBi1_02314	67.227	119	39	0	5	123	22	140	1.06e-51	170	RidA	472	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
WP_102319077.1	188144	Enterovibrio norvegicus	82658	84106	+	NZ_MDAL01000040.1	GCF_002875545.1	1449	483	WP_017008218.1	OBi1_02319	63.711	485	169	1	1	485	1	478	0	636	aminoaldehyde dehydrogenase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
WP_102391786.1	188144	Enterovibrio norvegicus	84222	85211	+	NZ_MDAL01000040.1	GCF_002875545.1	990	330	WP_017008217.1	OBi1_02318	64.596	322	114	0	1	322	1	322	3.39e-156	450	aminohydrolase	1564	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
WP_102391787.1	188144	Enterovibrio norvegicus	86987	88720	+	NZ_MDAL01000040.1	GCF_002875545.1	1734	578	WP_017008214.1	OBi1_02316	45.961	557	289	5	19	573	13	559	6.36e-178	525	hydroxylase	4329	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
WP_198597597.1	188144	Enterovibrio norvegicus	85303	86868	+	NZ_MDAL01000040.1	GCF_002875545.1	1566	522	WP_167482786.1	OBi1_02317	50.403	496	241	3	28	521	29	521	6.34e-174	511	permease	2645	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Enterovibrio norvegicus
WP_102398504.1	2614977	Vibrio sp. 10N.222.55.F9	33040	34500	+	NZ_MDAM01000139.1	GCF_002876665.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1667	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017060833.1	662	Vibrio sp. 10N.222.55.F9	34707	35702	+	NZ_MDAM01000139.1	GCF_002876665.1	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_102398505.1	2614977	Vibrio sp. 10N.222.55.F9	35933	37540	+	NZ_MDAM01000139.1	GCF_002876665.1	1608	536	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1226	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_102393758.1	2614977	Vibrio sp. 10N.222.55.C12	53722	55182	-	NZ_MDAN01000186.1	GCF_002875525.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1202	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017060833.1	662	Vibrio sp. 10N.222.55.C12	52520	53515	-	NZ_MDAN01000186.1	GCF_002875525.1	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017066850.1	662	Vibrio sp. 10N.222.55.C12	50682	52289	-	NZ_MDAN01000186.1	GCF_002875525.1	1608	536	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1838	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_029405889.1	662	Vibrio splendidus	63103	64563	+	NZ_MDAO01000068.1	GCF_002875495.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1694	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_102496046.1	29497	Vibrio splendidus	64797	65792	+	NZ_MDAO01000068.1	GCF_002875495.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio splendidus
WP_004730416.1	662	Vibrio splendidus	66024	67619	+	NZ_MDAO01000068.1	GCF_002875495.1	1596	532	WP_261839877.1	OBi1_02317	49.143	525	258	4	3	522	10	530	1.62e-178	523	permease	1227	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
