dataset,taxon_id,assembly_accession,isolation_source,geo_loc_name,env_broad_scale,env_local_scale,env_medium,geographic location (latitude),geographic location (longitude),lat_lon,geographic location (region and locality)
1447,670,GCA_023812865.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023812885.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023812905.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023812925.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023812945.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023812965.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023812985.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813005.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813025.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813045.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813065.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813075.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813105.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813125.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813145.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813165.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813185.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813205.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813225.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813245.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813265.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813285.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813305.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813325.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813345.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813365.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813385.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813405.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813425.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813445.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813465.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813485.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813505.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813525.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813545.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813565.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813585.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813605.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813625.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813645.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813665.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813685.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813705.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813725.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813745.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813765.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813785.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813805.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813825.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813845.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813865.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813885.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813905.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813925.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813945.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813965.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023813985.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814005.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814025.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814045.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814065.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814085.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814105.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814125.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814145.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814165.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814185.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814205.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814225.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814245.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814265.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814285.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814305.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814325.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814345.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814365.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814385.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814395.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814425.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814445.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814465.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814485.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814505.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814525.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814545.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814565.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814585.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814605.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814625.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814645.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814685.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814705.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814725.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023814745.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023817025.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023817105.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023817145.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023817185.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023817265.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023817305.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023817325.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023817365.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023817405.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023817425.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023817445.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023817465.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023817485.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023817665.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023817685.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023817705.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023817805.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023817845.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820605.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820625.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820645.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820665.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820685.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820705.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820725.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820745.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820765.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820785.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820805.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820825.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820845.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820865.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820885.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820905.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820925.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820945.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820965.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023820985.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821005.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821025.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821045.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821065.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821085.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821105.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821125.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821145.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821165.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821185.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821205.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821225.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821245.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821265.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821285.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821305.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821325.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821345.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821365.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821385.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821405.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821425.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821445.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821465.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821485.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821505.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821525.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821565.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821585.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821605.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821625.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821645.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821665.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821685.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821705.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821725.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821745.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821765.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821785.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821805.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821825.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821845.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821865.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821885.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821905.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023821925.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822325.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822345.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822365.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822385.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822405.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822505.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822525.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822545.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822565.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822585.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822605.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822625.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822645.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822705.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822725.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822745.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822765.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822785.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822805.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822825.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822845.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822855.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822885.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822905.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822915.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822945.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822965.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023822985.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823005.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823025.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823045.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823065.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823165.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823175.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823205.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823225.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823245.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823265.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823285.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823305.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823325.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823345.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823365.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823385.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823405.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823425.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823445.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823465.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823485.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823505.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823525.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823545.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823565.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823585.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823605.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823625.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023823645.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831335.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831355.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831375.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831395.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831415.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831435.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831445.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831475.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831495.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831515.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831535.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831555.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831575.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831595.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831615.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831635.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831655.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831675.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831695.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831715.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831735.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831755.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831775.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831795.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831815.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831835.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831855.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831865.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831895.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831915.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831935.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831955.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831975.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023831995.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832015.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832035.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832055.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832075.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832095.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832115.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832135.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832155.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832175.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832195.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832215.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832235.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832255.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832275.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832295.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832315.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832335.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832355.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832375.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832395.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832415.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832435.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832455.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832475.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832495.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832515.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832535.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832555.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832565.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832595.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832615.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832635.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832655.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832675.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832695.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832715.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832735.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832755.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832775.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832795.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832815.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832835.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832855.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832875.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832895.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832915.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832935.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832955.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832975.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023832995.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833015.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833035.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833055.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833075.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833095.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833115.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833125.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833155.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833175.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833195.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833215.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833235.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833255.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833275.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833295.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833315.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833335.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833355.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833375.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833395.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833415.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833435.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833455.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833475.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833495.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833515.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833535.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833555.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833575.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833595.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833615.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833635.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023833675.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023834775.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023834855.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023834875.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023834895.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023834955.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023834975.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835015.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835055.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835075.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835095.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835115.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835145.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835195.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835205.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835235.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835255.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835275.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835315.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835495.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835515.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835535.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835555.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835575.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835595.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023835635.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023836635.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023836655.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023836675.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023836695.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023836715.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023836735.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023836755.1,patient,China: Shenzhen,,,,,,NA,
