mass_feature,RT,mz,MS2,add_annotation,sample_fraction,replicate_name,adjusted_area,sample_set,treatment
HILICPos_17,11.073,129.06616,NA,NA,Dissolved,220302_Smp_OBi1_5,7578704.151246711,OBi1_set2,Homarine
HILICPos_17,11.073,129.06616,NA,NA,Dissolved,220302_Smp_OBi1_6,8427784.983837884,OBi1_set2,Homarine
HILICPos_17,11.073,129.06616,NA,NA,Dissolved,220302_Smp_OBi1_7,1907822.8928237995,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_17,11.073,129.06616,NA,NA,Dissolved,220302_Smp_OBi1_8,1954921.1531003949,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_17,11.073,129.06616,NA,NA,Dissolved,220302_Smp_OBi1_9,2725387.776698283,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_18,11.295,130.05017,NA,NA,Dissolved,220302_Smp_OBi1_1,11660486.244246218,OBi1_set2,Glucose + NH4
HILICPos_18,11.295,130.05017,NA,NA,Dissolved,220302_Smp_OBi1_2,13702045.652047744,OBi1_set2,Glucose + NH4
HILICPos_18,11.295,130.05017,NA,NA,Dissolved,220302_Smp_OBi1_3,13439185.38540577,OBi1_set2,Glucose + NH4
HILICPos_18,11.295,130.05017,NA,NA,Dissolved,220302_Smp_OBi1_4,6434983.632658074,OBi1_set2,Homarine
HILICPos_18,11.295,130.05017,NA,NA,Dissolved,220302_Smp_OBi1_5,5528210.434372039,OBi1_set2,Homarine
HILICPos_18,11.295,130.05017,NA,NA,Dissolved,220302_Smp_OBi1_6,5208020.892389137,OBi1_set2,Homarine
HILICPos_18,11.295,130.05017,NA,NA,Dissolved,220302_Smp_OBi1_7,13352045.91938321,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_18,11.295,130.05017,NA,NA,Dissolved,220302_Smp_OBi1_8,19309730.802019123,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_18,11.295,130.05017,NA,NA,Dissolved,220302_Smp_OBi1_9,24647676.66114704,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_19,10.59,130.05023,NA,NA,Dissolved,220302_Smp_OBi1_1,8520951,OBi1_set2,Glucose + NH4
HILICPos_19,10.59,130.05023,NA,NA,Dissolved,220302_Smp_OBi1_2,14309601,OBi1_set2,Glucose + NH4
HILICPos_19,10.59,130.05023,NA,NA,Dissolved,220302_Smp_OBi1_3,18327446,OBi1_set2,Glucose + NH4
HILICPos_19,10.59,130.05023,NA,NA,Dissolved,220302_Smp_OBi1_4,1244850,OBi1_set2,Homarine
HILICPos_19,10.59,130.05023,NA,NA,Dissolved,220302_Smp_OBi1_5,10767136,OBi1_set2,Homarine
HILICPos_19,10.59,130.05023,NA,NA,Dissolved,220302_Smp_OBi1_6,1286654,OBi1_set2,Homarine
HILICPos_19,10.59,130.05023,NA,NA,Dissolved,220302_Smp_OBi1_7,13561969,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_19,10.59,130.05023,NA,NA,Dissolved,220302_Smp_OBi1_8,20691802,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_19,10.59,130.05023,NA,NA,Dissolved,220302_Smp_OBi1_9,28170608,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_20,8.689,130.08656,NA,NA,Dissolved,220302_Smp_OBi1_1,1845965.9441889257,OBi1_set2,Glucose + NH4
HILICPos_20,8.689,130.08656,NA,NA,Dissolved,220302_Smp_OBi1_2,1928867.8452434652,OBi1_set2,Glucose + NH4
HILICPos_20,8.689,130.08656,NA,NA,Dissolved,220302_Smp_OBi1_3,1873226.156333547,OBi1_set2,Glucose + NH4
HILICPos_20,8.689,130.08656,NA,NA,Dissolved,220302_Smp_OBi1_4,3735243.83049228,OBi1_set2,Homarine
HILICPos_20,8.689,130.08656,NA,NA,Dissolved,220302_Smp_OBi1_5,3332054.268553966,OBi1_set2,Homarine
HILICPos_20,8.689,130.08656,NA,NA,Dissolved,220302_Smp_OBi1_6,3334790.5037480076,OBi1_set2,Homarine
HILICPos_20,8.689,130.08656,NA,NA,Dissolved,220302_Smp_OBi1_7,2429966.282799127,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_20,8.689,130.08656,NA,NA,Dissolved,220302_Smp_OBi1_8,2222128.986724667,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_20,8.689,130.08656,NA,NA,Dissolved,220302_Smp_OBi1_9,4366343.248959854,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_21,2.193,134.06039,NA,NA,Dissolved,220302_Smp_OBi1_1,852503.4142646397,OBi1_set2,Glucose + NH4
HILICPos_21,2.193,134.06039,NA,NA,Dissolved,220302_Smp_OBi1_2,944146.958278642,OBi1_set2,Glucose + NH4
HILICPos_21,2.193,134.06039,NA,NA,Dissolved,220302_Smp_OBi1_3,573187.6656111251,OBi1_set2,Glucose + NH4
HILICPos_21,2.193,134.06039,NA,NA,Dissolved,220302_Smp_OBi1_4,8194602.234403358,OBi1_set2,Homarine
HILICPos_21,2.193,134.06039,NA,NA,Dissolved,220302_Smp_OBi1_5,6784640.761103786,OBi1_set2,Homarine
HILICPos_21,2.193,134.06039,NA,NA,Dissolved,220302_Smp_OBi1_6,7354960.066556233,OBi1_set2,Homarine
HILICPos_21,2.193,134.06039,NA,NA,Dissolved,220302_Smp_OBi1_7,1155227.2291963112,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_21,2.193,134.06039,NA,NA,Dissolved,220302_Smp_OBi1_8,1678036.7125371017,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_21,2.193,134.06039,NA,NA,Dissolved,220302_Smp_OBi1_9,1271553.231890706,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_23,5.615,138.0551,52.18523:493177 58.03613:412604 59.35472:461832 66.13228:486149 67.0551:843656 77.20556:402922 78.03458:17704082 79.04261:767062 79.5208:426511 83.127:520786 92.05012:1126080 93.05815:1495226 94.06578:60488940 96.04503:65844392 98.43803:479213 106.02928:11072619 110.06049:1851669 124.03972:32011442 137.63354:2007063 137.93677:616893 138.05513:1309693568 138.17639:723703 138.47224:1031426,NA,Dissolved,220302_Smp_OBi1_1,71943851.69818561,OBi1_set2,Glucose + NH4
HILICPos_23,5.615,138.0551,52.18523:493177 58.03613:412604 59.35472:461832 66.13228:486149 67.0551:843656 77.20556:402922 78.03458:17704082 79.04261:767062 79.5208:426511 83.127:520786 92.05012:1126080 93.05815:1495226 94.06578:60488940 96.04503:65844392 98.43803:479213 106.02928:11072619 110.06049:1851669 124.03972:32011442 137.63354:2007063 137.93677:616893 138.05513:1309693568 138.17639:723703 138.47224:1031426,NA,Dissolved,220302_Smp_OBi1_2,28019864.092756085,OBi1_set2,Glucose + NH4
HILICPos_23,5.615,138.0551,52.18523:493177 58.03613:412604 59.35472:461832 66.13228:486149 67.0551:843656 77.20556:402922 78.03458:17704082 79.04261:767062 79.5208:426511 83.127:520786 92.05012:1126080 93.05815:1495226 94.06578:60488940 96.04503:65844392 98.43803:479213 106.02928:11072619 110.06049:1851669 124.03972:32011442 137.63354:2007063 137.93677:616893 138.05513:1309693568 138.17639:723703 138.47224:1031426,NA,Dissolved,220302_Smp_OBi1_3,23981205.02547921,OBi1_set2,Glucose + NH4
HILICPos_23,5.615,138.0551,52.18523:493177 58.03613:412604 59.35472:461832 66.13228:486149 67.0551:843656 77.20556:402922 78.03458:17704082 79.04261:767062 79.5208:426511 83.127:520786 92.05012:1126080 93.05815:1495226 94.06578:60488940 96.04503:65844392 98.43803:479213 106.02928:11072619 110.06049:1851669 124.03972:32011442 137.63354:2007063 137.93677:616893 138.05513:1309693568 138.17639:723703 138.47224:1031426,NA,Dissolved,220302_Smp_OBi1_4,796895555075.2802,OBi1_set2,Homarine
HILICPos_23,5.615,138.0551,52.18523:493177 58.03613:412604 59.35472:461832 66.13228:486149 67.0551:843656 77.20556:402922 78.03458:17704082 79.04261:767062 79.5208:426511 83.127:520786 92.05012:1126080 93.05815:1495226 94.06578:60488940 96.04503:65844392 98.43803:479213 106.02928:11072619 110.06049:1851669 124.03972:32011442 137.63354:2007063 137.93677:616893 138.05513:1309693568 138.17639:723703 138.47224:1031426,NA,Dissolved,220302_Smp_OBi1_5,790109767400.4034,OBi1_set2,Homarine
HILICPos_23,5.615,138.0551,52.18523:493177 58.03613:412604 59.35472:461832 66.13228:486149 67.0551:843656 77.20556:402922 78.03458:17704082 79.04261:767062 79.5208:426511 83.127:520786 92.05012:1126080 93.05815:1495226 94.06578:60488940 96.04503:65844392 98.43803:479213 106.02928:11072619 110.06049:1851669 124.03972:32011442 137.63354:2007063 137.93677:616893 138.05513:1309693568 138.17639:723703 138.47224:1031426,NA,Dissolved,220302_Smp_OBi1_6,762407005690.8823,OBi1_set2,Homarine
HILICPos_23,5.615,138.0551,52.18523:493177 58.03613:412604 59.35472:461832 66.13228:486149 67.0551:843656 77.20556:402922 78.03458:17704082 79.04261:767062 79.5208:426511 83.127:520786 92.05012:1126080 93.05815:1495226 94.06578:60488940 96.04503:65844392 98.43803:479213 106.02928:11072619 110.06049:1851669 124.03972:32011442 137.63354:2007063 137.93677:616893 138.05513:1309693568 138.17639:723703 138.47224:1031426,NA,Dissolved,220302_Smp_OBi1_7,32749008861.76378,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_23,5.615,138.0551,52.18523:493177 58.03613:412604 59.35472:461832 66.13228:486149 67.0551:843656 77.20556:402922 78.03458:17704082 79.04261:767062 79.5208:426511 83.127:520786 92.05012:1126080 93.05815:1495226 94.06578:60488940 96.04503:65844392 98.43803:479213 106.02928:11072619 110.06049:1851669 124.03972:32011442 137.63354:2007063 137.93677:616893 138.05513:1309693568 138.17639:723703 138.47224:1031426,NA,Dissolved,220302_Smp_OBi1_8,28515971817.04587,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_23,5.615,138.0551,52.18523:493177 58.03613:412604 59.35472:461832 66.13228:486149 67.0551:843656 77.20556:402922 78.03458:17704082 79.04261:767062 79.5208:426511 83.127:520786 92.05012:1126080 93.05815:1495226 94.06578:60488940 96.04503:65844392 98.43803:479213 106.02928:11072619 110.06049:1851669 124.03972:32011442 137.63354:2007063 137.93677:616893 138.05513:1309693568 138.17639:723703 138.47224:1031426,NA,Dissolved,220302_Smp_OBi1_9,24587659897.794346,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_34,9.469,143.08163,52.28625:10499 52.85187:8474 56.05033:106730 57.27992:8508 61.80504:8563 62.52309:8699 65.6118:10495 68.04813:15577 68.05023:284233 70.1653:8709 73.07677:149115 73.21148:8537 80.6215:10052 84.04505:30951 87.5862:9726 93.63763:9279 96.82823:11349 97.07658:6955230 100.11255:12904 101.07147:944755 102.0554:36060 125.0711:51675 142.63762:25664 142.95662:13067 143.08163:14967626 143.15442:19496,[M+H]+,Dissolved,220302_Smp_OBi1_1,1187975168,OBi1_set2,Glucose + NH4
HILICPos_34,9.469,143.08163,52.28625:10499 52.85187:8474 56.05033:106730 57.27992:8508 61.80504:8563 62.52309:8699 65.6118:10495 68.04813:15577 68.05023:284233 70.1653:8709 73.07677:149115 73.21148:8537 80.6215:10052 84.04505:30951 87.5862:9726 93.63763:9279 96.82823:11349 97.07658:6955230 100.11255:12904 101.07147:944755 102.0554:36060 125.0711:51675 142.63762:25664 142.95662:13067 143.08163:14967626 143.15442:19496,[M+H]+,Dissolved,220302_Smp_OBi1_2,1567202176,OBi1_set2,Glucose + NH4
HILICPos_34,9.469,143.08163,52.28625:10499 52.85187:8474 56.05033:106730 57.27992:8508 61.80504:8563 62.52309:8699 65.6118:10495 68.04813:15577 68.05023:284233 70.1653:8709 73.07677:149115 73.21148:8537 80.6215:10052 84.04505:30951 87.5862:9726 93.63763:9279 96.82823:11349 97.07658:6955230 100.11255:12904 101.07147:944755 102.0554:36060 125.0711:51675 142.63762:25664 142.95662:13067 143.08163:14967626 143.15442:19496,[M+H]+,Dissolved,220302_Smp_OBi1_3,1781899392,OBi1_set2,Glucose + NH4
HILICPos_34,9.469,143.08163,52.28625:10499 52.85187:8474 56.05033:106730 57.27992:8508 61.80504:8563 62.52309:8699 65.6118:10495 68.04813:15577 68.05023:284233 70.1653:8709 73.07677:149115 73.21148:8537 80.6215:10052 84.04505:30951 87.5862:9726 93.63763:9279 96.82823:11349 97.07658:6955230 100.11255:12904 101.07147:944755 102.0554:36060 125.0711:51675 142.63762:25664 142.95662:13067 143.08163:14967626 143.15442:19496,[M+H]+,Dissolved,220302_Smp_OBi1_4,295942368,OBi1_set2,Homarine
HILICPos_34,9.469,143.08163,52.28625:10499 52.85187:8474 56.05033:106730 57.27992:8508 61.80504:8563 62.52309:8699 65.6118:10495 68.04813:15577 68.05023:284233 70.1653:8709 73.07677:149115 73.21148:8537 80.6215:10052 84.04505:30951 87.5862:9726 93.63763:9279 96.82823:11349 97.07658:6955230 100.11255:12904 101.07147:944755 102.0554:36060 125.0711:51675 142.63762:25664 142.95662:13067 143.08163:14967626 143.15442:19496,[M+H]+,Dissolved,220302_Smp_OBi1_5,287789248,OBi1_set2,Homarine
HILICPos_34,9.469,143.08163,52.28625:10499 52.85187:8474 56.05033:106730 57.27992:8508 61.80504:8563 62.52309:8699 65.6118:10495 68.04813:15577 68.05023:284233 70.1653:8709 73.07677:149115 73.21148:8537 80.6215:10052 84.04505:30951 87.5862:9726 93.63763:9279 96.82823:11349 97.07658:6955230 100.11255:12904 101.07147:944755 102.0554:36060 125.0711:51675 142.63762:25664 142.95662:13067 143.08163:14967626 143.15442:19496,[M+H]+,Dissolved,220302_Smp_OBi1_6,267820192,OBi1_set2,Homarine
HILICPos_34,9.469,143.08163,52.28625:10499 52.85187:8474 56.05033:106730 57.27992:8508 61.80504:8563 62.52309:8699 65.6118:10495 68.04813:15577 68.05023:284233 70.1653:8709 73.07677:149115 73.21148:8537 80.6215:10052 84.04505:30951 87.5862:9726 93.63763:9279 96.82823:11349 97.07658:6955230 100.11255:12904 101.07147:944755 102.0554:36060 125.0711:51675 142.63762:25664 142.95662:13067 143.08163:14967626 143.15442:19496,[M+H]+,Dissolved,220302_Smp_OBi1_7,767026112,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_34,9.469,143.08163,52.28625:10499 52.85187:8474 56.05033:106730 57.27992:8508 61.80504:8563 62.52309:8699 65.6118:10495 68.04813:15577 68.05023:284233 70.1653:8709 73.07677:149115 73.21148:8537 80.6215:10052 84.04505:30951 87.5862:9726 93.63763:9279 96.82823:11349 97.07658:6955230 100.11255:12904 101.07147:944755 102.0554:36060 125.0711:51675 142.63762:25664 142.95662:13067 143.08163:14967626 143.15442:19496,[M+H]+,Dissolved,220302_Smp_OBi1_8,682682880,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_34,9.469,143.08163,52.28625:10499 52.85187:8474 56.05033:106730 57.27992:8508 61.80504:8563 62.52309:8699 65.6118:10495 68.04813:15577 68.05023:284233 70.1653:8709 73.07677:149115 73.21148:8537 80.6215:10052 84.04505:30951 87.5862:9726 93.63763:9279 96.82823:11349 97.07658:6955230 100.11255:12904 101.07147:944755 102.0554:36060 125.0711:51675 142.63762:25664 142.95662:13067 143.08163:14967626 143.15442:19496,[M+H]+,Dissolved,220302_Smp_OBi1_9,1427683072,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_35,9.222,144.06583,52.60687:8024 57.54947:7957 61.03299:8268 64.21754:7919 70.06582:21259 77.72617:7854 77.72945:7071 84.0448:8255 88.07629:16486 89.71011:7157 91.25063:8422 98.06063:761008 98.09698:8306 99.01942:9723 99.05583:22335 99.8882:6737 116.07091:19080 120.81936:7288 123.99976:9187 124.02328:6774 127.05048:29921 132.26212:7433 140.7506:7629 144.06577:239716 144.08041:10183 144.13852:11611,NA,Dissolved,220302_Smp_OBi1_1,85018744,OBi1_set2,Glucose + NH4
HILICPos_35,9.222,144.06583,52.60687:8024 57.54947:7957 61.03299:8268 64.21754:7919 70.06582:21259 77.72617:7854 77.72945:7071 84.0448:8255 88.07629:16486 89.71011:7157 91.25063:8422 98.06063:761008 98.09698:8306 99.01942:9723 99.05583:22335 99.8882:6737 116.07091:19080 120.81936:7288 123.99976:9187 124.02328:6774 127.05048:29921 132.26212:7433 140.7506:7629 144.06577:239716 144.08041:10183 144.13852:11611,NA,Dissolved,220302_Smp_OBi1_2,110665576,OBi1_set2,Glucose + NH4
HILICPos_35,9.222,144.06583,52.60687:8024 57.54947:7957 61.03299:8268 64.21754:7919 70.06582:21259 77.72617:7854 77.72945:7071 84.0448:8255 88.07629:16486 89.71011:7157 91.25063:8422 98.06063:761008 98.09698:8306 99.01942:9723 99.05583:22335 99.8882:6737 116.07091:19080 120.81936:7288 123.99976:9187 124.02328:6774 127.05048:29921 132.26212:7433 140.7506:7629 144.06577:239716 144.08041:10183 144.13852:11611,NA,Dissolved,220302_Smp_OBi1_3,124469736,OBi1_set2,Glucose + NH4
HILICPos_35,9.222,144.06583,52.60687:8024 57.54947:7957 61.03299:8268 64.21754:7919 70.06582:21259 77.72617:7854 77.72945:7071 84.0448:8255 88.07629:16486 89.71011:7157 91.25063:8422 98.06063:761008 98.09698:8306 99.01942:9723 99.05583:22335 99.8882:6737 116.07091:19080 120.81936:7288 123.99976:9187 124.02328:6774 127.05048:29921 132.26212:7433 140.7506:7629 144.06577:239716 144.08041:10183 144.13852:11611,NA,Dissolved,220302_Smp_OBi1_4,31426194,OBi1_set2,Homarine
HILICPos_35,9.222,144.06583,52.60687:8024 57.54947:7957 61.03299:8268 64.21754:7919 70.06582:21259 77.72617:7854 77.72945:7071 84.0448:8255 88.07629:16486 89.71011:7157 91.25063:8422 98.06063:761008 98.09698:8306 99.01942:9723 99.05583:22335 99.8882:6737 116.07091:19080 120.81936:7288 123.99976:9187 124.02328:6774 127.05048:29921 132.26212:7433 140.7506:7629 144.06577:239716 144.08041:10183 144.13852:11611,NA,Dissolved,220302_Smp_OBi1_5,66367944,OBi1_set2,Homarine
HILICPos_35,9.222,144.06583,52.60687:8024 57.54947:7957 61.03299:8268 64.21754:7919 70.06582:21259 77.72617:7854 77.72945:7071 84.0448:8255 88.07629:16486 89.71011:7157 91.25063:8422 98.06063:761008 98.09698:8306 99.01942:9723 99.05583:22335 99.8882:6737 116.07091:19080 120.81936:7288 123.99976:9187 124.02328:6774 127.05048:29921 132.26212:7433 140.7506:7629 144.06577:239716 144.08041:10183 144.13852:11611,NA,Dissolved,220302_Smp_OBi1_6,28707670,OBi1_set2,Homarine
HILICPos_35,9.222,144.06583,52.60687:8024 57.54947:7957 61.03299:8268 64.21754:7919 70.06582:21259 77.72617:7854 77.72945:7071 84.0448:8255 88.07629:16486 89.71011:7157 91.25063:8422 98.06063:761008 98.09698:8306 99.01942:9723 99.05583:22335 99.8882:6737 116.07091:19080 120.81936:7288 123.99976:9187 124.02328:6774 127.05048:29921 132.26212:7433 140.7506:7629 144.06577:239716 144.08041:10183 144.13852:11611,NA,Dissolved,220302_Smp_OBi1_7,54681832,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_35,9.222,144.06583,52.60687:8024 57.54947:7957 61.03299:8268 64.21754:7919 70.06582:21259 77.72617:7854 77.72945:7071 84.0448:8255 88.07629:16486 89.71011:7157 91.25063:8422 98.06063:761008 98.09698:8306 99.01942:9723 99.05583:22335 99.8882:6737 116.07091:19080 120.81936:7288 123.99976:9187 124.02328:6774 127.05048:29921 132.26212:7433 140.7506:7629 144.06577:239716 144.08041:10183 144.13852:11611,NA,Dissolved,220302_Smp_OBi1_8,49602380,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_35,9.222,144.06583,52.60687:8024 57.54947:7957 61.03299:8268 64.21754:7919 70.06582:21259 77.72617:7854 77.72945:7071 84.0448:8255 88.07629:16486 89.71011:7157 91.25063:8422 98.06063:761008 98.09698:8306 99.01942:9723 99.05583:22335 99.8882:6737 116.07091:19080 120.81936:7288 123.99976:9187 124.02328:6774 127.05048:29921 132.26212:7433 140.7506:7629 144.06577:239716 144.08041:10183 144.13852:11611,NA,Dissolved,220302_Smp_OBi1_9,102881416,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_36,2.442,144.98242,NA,[M+H]+,Dissolved,220302_Smp_OBi1_1,22357341.277072378,OBi1_set2,Glucose + NH4
HILICPos_36,2.442,144.98242,NA,[M+H]+,Dissolved,220302_Smp_OBi1_2,59596230.61092073,OBi1_set2,Glucose + NH4
HILICPos_36,2.442,144.98242,NA,[M+H]+,Dissolved,220302_Smp_OBi1_3,13174147.340079084,OBi1_set2,Glucose + NH4
HILICPos_36,2.442,144.98242,NA,[M+H]+,Dissolved,220302_Smp_OBi1_4,1850286614.1177623,OBi1_set2,Homarine
HILICPos_36,2.442,144.98242,NA,[M+H]+,Dissolved,220302_Smp_OBi1_5,379479809.3371356,OBi1_set2,Homarine
HILICPos_36,2.442,144.98242,NA,[M+H]+,Dissolved,220302_Smp_OBi1_6,518035919.9139513,OBi1_set2,Homarine
HILICPos_36,2.442,144.98242,NA,[M+H]+,Dissolved,220302_Smp_OBi1_7,35512194.86768015,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_36,2.442,144.98242,NA,[M+H]+,Dissolved,220302_Smp_OBi1_8,26900869.71617417,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_36,2.442,144.98242,NA,[M+H]+,Dissolved,220302_Smp_OBi1_9,123269004.62769884,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_39,4.087,146.08138,NA,NA,Dissolved,220302_Smp_OBi1_1,3311555.608452289,OBi1_set2,Glucose + NH4
HILICPos_39,4.087,146.08138,NA,NA,Dissolved,220302_Smp_OBi1_2,32710316.937634725,OBi1_set2,Glucose + NH4
HILICPos_39,4.087,146.08138,NA,NA,Dissolved,220302_Smp_OBi1_3,2756670.790379287,OBi1_set2,Glucose + NH4
HILICPos_39,4.087,146.08138,NA,NA,Dissolved,220302_Smp_OBi1_4,1804713.0521906735,OBi1_set2,Homarine
HILICPos_39,4.087,146.08138,NA,NA,Dissolved,220302_Smp_OBi1_5,1112973.4379571832,OBi1_set2,Homarine
HILICPos_39,4.087,146.08138,NA,NA,Dissolved,220302_Smp_OBi1_6,7273277.767565303,OBi1_set2,Homarine
HILICPos_39,4.087,146.08138,NA,NA,Dissolved,220302_Smp_OBi1_7,2427578.6092289872,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_39,4.087,146.08138,NA,NA,Dissolved,220302_Smp_OBi1_8,50859389.12080282,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_39,4.087,146.08138,NA,NA,Dissolved,220302_Smp_OBi1_9,2784282.605628173,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_41,3.346,147.05563,NA,NA,Dissolved,220302_Smp_OBi1_1,15420713.84334043,OBi1_set2,Glucose + NH4
HILICPos_41,3.346,147.05563,NA,NA,Dissolved,220302_Smp_OBi1_2,16549788.266498204,OBi1_set2,Glucose + NH4
HILICPos_41,3.346,147.05563,NA,NA,Dissolved,220302_Smp_OBi1_3,1174464.7813721,OBi1_set2,Glucose + NH4
HILICPos_41,3.346,147.05563,NA,NA,Dissolved,220302_Smp_OBi1_4,6129644.1228593625,OBi1_set2,Homarine
HILICPos_41,3.346,147.05563,NA,NA,Dissolved,220302_Smp_OBi1_5,14023967.822810644,OBi1_set2,Homarine
HILICPos_41,3.346,147.05563,NA,NA,Dissolved,220302_Smp_OBi1_6,3497194.8120932807,OBi1_set2,Homarine
HILICPos_41,3.346,147.05563,NA,NA,Dissolved,220302_Smp_OBi1_7,1368615.037855857,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_41,3.346,147.05563,NA,NA,Dissolved,220302_Smp_OBi1_8,12142824.894508094,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_41,3.346,147.05563,NA,NA,Dissolved,220302_Smp_OBi1_9,1565768.8836055738,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_42,10.793,147.07669,NA,NA,Dissolved,220302_Smp_OBi1_1,13385659.176255789,OBi1_set2,Glucose + NH4
HILICPos_42,10.793,147.07669,NA,NA,Dissolved,220302_Smp_OBi1_2,18670910.126437377,OBi1_set2,Glucose + NH4
HILICPos_42,10.793,147.07669,NA,NA,Dissolved,220302_Smp_OBi1_3,22409762.806993105,OBi1_set2,Glucose + NH4
HILICPos_42,10.793,147.07669,NA,NA,Dissolved,220302_Smp_OBi1_4,3116127.165530029,OBi1_set2,Homarine
HILICPos_42,10.793,147.07669,NA,NA,Dissolved,220302_Smp_OBi1_5,1618391.1803940376,OBi1_set2,Homarine
HILICPos_42,10.793,147.07669,NA,NA,Dissolved,220302_Smp_OBi1_6,2131879.292549427,OBi1_set2,Homarine
HILICPos_42,10.793,147.07669,NA,NA,Dissolved,220302_Smp_OBi1_7,18255766.8155481,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_42,10.793,147.07669,NA,NA,Dissolved,220302_Smp_OBi1_8,40891713.87754868,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_42,10.793,147.07669,NA,NA,Dissolved,220302_Smp_OBi1_9,36817627.95029078,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_43,11.3,148.06058,53.68045:6913 56.98752:7254 57.50726:6741 61.83737:7145 64.28072:6465 65.84127:7899 82.09207:7877 84.0451:255754 89.47714:6492 102.05559:44513 106.8399:6871 130.05011:18767 144.55798:7392 148.08713:11118 148.11258:12045,[M+H]+,Dissolved,220302_Smp_OBi1_1,58283678.171240866,OBi1_set2,Glucose + NH4
HILICPos_43,11.3,148.06058,53.68045:6913 56.98752:7254 57.50726:6741 61.83737:7145 64.28072:6465 65.84127:7899 82.09207:7877 84.0451:255754 89.47714:6492 102.05559:44513 106.8399:6871 130.05011:18767 144.55798:7392 148.08713:11118 148.11258:12045,[M+H]+,Dissolved,220302_Smp_OBi1_2,66514982.4722879,OBi1_set2,Glucose + NH4
HILICPos_43,11.3,148.06058,53.68045:6913 56.98752:7254 57.50726:6741 61.83737:7145 64.28072:6465 65.84127:7899 82.09207:7877 84.0451:255754 89.47714:6492 102.05559:44513 106.8399:6871 130.05011:18767 144.55798:7392 148.08713:11118 148.11258:12045,[M+H]+,Dissolved,220302_Smp_OBi1_3,66929124.793448225,OBi1_set2,Glucose + NH4
HILICPos_43,11.3,148.06058,53.68045:6913 56.98752:7254 57.50726:6741 61.83737:7145 64.28072:6465 65.84127:7899 82.09207:7877 84.0451:255754 89.47714:6492 102.05559:44513 106.8399:6871 130.05011:18767 144.55798:7392 148.08713:11118 148.11258:12045,[M+H]+,Dissolved,220302_Smp_OBi1_4,29952320.575435232,OBi1_set2,Homarine
HILICPos_43,11.3,148.06058,53.68045:6913 56.98752:7254 57.50726:6741 61.83737:7145 64.28072:6465 65.84127:7899 82.09207:7877 84.0451:255754 89.47714:6492 102.05559:44513 106.8399:6871 130.05011:18767 144.55798:7392 148.08713:11118 148.11258:12045,[M+H]+,Dissolved,220302_Smp_OBi1_5,25929044.750715524,OBi1_set2,Homarine
HILICPos_43,11.3,148.06058,53.68045:6913 56.98752:7254 57.50726:6741 61.83737:7145 64.28072:6465 65.84127:7899 82.09207:7877 84.0451:255754 89.47714:6492 102.05559:44513 106.8399:6871 130.05011:18767 144.55798:7392 148.08713:11118 148.11258:12045,[M+H]+,Dissolved,220302_Smp_OBi1_6,24453932.73183774,OBi1_set2,Homarine
HILICPos_43,11.3,148.06058,53.68045:6913 56.98752:7254 57.50726:6741 61.83737:7145 64.28072:6465 65.84127:7899 82.09207:7877 84.0451:255754 89.47714:6492 102.05559:44513 106.8399:6871 130.05011:18767 144.55798:7392 148.08713:11118 148.11258:12045,[M+H]+,Dissolved,220302_Smp_OBi1_7,66819372.38056201,OBi1_set2,Glucose + NH4 + Homarine
