Assembly,Nucleotide Accesion,homA_location,homB_location,homC_location,homD_location,homE_location,gene_arrangement,Kingdom,Phylum,Class,Order,Family,Genus,Species,Biosample ID,Bioproject Accession,Geographic Location,Isolation Source,Isolation Source Standardized,Environmental Source Standardized,Latitude,Longitude,Notes
GCF_024745675.1,NZ_JANFSY010000010.1,251986-252717,250250-251989,247432-248418,245904-247364,245411-245809,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio harveyi,SAMN28767348,PRJNA843723,Viet Nam,raw shrimp,non-environmental,other,NA,NA,NA
GCF_024745815.1,NZ_JANFTG010000019.1,349321-350052,347588-349324,344786-345775,343256-344716,342784-343182,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN28767340,PRJNA843723,Mexico,raw shrimp,non-environmental,other,NA,NA,NA
GCF_024745855.1,NZ_JANFTH010000067.1,51639-52370,49906-51642,47104-48093,45574-47034,45102-45500,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN28767339,PRJNA843723,Mexico,raw shrimp,non-environmental,other,NA,NA,NA
GCF_024746015.1,NZ_JANFTQ010000065.1,120024-120755,118291-120024,115436-116425,113908-115368,113417-113815,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio campbellii,SAMN28767330,PRJNA843723,India,raw shrimp,non-environmental,other,22,79,lat lon derived from geographic location name
GCF_024746035.1,NZ_JANFTR010000009.1,175061-175792,173328-175064,170525-171514,168995-170455,168524-168922,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio antiquarius,SAMN28767329,PRJNA843723,Mexico,raw shrimp,non-environmental,other,NA,NA,NA
GCF_024746045.1,NZ_JANFTS010000061.1,64134-64865,64862-66598,68412-69401,69471-70931,71004-71402,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio antiquarius,SAMN28767328,PRJNA843723,Mexico,raw shrimp,non-environmental,other,NA,NA,NA
GCF_024746095.1,NZ_JANFTV010000013.1,56774-57505,57502-59238,61051-62040,62110-63570,63644-64042,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN28767325,PRJNA843723,Bangladesh,raw shrimp,non-environmental,other,NA,NA,NA
GCF_024746245.1,NZ_JANFTX010000004.1,169319-170050,167586-169322,164784-165773,163254-164714,162783-163181,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio antiquarius,SAMN28767323,PRJNA843723,Viet Nam,raw shrimp,non-environmental,other,NA,NA,NA
GCF_024746235.1,NZ_JANFTZ010000001.1,132940-133671,133668-135404,137217-138206,138276-139736,139809-140207,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio antiquarius,SAMN28767321,PRJNA843723,India,raw shrimp,non-environmental,other,22,79,lat lon derived from geographic location name
GCF_024746275.1,NZ_JANFUA010000037.1,201436-202167,199703-201439,196901-197890,195371-196831,194900-195298,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio antiquarius,SAMN28767320,PRJNA843723,Indonesia,raw shrimp,non-environmental,other,NA,NA,NA
GCF_024746315.1,NZ_JANFUD010000056.1,132560-133291,133288-135024,136837-137826,137896-139356,139430-139828,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN28767317,PRJNA843723,India,raw shrimp,non-environmental,other,22,79,lat lon derived from geographic location name
GCF_024746155.1,NZ_JANFUE010000020.1,559-1290,1287-3026,4858-5844,5912-7372,7467-7865,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio owensii,SAMN28767316,PRJNA843723,Mexico,raw shrimp,non-environmental,other,NA,NA,NA
GCF_024746375.1,NZ_JANFUG010000024.1,109153-109884,109881-111617,113430-114419,114489-115949,116025-116423,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN28767314,PRJNA843723,Viet Nam,raw shrimp,non-environmental,other,NA,NA,NA
GCF_024746395.1,NZ_JANFUH010000004.1,34691-35422,35419-37155,38968-39957,40027-41487,41561-41959,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN28767313,PRJNA843723,USA,raw shrimp,non-environmental,other,NA,NA,NA
GCF_024746195.1,NZ_JANFUI010000035.1,9935-10666,10663-12399,14213-15202,15272-16732,16805-17203,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio antiquarius,SAMN28767312,PRJNA843723,Viet Nam,raw shrimp,non-environmental,other,NA,NA,NA
GCF_024746615.1,NZ_JANFUT010000066.1,8235-8966,6502-8238,3700-4689,2170-3630,1698-2096,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN28767301,PRJNA843723,Thailand,raw shrimp,non-environmental,other,NA,NA,NA
GCF_024746585.1,NZ_JANFUU010000048.1,121187-121918,121915-123651,125463-126452,126522-127982,128055-128453,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio antiquarius,SAMN28767300,PRJNA843723,Peru,raw shrimp,non-environmental,other,NA,NA,NA
GCF_024746635.1,NZ_JANFUW010000037.1,107725-108456,108453-110189,112002-112991,113061-114521,114597-114995,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN28767298,PRJNA843723,Ecuador,raw shrimp,non-environmental,other,NA,NA,NA
GCF_024746715.1,NZ_JANFUZ010000031.1,64283-65014,65011-66747,68561-69550,69620-71080,71153-71551,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio antiquarius,SAMN28767295,PRJNA843723,Mexico,raw shrimp,non-environmental,other,NA,NA,NA
GCF_024746755.1,NZ_JANFVA010000066.1,110673-111404,108940-110676,106138-107127,104608-106068,104136-104534,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN28767294,PRJNA843723,Viet Nam,raw shrimp,non-environmental,other,NA,NA,NA
GCF_028682095.1,NZ_JANHKQ010000024.1,35703-36398,34006-35700,31387-32373,29931-31373,36427-36798,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855464,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682175.1,NZ_JANHKS010000002.1,95446-96099,96080-97774,99456-100517,100514-101965,95054-95416,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855460,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682195.1,NZ_JANHKT010000013.1,136532-137227,137230-138924,140557-141543,141557-142999,136132-136503,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855458,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682215.1,NZ_JANHKU010000007.1,80374-81069,81072-82766,84399-85385,85399-86841,79974-80345,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855456,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682255.1,NZ_JANHKV010000002.1,54786-55481,55484-57178,58811-59797,59811-61253,54387-54758,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855455,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682275.1,NZ_JANHKW010000016.1,69402-70097,67705-69399,65086-66072,63630-65072,70125-70496,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855454,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682295.1,NZ_JANHKX010000002.1,153789-154484,152092-153786,149473-150459,148017-149459,154512-154883,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855453,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682345.1,NZ_JANHKY010000003.1,73060-73755,73758-75452,77085-78071,78085-79527,72661-73032,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855452,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682315.1,NZ_JANHKZ010000010.1,131606-132301,129909-131603,127290-128276,125834-127276,132329-132700,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855451,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682335.1,NZ_JANHLA010000001.1,68437-69132,69135-70829,72462-73448,73462-74904,68038-68409,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855449,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682375.1,NZ_JANHLB010000005.1,28380-29075,29078-30772,32405-33391,33405-34847,27981-28352,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855448,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682505.1,NZ_JANHLF010000011.1,184532-185227,182835-184529,180216-181202,178760-180202,185256-185627,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855441,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682545.1,NZ_JANHLG010000021.1,41648-42343,42346-44040,45673-46659,46673-48115,41249-41620,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855440,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682535.1,NZ_JANHLH010000002.1,285760-286455,284063-285757,281444-282430,279988-281430,286483-286854,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855439,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682635.1,NZ_JANHLK010000045.1,9096-9809,9811-11526,13209-14195,14209-15651,8675-9067,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855434,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682675.1,NZ_JANHLL010000012.1,138743-139438,139441-141135,142768-143754,143768-145210,138343-138714,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855432,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682745.1,NZ_JANHLM010000002.1,112930-113625,113628-115322,116955-117941,117955-119397,112531-112902,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855429,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682795.1,NZ_JANHLN010000010.1,149616-150311,147919-149613,145300-146286,143844-145286,150339-150710,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855427,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682805.1,NZ_JANHLO010000012.1,117319-118014,115622-117316,113003-113989,111547-112989,118043-118414,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855426,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682155.1,NZ_JANIAG010000060.1,17083-17775,17778-19472,21106-22092,22106-23548,16684-17055,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. 39004,SAMN29855465,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682615.1,NZ_JANIAL010000007.1,64707-65402,65405-67099,68731-69717,69731-71164,64306-64677,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas guariconensis,SAMN29855436,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_028682425.1,NZ_JANIBB010000006.1,28380-29075,29078-30772,32405-33391,33405-34847,27981-28352,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN29855446,PRJNA860640,USA,unknown,unknown,NA,NA,NA,NA
GCF_024518815.1,NZ_JANIGI010000001.1,776818-777555,777552-779363,781485-782480,782738-784198,784388-784786,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus,SAMN30000167,PRJNA862725,"USA: Bar Harbor, ME MDIBL",NA,unknown,NA,NA,NA,NA
GCF_024581015.1,NZ_JANIJW010000001.1,1072935-1073666,1073663-1075399,1077212-1078201,1078271-1079731,1079804-1080202,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio diabolicus,SAMN30000174,PRJNA862725,"USA: Bar Harbor, ME MDIBL",NA,unknown,NA,NA,NA,NA
GCF_024509055.1,NZ_JANINM010000180.1,5281-5862,5859-7511,10988-11962,9543-10991,NA,homABDC,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp.,SAMN29921374,PRJNA849167,Brazil: Eastern Amazon,forest soil,environmental,soil,-2.855444,-54.958361,NA
GCF_041414805.1,NZ_JANKJL010000005.1,28546-29346,25827-27545,27545-28564,29379-30851,NA,homBCAD,Bacillati,Bacillota,Bacilli,Bacillales,Caryophanaceae,Sporosarcina,Sporosarcina sp. OR05,SAMN30118164,PRJNA865527,Thailand: Gulf of Thailand,marine sediment,environmental,marine,11.74502,100.74502,NA
GCF_027568395.1,NZ_JANKZL010000013.1,170868-171605,169150-170871,171602-172573,164660-166099,NA,homCABD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aminobacter,Aminobacter sp. HY435,SAMN30157604,PRJNA866197,China,feces,non-environmental,other,NA,NA,NA
GCF_025466065.1,NZ_JANLOC010000017.1,62097-62750,62731-64425,66108-67157,67154-68605,61694-62053,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,SAMN29612879,PRJNA857029,USA:Virginia,white-tailed deer feces,non-environmental,other,37.37712,-80.522,NA
GCF_025466085.1,NZ_JANLOD010000049.1,227404-228132,228132-229850,231537-232523,232537-233979,226998-227372,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. 14P_8.1_Bac3,SAMN29612878,PRJNA857029,USA:Virginia,white-tailed deer feces,non-environmental,other,37.3768,-80.52007,NA
GCF_030728825.1,NZ_JANQYU010000036.1,18582-18902,16591-18264,15590-16594,14139-15593,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cypionkella,Cypionkella sp.,SAMN29881382,PRJNA855638,"Sweden: Baltic Sea coastal region, Kalmar Sound",sea-surface microlayer,environmental,marine,56.499599,16.268659,NA
GCF_032335075.1,NZ_JANSLM010000004.1,431168-431902,431910-433682,435328-436374,436392-437834,430747-431181,homDCBAE,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia fungorum,SAMN30403760,PRJNA871077,South Korea,acidic soil,environmental,soil,36.5,127.75,lat lon derived from geographic location name
GCF_024807695.1,NZ_JANUDS010000001.1,179565-180260,180263-181957,183590-184576,184590-186032,179165-179536,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN28058293,PRJNA834416,missing,missing,unknown,NA,NA,NA,NA
GCF_024810175.1,NZ_JANUEC010000002.1,1449156-1449809,1447481-1449175,1444749-1445798,1443301-1444752,1449853-1450212,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. BIGb0176,SAMN28094785,PRJNA834400,missing,missing,unknown,NA,NA,NA,NA
GCF_025000125.1,NZ_JANXIR010000001.1,1249079-1249729,1249726-1251417,1253128-1254114,1254114-1255562,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseicyclus,[Roseibacterium] beibuensis,SAMN30622614,PRJNA875593,China: Beibu Gulf in the South China Sea,NA,unknown,NA,20.33,109.8,NA
GCF_025210255.1,NZ_JAOARZ010000032.1,9808-10815,11502-13193,13486-14487,14487-15935,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Donghicola,Donghicola sp.,SAMN30713069,PRJNA875070,USA: Florida Reef Tract near Ft Lauderdale,coral surface mucus layer from dieased colony 6,non-environmental,other,26.16,-80.1,NA
GCF_029840765.1,NZ_JAOCDD010000074.1,18731-19420,19422-21116,22749-23735,23749-25191,18325-18708,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. GD03867,SAMN30525323,PRJNA868296,Pakistan,NA,unknown,NA,NA,NA,NA
GCF_029840855.1,NZ_JAOCDI010000030.1,21100-21795,21798-23492,25125-26111,26125-27567,20701-21072,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. GD03862,SAMN30525318,PRJNA868296,Pakistan,NA,unknown,NA,NA,NA,NA
GCF_029840925.1,NZ_JAOCDM010000068.1,6892-7581,5196-6890,2577-3563,1121-2563,7604-7987,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. GD03858,SAMN30525314,PRJNA868296,Pakistan,NA,unknown,NA,NA,NA,NA
GCF_029841705.1,NZ_JAOCEY010000002.1,223002-223697,221305-222999,218686-219672,217230-218672,223725-224096,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. GD03817,SAMN30525273,PRJNA868296,Pakistan,NA,unknown,NA,NA,NA,NA
GCF_029842685.1,NZ_JAOCGW010000006.1,70552-71247,68855-70549,66236-67222,64780-66222,71275-71646,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. GD03766,SAMN30525222,PRJNA868296,Pakistan,NA,unknown,NA,NA,NA,NA
GCF_029843415.1,NZ_JAOCIG010000004.1,28380-29075,29078-30772,32405-33391,33405-34847,27981-28352,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. GD03730,SAMN30525186,PRJNA868296,Pakistan,NA,unknown,NA,NA,NA,NA
GCF_029844065.1,NZ_JAOCJM010000016.1,73058-73753,73756-75450,77083-78069,78083-79525,72659-73030,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. GD03696,SAMN30525152,PRJNA868296,Pakistan,NA,unknown,NA,NA,NA,NA
GCF_029844385.1,NZ_JAOCJT010000014.1,474-1163,1165-2859,4492-5478,5492-6934,68-451,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. GD03689,SAMN30525145,PRJNA868296,Pakistan,NA,unknown,NA,NA,NA,NA
GCF_033721395.1,NZ_JAODUR010000008.1,211686-212417,209953-211689,207151-208140,205621-207081,205147-205545,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN30931042,PRJNA882343,"China: Shanghai Ocean University, Shanghai",missing,unknown,NA,NA,NA,NA
GCF_025345645.1,NZ_JAODWE010000003.1,726322-726900,724631-726325,723639-724634,722183-723634,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Shinella,Shinella kummerowiae,SAMN30844420,PRJNA880501,China: Wuhan,taihu chlorite,unknown,NA,NA,NA,NA
GCF_029836165.1,NZ_JAOEBG010000012.1,41064-41753,41755-43449,45082-46068,46082-47524,40658-41041,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. GD04091,SAMN30525547,PRJNA868296,Pakistan,NA,unknown,NA,NA,NA,NA
GCF_029836875.1,NZ_JAOECP010000015.1,4808-5503,5506-7200,8833-9819,9833-11275,4408-4779,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN30525512,PRJNA868296,USA,NA,unknown,NA,NA,NA,NA
GCF_025961475.1,NZ_JAOQNS010000001.1,339977-340711,338265-339980,337276-338265,335820-337271,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhodobiaceae,Rhodobium,Rhodobium gokarnense,SAMN28058241,PRJNA834334,missing,missing,unknown,NA,NA,NA,NA
GCF_025599415.1,NZ_JAOSGK010000010.1,119984-120673,118287-119981,115668-116654,114212-115654,120707-121090,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas brassicacearum,SAMN29162767,PRJNA844552,Czech Republic: Moravia,NA,unknown,NA,NA,NA,NA
GCF_025628765.1,NZ_JAOSLT010000001.1,4423083-4423736,4423717-4425411,4427095-4428135,4428132-4429583,4422693-4423052,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas piscis,SAMN31122461,PRJNA877629,Sri Lanka: Galagadera,banana rhizosphere,environmental,soil,NA,NA,NA
GCF_035615335.1,NZ_JAOTEI010000012.1,72117-72809,70420-72114,67802-68788,66345-67787,72840-73211,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,SAMN31129147,PRJNA886381,China:Guangzhou,probiotic product,unknown,NA,NA,NA,NA
GCF_025673445.1,NZ_JAOVQN010000013.1,57513-58145,55828-57516,54842-55822,53394-54845,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,Ruegeria marisflavi,SAMN31181405,PRJNA887689,"China: Port of Yangkou, Rudong County, Nantong City, Jiangsu Province",surface water,environmental,other,NA,NA,NA
GCF_025673475.1,NZ_JAOVQO010000016.1,57924-58607,56248-57927,53598-54584,52150-53601,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Albidovulum,Albidovulum salinarum,SAMN31181585,PRJNA887697,"China: Port of Yangkou, Rudong County, Nantong City, Jiangsu Province",surface sediments,environmental,sediment,NA,NA,NA
GCF_025751435.1,NZ_JAOWKY010000002.1,182819-183529,181143-182822,178471-179484,177023-178474,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Albidovulum,Albidovulum marisflavi,SAMN31173281,PRJNA887559,"China: Port of Yangkou, Rudong County, Nantong City, Jiangsu Province",surface water,environmental,other,NA,NA,NA
GCF_025751495.1,NZ_JAOWKZ010000001.1,988288-988926,988923-990620,992295-993308,993314-994756,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Albidovulum,Albidovulum litorale,SAMN31182607,PRJNA887728,"China: Port of Yangkou, Rudong County, Nantong City, Jiangsu Province",surface sediments,environmental,sediment,NA,NA,NA
GCF_025751575.1,NZ_JAOWLA010000002.1,248405-249103,249100-250776,250780-251787,251784-253235,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Albidovulum,Albidovulum sediminicola,SAMN31202220,PRJNA887837,"China: Port of Yangkou, Rudong County, Nantong City, Jiangsu Province",surface water,environmental,other,NA,NA,NA
GCF_025751555.1,NZ_JAOWLB010000005.1,260724-261356,261353-263041,263047-264027,264024-265475,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,Ruegeria aquimaris,SAMN31202326,PRJNA887844,"China: West bank of Liandao Levee, Lianyungang City, Jiangsu Province",surface sediments,environmental,sediment,NA,NA,NA
GCF_025751515.1,NZ_JAOWLE010000001.1,326895-327605,325222-326898,322559-323572,321111-322562,327622-327978,homDCBAE,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Actibacterium,Actibacterium sp. XHP0104,SAMN31202442,PRJNA887897,"China: Haizhou Bay Resort, Haitou Town, Ganyu District, Lianyungang City, Jiangsu Province",surface water,environmental,other,NA,NA,NA
