contig,Unnamed..0_x,hmm_profile,hmm_e_val,Unnamed..0_y,nt_id,sample_name,station,filter,raw_counts_A,raw_counts_B,raw_counts_C,transcripts_L_A,transcripts_L_B,transcripts_L_C,tax_id,tax_name,domain,phylum,class,order,family,genus,species,strain,KOfam,KOfam_definition,pfam_id,pfam_name,pfam_description,Cast,Filter,Replicate,Depth,Latitude,Longitude,temperature,salinity,adjusted_salinity,density,oxygen,oxygen_saturation,SiO4,NO3_plus_NO2,TN,TON,PO4,TP,T_OP,TOC,NH4,NO2,pc,pn,Nitrate_Nitrite,dCo_concentration,Cd_dissolved,Pb_dissolved,Fe_dissolved,Ni_dissolved,Cu_dissolved,Zn_dissolved,Mn_dissolved,Co_dissolved
G3.UW.NS.UW38_1.7m.0_2um_TRINITY_DN352720_c0_g1_i3_G3.UW.NS.L37S1.2um,188,OBi1_02316_SPO3189,1.10E-233,25925177,G3.UW.NS.UW38_1.7m.0_2um_TRINITY_DN352720_c0_g1_i3,G3.UW.NS.L37S1.2um,L37S1,2um,0,0,2.39517,0,0,32850.31949,1224,Pseudomonadota,Bacteria,Pseudomonadota,,,,,,,K01273,DPEP; membrane dipeptidase [EC:3.4.13.19],PF01244,Peptidase_M19,Membrane dipeptidase (Peptidase family M19),NA,0.2,C,7,37,-158,12.9386,33.92809563,33.7682359,25.45577653,285.5648333,106.9883333,3.784437906,0.009072756,4.735851397,4.726778641,0.224456257,0.407319057,0.1828628,59.09871478,0.065255051,0.005880043,NA,2.669219362,0.629284684,67.78992771,0.029137525,0.102564851,0.429166301,3.015173217,1.056433812,0.900401948,0.652307003,0.005739683
G3.UW.NS.UW38_1.7m.0_2um_TRINITY_DN352720_c0_g1_i3_G3.UW.NS.L38S1.2um,188,OBi1_02316_SPO3189,1.10E-233,31825692,G3.UW.NS.UW38_1.7m.0_2um_TRINITY_DN352720_c0_g1_i3,G3.UW.NS.L38S1.2um,L38S1,2um,0,8.59993,0,0,93826.67472,0,1224,Pseudomonadota,Bacteria,Pseudomonadota,,,,,,,K01273,DPEP; membrane dipeptidase [EC:3.4.13.19],PF01244,Peptidase_M19,Membrane dipeptidase (Peptidase family M19),NA,0.2,A,7,38.97,-158,11.91196,33.71557573,33.55658698,25.48928042,287.4232,105.232,4.447820978,1.357338022,6.177873533,4.820535511,0.307904477,0.48451348,0.176609003,56.49033144,0.136076566,0.054612034,10.00966584,1.643416316,0.628415403,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW38_1.7m.0_2um_TRINITY_DN352720_c0_g1_i3_G3.UW.NS.L38S1.2um,188,OBi1_02316_SPO3189,1.10E-233,31825692,G3.UW.NS.UW38_1.7m.0_2um_TRINITY_DN352720_c0_g1_i3,G3.UW.NS.L38S1.2um,L38S1,2um,0,8.59993,0,0,93826.67472,0,1224,Pseudomonadota,Bacteria,Pseudomonadota,,,,,,,K01273,DPEP; membrane dipeptidase [EC:3.4.13.19],PF01244,Peptidase_M19,Membrane dipeptidase (Peptidase family M19),NA,0.2,B,7,38.97,-158,11.91196,33.71557573,33.55658698,25.48928042,287.4232,105.232,4.447820978,1.357338022,6.177873533,4.820535511,0.307904477,0.48451348,0.176609003,56.49033144,0.136076566,0.054612034,10.00966584,1.643416316,0.628415403,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW38_1.7m.0_2um_TRINITY_DN352720_c0_g1_i3_G3.UW.NS.L38S1.2um,188,OBi1_02316_SPO3189,1.10E-233,31825692,G3.UW.NS.UW38_1.7m.0_2um_TRINITY_DN352720_c0_g1_i3,G3.UW.NS.L38S1.2um,L38S1,2um,0,8.59993,0,0,93826.67472,0,1224,Pseudomonadota,Bacteria,Pseudomonadota,,,,,,,K01273,DPEP; membrane dipeptidase [EC:3.4.13.19],PF01244,Peptidase_M19,Membrane dipeptidase (Peptidase family M19),NA,0.2,C,7,38.97,-158,11.91196,33.71557573,33.55658698,25.48928042,287.4232,105.232,4.447820978,1.357338022,6.177873533,4.820535511,0.307904477,0.48451348,0.176609003,56.49033144,0.136076566,0.054612034,10.00966584,1.643416316,0.628415403,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW38_1.7m.0_2um_TRINITY_DN352720_c0_g1_i3_G3.UW.NS.L40S1.2um,188,OBi1_02316_SPO3189,1.10E-233,37287346,G3.UW.NS.UW38_1.7m.0_2um_TRINITY_DN352720_c0_g1_i3,G3.UW.NS.L40S1.2um,L40S1,2um,0,7.41871,0,0,106299.9901,0,1224,Pseudomonadota,Bacteria,Pseudomonadota,,,,,,,K01273,DPEP; membrane dipeptidase [EC:3.4.13.19],PF01244,Peptidase_M19,Membrane dipeptidase (Peptidase family M19),NA,0.2,A,7,40.88,-158,10.57084,33.55839247,33.39998191,25.60927732,299.8864,106.578,7.558574926,5.244195299,10.56422355,5.320028248,0.596298069,0.799602251,0.203304182,55.88569271,0.131918485,0.107330799,8.527290251,1.345981349,4.294852884,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW38_1.7m.0_2um_TRINITY_DN352720_c0_g1_i3_G3.UW.NS.L40S1.2um,188,OBi1_02316_SPO3189,1.10E-233,37287346,G3.UW.NS.UW38_1.7m.0_2um_TRINITY_DN352720_c0_g1_i3,G3.UW.NS.L40S1.2um,L40S1,2um,0,7.41871,0,0,106299.9901,0,1224,Pseudomonadota,Bacteria,Pseudomonadota,,,,,,,K01273,DPEP; membrane dipeptidase [EC:3.4.13.19],PF01244,Peptidase_M19,Membrane dipeptidase (Peptidase family M19),NA,0.2,B,7,40.88,-158,10.57084,33.55839247,33.39998191,25.60927732,299.8864,106.578,7.558574926,5.244195299,10.56422355,5.320028248,0.596298069,0.799602251,0.203304182,55.88569271,0.131918485,0.107330799,8.527290251,1.345981349,4.294852884,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW38_1.7m.0_2um_TRINITY_DN352720_c0_g1_i3_G3.UW.NS.L40S1.2um,188,OBi1_02316_SPO3189,1.10E-233,37287346,G3.UW.NS.UW38_1.7m.0_2um_TRINITY_DN352720_c0_g1_i3,G3.UW.NS.L40S1.2um,L40S1,2um,0,7.41871,0,0,106299.9901,0,1224,Pseudomonadota,Bacteria,Pseudomonadota,,,,,,,K01273,DPEP; membrane dipeptidase [EC:3.4.13.19],PF01244,Peptidase_M19,Membrane dipeptidase (Peptidase family M19),NA,0.2,C,7,40.88,-158,10.57084,33.55839247,33.39998191,25.60927732,299.8864,106.578,7.558574926,5.244195299,10.56422355,5.320028248,0.596298069,0.799602251,0.203304182,55.88569271,0.131918485,0.107330799,8.527290251,1.345981349,4.294852884,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4_G3.UW.NS.L35S1.2um,720,OBi1_02316_SPO3189,2.50E-232,15506534,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4,G3.UW.NS.L35S1.2um,L35S1,2um,1,0,0,18322.01963,0,0,131567,cellular organisms,,,,,,,,,,,,,,NA,0.2,A,7,35.96,-158,14.24873333,34.23282435,34.07158032,25.42267574,268.1175,103.41,4.307372311,0.017972395,4.353098342,4.335125947,0.141299889,0.296576282,0.155276393,57.45001965,0.048958055,0.00660582,3.38740503,0.668449832,0.622011081,70.06555879,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4_G3.UW.NS.L35S1.2um,720,OBi1_02316_SPO3189,2.50E-232,15506534,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4,G3.UW.NS.L35S1.2um,L35S1,2um,1,0,0,18322.01963,0,0,131567,cellular organisms,,,,,,,,,,,,,,NA,0.2,B,7,35.96,-158,14.24873333,34.23282435,34.07158032,25.42267574,268.1175,103.41,4.307372311,0.017972395,4.353098342,4.335125947,0.141299889,0.296576282,0.155276393,57.45001965,0.048958055,0.00660582,3.38740503,0.668449832,0.622011081,70.06555879,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4_G3.UW.NS.L35S1.2um,720,OBi1_02316_SPO3189,2.50E-232,15506534,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4,G3.UW.NS.L35S1.2um,L35S1,2um,1,0,0,18322.01963,0,0,131567,cellular organisms,,,,,,,,,,,,,,NA,0.2,C,7,35.96,-158,14.24873333,34.23282435,34.07158032,25.42267574,268.1175,103.41,4.307372311,0.017972395,4.353098342,4.335125947,0.141299889,0.296576282,0.155276393,57.45001965,0.048958055,0.00660582,3.38740503,0.668449832,0.622011081,70.06555879,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4_G3.UW.NS.L37S1.2um,720,OBi1_02316_SPO3189,2.50E-232,26529387,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4,G3.UW.NS.L37S1.2um,L37S1,2um,1.09992,5.7017,3.41821,14917.951,87002.7307,46881.55353,131567,cellular organisms,,,,,,,,,,,,,,NA,0.2,A,7,37,-158,12.9386,33.92809563,33.7682359,25.45577653,285.5648333,106.9883333,3.784437906,0.009072756,4.735851397,4.726778641,0.224456257,0.407319057,0.1828628,59.09871478,0.065255051,0.005880043,NA,2.669219362,0.629284684,67.78992771,0.029137525,0.102564851,0.429166301,3.015173217,1.056433812,0.900401948,0.652307003,0.005739683
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4_G3.UW.NS.L37S1.2um,720,OBi1_02316_SPO3189,2.50E-232,26529387,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4,G3.UW.NS.L37S1.2um,L37S1,2um,1.09992,5.7017,3.41821,14917.951,87002.7307,46881.55353,131567,cellular organisms,,,,,,,,,,,,,,NA,0.2,B,7,37,-158,12.9386,33.92809563,33.7682359,25.45577653,285.5648333,106.9883333,3.784437906,0.009072756,4.735851397,4.726778641,0.224456257,0.407319057,0.1828628,59.09871478,0.065255051,0.005880043,NA,2.669219362,0.629284684,67.78992771,0.029137525,0.102564851,0.429166301,3.015173217,1.056433812,0.900401948,0.652307003,0.005739683
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4_G3.UW.NS.L37S1.2um,720,OBi1_02316_SPO3189,2.50E-232,26529387,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4,G3.UW.NS.L37S1.2um,L37S1,2um,1.09992,5.7017,3.41821,14917.951,87002.7307,46881.55353,131567,cellular organisms,,,,,,,,,,,,,,NA,0.2,C,7,37,-158,12.9386,33.92809563,33.7682359,25.45577653,285.5648333,106.9883333,3.784437906,0.009072756,4.735851397,4.726778641,0.224456257,0.407319057,0.1828628,59.09871478,0.065255051,0.005880043,NA,2.669219362,0.629284684,67.78992771,0.029137525,0.102564851,0.429166301,3.015173217,1.056433812,0.900401948,0.652307003,0.005739683
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4_G3.UW.NS.L38S1.2um,720,OBi1_02316_SPO3189,2.50E-232,32187911,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4,G3.UW.NS.L38S1.2um,L38S1,2um,13.4399,23.1549,7.37424,149972.0453,252623.8319,123602.6787,131567,cellular organisms,,,,,,,,,,,,,,NA,0.2,A,7,38.97,-158,11.91196,33.71557573,33.55658698,25.48928042,287.4232,105.232,4.447820978,1.357338022,6.177873533,4.820535511,0.307904477,0.48451348,0.176609003,56.49033144,0.136076566,0.054612034,10.00966584,1.643416316,0.628415403,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4_G3.UW.NS.L38S1.2um,720,OBi1_02316_SPO3189,2.50E-232,32187911,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4,G3.UW.NS.L38S1.2um,L38S1,2um,13.4399,23.1549,7.37424,149972.0453,252623.8319,123602.6787,131567,cellular organisms,,,,,,,,,,,,,,NA,0.2,B,7,38.97,-158,11.91196,33.71557573,33.55658698,25.48928042,287.4232,105.232,4.447820978,1.357338022,6.177873533,4.820535511,0.307904477,0.48451348,0.176609003,56.49033144,0.136076566,0.054612034,10.00966584,1.643416316,0.628415403,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4_G3.UW.NS.L38S1.2um,720,OBi1_02316_SPO3189,2.50E-232,32187911,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4,G3.UW.NS.L38S1.2um,L38S1,2um,13.4399,23.1549,7.37424,149972.0453,252623.8319,123602.6787,131567,cellular organisms,,,,,,,,,,,,,,NA,0.2,C,7,38.97,-158,11.91196,33.71557573,33.55658698,25.48928042,287.4232,105.232,4.447820978,1.357338022,6.177873533,4.820535511,0.307904477,0.48451348,0.176609003,56.49033144,0.136076566,0.054612034,10.00966584,1.643416316,0.628415403,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4_G3.UW.NS.L38S1.3um,720,OBi1_02316_SPO3189,2.50E-232,34288241,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4,G3.UW.NS.L38S1.3um,L38S1,3um,0,1,0,0,20262.65047,0,131567,cellular organisms,,,,,,,,,,,,,,NA,3,A,7,38.97,-158,11.91196,33.71557573,33.55658698,25.48928042,287.4232,105.232,4.447820978,1.357338022,6.177873533,4.820535511,0.307904477,0.48451348,0.176609003,56.49033144,0.136076566,0.054612034,10.00966584,1.643416316,0.628415403,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4_G3.UW.NS.L38S1.3um,720,OBi1_02316_SPO3189,2.50E-232,34288241,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4,G3.UW.NS.L38S1.3um,L38S1,3um,0,1,0,0,20262.65047,0,131567,cellular organisms,,,,,,,,,,,,,,NA,3,B,7,38.97,-158,11.91196,33.71557573,33.55658698,25.48928042,287.4232,105.232,4.447820978,1.357338022,6.177873533,4.820535511,0.307904477,0.48451348,0.176609003,56.49033144,0.136076566,0.054612034,10.00966584,1.643416316,0.628415403,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4_G3.UW.NS.L38S1.3um,720,OBi1_02316_SPO3189,2.50E-232,34288241,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4,G3.UW.NS.L38S1.3um,L38S1,3um,0,1,0,0,20262.65047,0,131567,cellular organisms,,,,,,,,,,,,,,NA,3,C,7,38.97,-158,11.91196,33.71557573,33.55658698,25.48928042,287.4232,105.232,4.447820978,1.357338022,6.177873533,4.820535511,0.307904477,0.48451348,0.176609003,56.49033144,0.136076566,0.054612034,10.00966584,1.643416316,0.628415403,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4_G3.UW.NS.L40S1.2um,720,OBi1_02316_SPO3189,2.50E-232,35432924,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4,G3.UW.NS.L40S1.2um,L40S1,2um,104.472,79.9061,49.8046,1257926.383,1144945.367,812610.5562,131567,cellular organisms,,,,,,,,,,,,,,NA,0.2,A,7,40.88,-158,10.57084,33.55839247,33.39998191,25.60927732,299.8864,106.578,7.558574926,5.244195299,10.56422355,5.320028248,0.596298069,0.799602251,0.203304182,55.88569271,0.131918485,0.107330799,8.527290251,1.345981349,4.294852884,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4_G3.UW.NS.L40S1.2um,720,OBi1_02316_SPO3189,2.50E-232,35432924,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4,G3.UW.NS.L40S1.2um,L40S1,2um,104.472,79.9061,49.8046,1257926.383,1144945.367,812610.5562,131567,cellular organisms,,,,,,,,,,,,,,NA,0.2,B,7,40.88,-158,10.57084,33.55839247,33.39998191,25.60927732,299.8864,106.578,7.558574926,5.244195299,10.56422355,5.320028248,0.596298069,0.799602251,0.203304182,55.88569271,0.131918485,0.107330799,8.527290251,1.345981349,4.294852884,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4_G3.UW.NS.L40S1.2um,720,OBi1_02316_SPO3189,2.50E-232,35432924,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4,G3.UW.NS.L40S1.2um,L40S1,2um,104.472,79.9061,49.8046,1257926.383,1144945.367,812610.5562,131567,cellular organisms,,,,,,,,,,,,,,NA,0.2,C,7,40.88,-158,10.57084,33.55839247,33.39998191,25.60927732,299.8864,106.578,7.558574926,5.244195299,10.56422355,5.320028248,0.596298069,0.799602251,0.203304182,55.88569271,0.131918485,0.107330799,8.527290251,1.345981349,4.294852884,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4_G3.UW.NS.L40S2.2um,720,OBi1_02316_SPO3189,2.50E-232,41651654,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4,G3.UW.NS.L40S2.2um,L40S2,2um,7.94462,8.61728,10.8968,52723.5705,91011.18065,51260.14158,131567,cellular organisms,,,,,,,,,,,,,,NA,0.2,A,7,40.09,-158,11.20477143,33.69088969,33.53191758,25.59998661,291.4334286,105.1028571,4.767278727,1.496564446,6.11137019,4.614805744,0.308390898,0.479973934,0.171583036,55.95599954,0.184363962,0.06364104,7.345508675,1.23397279,1.209594108,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4_G3.UW.NS.L40S2.2um,720,OBi1_02316_SPO3189,2.50E-232,41651654,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4,G3.UW.NS.L40S2.2um,L40S2,2um,7.94462,8.61728,10.8968,52723.5705,91011.18065,51260.14158,131567,cellular organisms,,,,,,,,,,,,,,NA,0.2,B,7,40.09,-158,11.20477143,33.69088969,33.53191758,25.59998661,291.4334286,105.1028571,4.767278727,1.496564446,6.11137019,4.614805744,0.308390898,0.479973934,0.171583036,55.95599954,0.184363962,0.06364104,7.345508675,1.23397279,1.209594108,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4_G3.UW.NS.L40S2.2um,720,OBi1_02316_SPO3189,2.50E-232,41651654,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN102439_c0_g1_i4,G3.UW.NS.L40S2.2um,L40S2,2um,7.94462,8.61728,10.8968,52723.5705,91011.18065,51260.14158,131567,cellular organisms,,,,,,,,,,,,,,NA,0.2,C,7,40.09,-158,11.20477143,33.69088969,33.53191758,25.59998661,291.4334286,105.1028571,4.767278727,1.496564446,6.11137019,4.614805744,0.308390898,0.479973934,0.171583036,55.95599954,0.184363962,0.06364104,7.345508675,1.23397279,1.209594108,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN15050_c0_g1_i3_G3.UW.NS.L35S1.2um,1020,OBi1_02316_SPO3189,6.80E-232,15582293,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN15050_c0_g1_i3,G3.UW.NS.L35S1.2um,L35S1,2um,0,2.45283,0,0,39771.87133,0,78238,Macrodasyida,Eukaryota,Gastrotricha,,Macrodasyida,,,,,K01273,DPEP; membrane dipeptidase [EC:3.4.13.19],PF01244,Peptidase_M19,Membrane dipeptidase (Peptidase family M19),NA,0.2,A,7,35.96,-158,14.24873333,34.23282435,34.07158032,25.42267574,268.1175,103.41,4.307372311,0.017972395,4.353098342,4.335125947,0.141299889,0.296576282,0.155276393,57.45001965,0.048958055,0.00660582,3.38740503,0.668449832,0.622011081,70.06555879,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN15050_c0_g1_i3_G3.UW.NS.L35S1.2um,1020,OBi1_02316_SPO3189,6.80E-232,15582293,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN15050_c0_g1_i3,G3.UW.NS.L35S1.2um,L35S1,2um,0,2.45283,0,0,39771.87133,0,78238,Macrodasyida,Eukaryota,Gastrotricha,,Macrodasyida,,,,,K01273,DPEP; membrane dipeptidase [EC:3.4.13.19],PF01244,Peptidase_M19,Membrane dipeptidase (Peptidase family M19),NA,0.2,B,7,35.96,-158,14.24873333,34.23282435,34.07158032,25.42267574,268.1175,103.41,4.307372311,0.017972395,4.353098342,4.335125947,0.141299889,0.296576282,0.155276393,57.45001965,0.048958055,0.00660582,3.38740503,0.668449832,0.622011081,70.06555879,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN15050_c0_g1_i3_G3.UW.NS.L35S1.2um,1020,OBi1_02316_SPO3189,6.80E-232,15582293,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN15050_c0_g1_i3,G3.UW.NS.L35S1.2um,L35S1,2um,0,2.45283,0,0,39771.87133,0,78238,Macrodasyida,Eukaryota,Gastrotricha,,Macrodasyida,,,,,K01273,DPEP; membrane dipeptidase [EC:3.4.13.19],PF01244,Peptidase_M19,Membrane dipeptidase (Peptidase family M19),NA,0.2,C,7,35.96,-158,14.24873333,34.23282435,34.07158032,25.42267574,268.1175,103.41,4.307372311,0.017972395,4.353098342,4.335125947,0.141299889,0.296576282,0.155276393,57.45001965,0.048958055,0.00660582,3.38740503,0.668449832,0.622011081,70.06555879,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN15050_c0_g1_i3_G3.UW.NS.L35S2.2um,1020,OBi1_02316_SPO3189,6.80E-232,21351288,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN15050_c0_g1_i3,G3.UW.NS.L35S2.2um,L35S2,2um,5.22669,0,8.64145,49343.70471,0,107970.2571,78238,Macrodasyida,Eukaryota,Gastrotricha,,Macrodasyida,,,,,K01273,DPEP; membrane dipeptidase [EC:3.4.13.19],PF01244,Peptidase_M19,Membrane dipeptidase (Peptidase family M19),NA,0.2,A,7,35.83,-158,15.09845,34.42520385,34.2630628,25.38769681,262.1455,102.925,4.233070049,0.00951553,4.266978905,4.257463375,0.135700643,0.287685415,0.151984772,58.19527203,0.057810744,0.00290358,2.634507412,0.520497414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN15050_c0_g1_i3_G3.UW.NS.L35S2.2um,1020,OBi1_02316_SPO3189,6.80E-232,21351288,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN15050_c0_g1_i3,G3.UW.NS.L35S2.2um,L35S2,2um,5.22669,0,8.64145,49343.70471,0,107970.2571,78238,Macrodasyida,Eukaryota,Gastrotricha,,Macrodasyida,,,,,K01273,DPEP; membrane dipeptidase [EC:3.4.13.19],PF01244,Peptidase_M19,Membrane dipeptidase (Peptidase family M19),NA,0.2,B,7,35.83,-158,15.09845,34.42520385,34.2630628,25.38769681,262.1455,102.925,4.233070049,0.00951553,4.266978905,4.257463375,0.135700643,0.287685415,0.151984772,58.19527203,0.057810744,0.00290358,2.634507412,0.520497414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN15050_c0_g1_i3_G3.UW.NS.L35S2.2um,1020,OBi1_02316_SPO3189,6.80E-232,21351288,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN15050_c0_g1_i3,G3.UW.NS.L35S2.2um,L35S2,2um,5.22669,0,8.64145,49343.70471,0,107970.2571,78238,Macrodasyida,Eukaryota,Gastrotricha,,Macrodasyida,,,,,K01273,DPEP; membrane dipeptidase [EC:3.4.13.19],PF01244,Peptidase_M19,Membrane dipeptidase (Peptidase family M19),NA,0.2,C,7,35.83,-158,15.09845,34.42520385,34.2630628,25.38769681,262.1455,102.925,4.233070049,0.00951553,4.266978905,4.257463375,0.135700643,0.287685415,0.151984772,58.19527203,0.057810744,0.00290358,2.634507412,0.520497414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN15050_c0_g1_i3_G3.UW.NS.L38S1.2um,1020,OBi1_02316_SPO3189,6.80E-232,30761346,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN15050_c0_g1_i3,G3.UW.NS.L38S1.2um,L38S1,2um,0,1.35892,5.92598,0,14826.04449,99327.79542,78238,Macrodasyida,Eukaryota,Gastrotricha,,Macrodasyida,,,,,K01273,DPEP; membrane dipeptidase [EC:3.4.13.19],PF01244,Peptidase_M19,Membrane dipeptidase (Peptidase family M19),NA,0.2,A,7,38.97,-158,11.91196,33.71557573,33.55658698,25.48928042,287.4232,105.232,4.447820978,1.357338022,6.177873533,4.820535511,0.307904477,0.48451348,0.176609003,56.49033144,0.136076566,0.054612034,10.00966584,1.643416316,0.628415403,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN15050_c0_g1_i3_G3.UW.NS.L38S1.2um,1020,OBi1_02316_SPO3189,6.80E-232,30761346,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN15050_c0_g1_i3,G3.UW.NS.L38S1.2um,L38S1,2um,0,1.35892,5.92598,0,14826.04449,99327.79542,78238,Macrodasyida,Eukaryota,Gastrotricha,,Macrodasyida,,,,,K01273,DPEP; membrane dipeptidase [EC:3.4.13.19],PF01244,Peptidase_M19,Membrane dipeptidase (Peptidase family M19),NA,0.2,B,7,38.97,-158,11.91196,33.71557573,33.55658698,25.48928042,287.4232,105.232,4.447820978,1.357338022,6.177873533,4.820535511,0.307904477,0.48451348,0.176609003,56.49033144,0.136076566,0.054612034,10.00966584,1.643416316,0.628415403,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN15050_c0_g1_i3_G3.UW.NS.L38S1.2um,1020,OBi1_02316_SPO3189,6.80E-232,30761346,G3.UW.NS.UW40_1.7m.0_2um_TRINITY_DN15050_c0_g1_i3,G3.UW.NS.L38S1.2um,L38S1,2um,0,1.35892,5.92598,0,14826.04449,99327.79542,78238,Macrodasyida,Eukaryota,Gastrotricha,,Macrodasyida,,,,,K01273,DPEP; membrane dipeptidase [EC:3.4.13.19],PF01244,Peptidase_M19,Membrane dipeptidase (Peptidase family M19),NA,0.2,C,7,38.97,-158,11.91196,33.71557573,33.55658698,25.48928042,287.4232,105.232,4.447820978,1.357338022,6.177873533,4.820535511,0.307904477,0.48451348,0.176609003,56.49033144,0.136076566,0.054612034,10.00966584,1.643416316,0.628415403,NA,NA,NA,NA,NA,NA,NA,NA,NA
